entry_id,surname,position_order,position_raw,year_first_mentioned,place_mentioned,occupation_categories
L1912-01799,MINANGOIN,3,"attaché au Ministère de l'Agriculture et mis à la disposition du Gouvernement tunisien le 22 juin 1S95. Prés, de la Société d'Agriculture de Brienon (Yonne), 1875-92",1875,,
L1912-01799,MINANGOIN,4,"fond, du Syndicat Agricole de l'arrondissement de Joigny.",,,
L1912-01806,MIRANDE,1,". géom être attaché aux Travaux pubb'cs,1884-85",1884,,
L1912-01806,MIRANDE,2,ffons d'agent sédentaire a la Direction des Forêts 1.886-91,,,
L1912-01806,MIRANDE,3,"conducteur adjoint aux Travaux publics,1892-97. Propriétaire à Tunis. Créateur clu petit centre de villégiature dit «Saint-Henri», près de Tunis, en 1896.",1892,Tunis,
L1912-01811,MOCQUERYS,1,"chef de prothèse dentaire et premier opérateur clans deux grands cabinets de chirurgie de Paris. Membre du comité de plusieurs sociétés locales (Ligue: de l'Enseignement, secours mutuels, 1 Assistance mutuelle tunisienne)",,,
L1912-01811,MOCQUERYS,2,"anc. .secr. gén. clu Cercle républicain, Sfax). Entomologiste. A créé une collection des insectes du Sud Tunisien : coléoptères et, hyménoptères. Mention honorable à l'Exposition de Marseille (groupe enlom.ologique)",,,
L1912-01811,MOCQUERYS,3,"médaille d'or à l'Exposition d'hygiène de Tunis (1.91.1). Exploration de la Tripolilaine, de Tripoli à Ben-Gardnne. Campagne du Tonkin, 1884-86. Administrateur ""du journal «le Sfax Républicain».",1884,Ben-Gardnne,administration
L1912-01820,MOLCO,1,Interne à la clinique obstétricale et gynécologique de Florence,,,
L1912-01820,MOLCO,2,chirurgien titulaire à l'hôpital italien,,,medicine_health
L1912-01820,MOLCO,3,directeur de l'hôpital italien,,,
L1912-01820,MOLCO,4,"anc. prés, de la Société des sciences médicales de Tunis",,,
L1912-01820,MOLCO,5,médecin de la. ferme-école de Djedeïda,,,medicine_health
L1912-01820,MOLCO,6,secrétaire de l'Alliance Israélite de M'unis.,,,
L1912-01825,MONCHICOURT,1,"contrôleur civil stagiaire à Mactar, à Tunis, attaché au bureau du Contrôle à în. Résidence Générale, contrôleur suppléant à la Résidence Générale, souschef du même bureau.",,Mactar,military;administration
L1912-01828,MONTEFIORE,1,interne des hô- pitaux de Bologna,,,
L1912-01828,MONTEFIORE,2,"méd.-chir. adjoint de l'hôpital italien. Vice.-prés, du Cercle s sportif «Jean-Louis»",,,
L1912-01828,MONTEFIORE,3,"-membre de la Société de Bienfaisance italienne, de la 1 «Anlichi Allievi».",,,
L1912-01830,MONTIGNANT,1,"engagé volontaire le 3 oct. ISSi, retraité le 4 janv. 1907 comme inspecteur de 3' cl. de la garde indigène de l'Indo-Cbinc",1907,,administration
L1912-01830,MONTIGNANT,2,"a. servi aux : 30"" d'inf. de ligne, 4' d'inf. de Marine, 1"" tirailleurs tonkinois, 9° d'inf. de marine et à la garde indigène de l'Indo-Chine. Campagnes: Tonkin, du 20 fév. 1887 au 16 juin 1.889",1887,,
L1912-01830,MONTIGNANT,3,"Annam, Tonkin, Haut-Laos, du 2 sept. 1890 nu 6 mars 1906",1890,,
L1912-01830,MONTIGNANT,4,"campagne contre le Sinm 1893-94. TIUVAUX : chargé clu Bureau topographique de la région supérieure de l'Annam, 95-96",1893,,
L1912-01830,MONTIGNANT,5,"travaux de triangulation de la région comprise entre Hué et Tourane, 1.S96",,,
L1912-01830,MONTIGNANT,6,"travaux d'études d'un tracé de chemin de fer de la côte d'Annam (province de Na-Tinh) à la chaîne annninilo-lnolienne, 1897",1897,,transport_maritime
L1912-01830,MONTIGNANT,7,"mission de délimitation do la frontière nnnnmilo-laolienne entre Savannakhat, Quang-'Vri et Kuong-Bing, 1.899.",,,
L1912-01840,MORIN,1,conducteur des travaux à la fondation des murs et cmais du Dort de Dunkerque par voir- comprimé (entreprise Hersent),,,
L1912-01840,MORIN,2,ingénieur expert du Bureau Veritas,,,engineering_architecture
L1912-01840,MORIN,3,conseiller clu commerce extérieur de la France,,,
L1912-01840,MORIN,4,"chef de section, aux travaux de la Compagnie de la Crau et des Marais de Fos",,,administration
L1912-01840,MORIN,5,"dessinateur, puis sous-ingénieur des bords à la Cie Frais",,,engineering_architecture
L1912-01840,MORIN,6,"inet, à Marseille",,Marseille,
L1912-01840,MORIN,7,"directeur des ateliers \w\veng, à Tarbes",,Tarbes,
L1912-01840,MORIN,8,chargé du service de •enforcement des ponts métalliques clu ces'eau des chemins de fer andalous à Vlalaga (Espagne),,Vlalaga,transport_maritime
L1912-01840,MORIN,9,"ingénieur - directeur des transports maritimes Est-M'unisien el colon, propriétaire du domaine de Ruiguiball, près de Béja ('Tunisie).",,,engineering_architecture;agriculture
L1912-01849,MOUCHARD,1,"sous-lieutenant du génie, 91-92",,,military
L1912-01849,MOUCHARD,2,"élève ingénieur des Postes el Télégraphes, 9294",,,engineering_architecture
L1912-01849,MOUCHARD,3,ingénieur des Postes et Télégraphes à Marseille 94-96,,Marseille,engineering_architecture
L1912-01849,MOUCHARD,4,"ingénieur de l'Office postal tunisien, 1896-1906.",1896,,engineering_architecture
L1912-01857,MOUTET,1,"médecin traitant à. l'hôpital clu Belvédère, médecin chef de l'hôpital de Gafsa, médecin chef de l'hôpital de Gabès. A rempli de 1906 à 1907 les fonctions de médecin municipal de Gabès et depuis celui de médecin de l'Office postal et de l'Union des travailleurs français de La Goulette.",1906,,medicine_health
L1912-01862,MUCCHIELI,1,"facteur, facteur-chef, souschef de gare, chef de gare principal, inspecteur. Prés, de la Fraternelle des chemins de fer français (section de Tunis)",,,administration;transport_maritime
L1912-01862,MUCCHIELI,2,memb. clu Conseil supérieur d'administration de «l'Assistance Mutuelle Tunisienne» depuis sa fondation,,,
L1912-01862,MUCCHIELI,3,memb. du bureau de la société «La Corse».,,,
L1912-01869,MURACCIOLI,1,brigadier du génie monté de 1892 à 1895 en Tunisie,1892,,
L1912-01869,MURACCIOLI,2,"surveillant principal dos Monopoles. Membre du «Prolétariat», de V«Assistance Mutuelle Tunisienne», de la «Ligue de l'Enseignement».",,,
L1912-01875,MUSY,1,"instituteur en France pendant douze ans, puis en congé",,,education_science
L1912-01875,MUSY,2,instituteur-receveur en M'unisie depuis sept ans. Secr. de la Société d'élevage de la. vallée de la. Medjerda,,,education_science;administration
L1912-01875,MUSY,3,observateur météorologique,,,
L1912-01875,MUSY,4,conseiller municipal en France pendant huit ans.,,,politics_native_admin
L1912-01878,NABETH,1,"greffier-notaire, interprète pour la langue arabe près le Tribunal civil de Guelma. el le Tribunal mixle de Sousse. Anc. prés, de la «Patriote», société française d'escrime, de gymnastique el de tir.",,,justice_law;administration
L1912-01896,NESTLER,1,membre de la Chambre de Commerce du Sud (1892),1892,,
L1912-01896,NESTLER,2,"secr. de la Chambre du Sud el membre • le In Conférence Consultative (1894), membre de la Chambre mixte du Centre (1.900), secr. de la Chambre mixle el membre de la Conférence Consultative (1.902).",1894,,politics_native_admin;diplomacy
L1912-01900,NICOLAS,1,"directeur d'école à Djerba, à Kairouan, à. M'unis ol à Bizerte",,Djerba,education_science
L1912-01900,NICOLAS,2,secrétaire de l'Alliance Française à. Bizerte,,,
L1912-01900,NICOLAS,3,"bibliothécaire-archiviste de lu. Soc. de Géographie commerciale de Paris, seclion tunisienne",,,
L1912-01900,NICOLAS,4,"conseiller municipal à Djerba, 1893-94",1893,Djerba,politics_native_admin
L1912-01900,NICOLAS,5,"délégué au Congrès de l'Enseignement à Paris, 1900. Auteur clu Dictionnaire FrançaisArabe (idiome tunisien), édité chez M. Weber, rue de Conslanlino, à. M'unis.",1900,Paris,
L1912-01902,NICOLAS,1,"compositeur-typographe, metteur en pages, correcteur, prole,maîlre imprimeur. A créé pour autrui plusieurs imprimeries en Algérie. A instauré l'Imprimerie Rapide à Tunis",,Tunis,industry_crafts
L1912-01902,NICOLAS,2,directeur de 1SS8 à 1903,1903,,
L1912-01902,NICOLAS,3,"a constamment tenu le triple record des soldats français dans son personnel (27 vers la lin du siècle écoulé, d'après une. circulaire nominative adressée aux chefs d'unités militaires), celui des pères de famille (plus de 60 enfants, d'après une autre circulaire nominative), enfin celui de l'élévati",1888,Constantine,
L1912-01902,NICOLAS,4,a enterré les morts à Villersexel,,Villersexel,
L1912-01902,NICOLAS,5,"a soigné les varioleux au pied- du fort de Joux (ou du Larmont?), où ont été tirés les derniers coups de fusil et de canon de la campagne",,,
L1912-01902,NICOLAS,6,"a exhumé, au même endroit, les chefs allemands enterrés dans la neige et réclamés par leur patrie. Caporal de vétérans. Secrétaire, trésorier, vice - président, président, fondateur, créateur, protagoniste toujours, d'oeuvres émaneipatrices : unions de travailleurs, ligues d'enseignement, sociétés d",,,
L1912-01902,NICOLAS,7,"simple membre toujours dans - les sociétés mutuelles d'assistance. — Délégué du département de Constantine au Congrès National Ouvrier de Lyon, 1878 : onze discours et une étude coloniale où sont exprimés des sentiments analogues à. ceux de Victor Hugo au Banquet de l'Abolition de l'Esclavage présid",1878,,finance_banking
L1912-01902,NICOLAS,8,trois fois vice-président,,,
L1912-01902,NICOLAS,9,trois fois secrétaire,,,
L1912-01902,NICOLAS,10,proclamé «Christ Algérien». Auteur de : FRAGMENTS D'OÏUVRE ÉLUOU nu ES PAR UN RÊVEUR SOCIALISTE,,,
L1912-01902,NICOLAS,11,"épigraphe : « Aperire lorrain yenlilms. Créer, par une méthode économique d'une application certaine, l'aisance universelle, et, simultanément, ouvrir, dans le sens le plus large du mot, l'école à tous, afin que les hommes y acquièrent le savoir el, par le savoir, un surcroît de bien-être, lesquels,",,,
L1912-01902,NICOLAS,12,"épigraphe : « La Tunisie, ancienne Ifrikia, est un coin béni du globe",,,
L1912-01902,NICOLAS,13,"Vimpéri'tie humaine, seule, est responsable du mal dont parfois elle souffre.» De : SUPPRESSION TOTALE, PROGRESSIVE MAIS RAPIDE, DE L'IMPÔT DE CÀPtTATION DIT ""MEDJBA, PAR LES ABRIS- A BESTIAUX, SANS BOURSE DÉLIER",,,
L1912-01902,NICOLAS,14,"même épigraphe que ci-dessus. De : HYGIÈNE ET COLONISATION PAR LA RETENUE DES EAUX, LES ABRIS A BESTIAUX, LES TRAVAUX RUSTIQUES ET L'ÉDUCATION DES FELLAHS",,,
L1912-01902,NICOLAS,15,épigraphe : ((Le huitième fléau de l'Afrique a sa source dans l'esprit d'Ecole dégénéré: ne faire que des.travaux d'un prix élevé,,,
L1912-01902,NICOLAS,16,"telle est..la doctrine. Un ingénieur qui.voudrait s'en affranchir serait- circonvenu.. Et pourtant ! du provisoire -prévu pour dix, vingt, cinquante ans de :durée. permettrait de quintupler les travaux et d'exécuter ceux définitifs avec les richesses acquises pendant la durée du provisoire. Or, avec",1911,,engineering_architecture
L1912-01902,NICOLAS,17,"un lit radicalement antivermine, démontable, portatif en pelits paquets, un racloir-balayeur pour rails de tramway, évitant de laisser les deux tiers des détritus sur la. chaussée, ont reçu chacun une médaille d'argent à l'Exposition d'Hygiène de M'unis 1911. — Possède les dessins, qu'il ne livrera ",1911,,
L1912-01902,NICOLAS,18,"Volontaire français (non pas prétorien), Défendit la patrie anxjours de la défaite",,,
L1912-01902,NICOLAS,19,'Servit les travailleurs,,,
L1912-01902,NICOLAS,20,fut Christ algérien,,,
L1912-01902,NICOLAS,21,". Cerveau fêlé, songeur, coeur aimant",,,
L1912-01902,NICOLAS,22,âme en quête . D'un.idéal humain,,,
L1912-01902,NICOLAS,23,vivant galérien,,,
L1912-01902,NICOLAS,24,". Henrenxlorsque son crâne affronte la tempêté... ■ Vit le jour à Paris, mais peu faubourien",,Paris,
L1912-01902,NICOLAS,25,". - Croyait porter uri.moude , n sa chétive tête : ■ Convient finalement qu'il n'aboutit à rien... Caresse un rêve ardent : des souffrants la conquête. . ■Rcycur fit Fragments d'oeuvre",,,
L1912-01902,NICOLAS,26,aujourd'hui.terrien. De V eau dans le pays de la soif •— malebête ! — Cent autres beauz rêves,,,
L1912-01902,NICOLAS,27,"académicien (!)... Fraternité (mensonge !), il te fait grande fêté, A toi, Progrcs,ide même... Au total : Vaurien,",,,
L1912-01905,NICOUD,1,instituteur adjoint. Est sorti de l'Ecole normale en 1900 et fut. nommé à l'école francoarabe de Sousse en 1902,1900,,education_science
L1912-01905,NICOUD,2,à l'Ecole primaire supérieure de Sousse en 1903,1903,,
L1912-01905,NICOUD,3,à l'Ecole primaire supérieure de Bizerte en 1.904,,,
L1912-01905,NICOUD,4,instituteur à 'Tunis en 1907,1907,,education_science
L1912-01905,NICOUD,5,directeur d'école à Médenine.,,Médenine,education_science
L1912-01906,NIEWENGLOWSKI,1,maître de conférences au collège de Sainte-Barbe,,,
L1912-01906,NIEWENGLOWSKI,2,préparateur de chimie à la Faculté des Sciences de l'Université de Paris,,,
L1912-01906,NIEWENGLOWSKI,3,chargé du service médical du P. C. N. de Paris,,,
L1912-01906,NIEWENGLOWSKI,4,professeur au collège ' Stanislas',,,education_science
L1912-01906,NIEWENGLOWSKI,5,"professeur à l'école Duvignau, de Lannéau",,,education_science
L1912-01906,NIEWENGLOWSKI,6,professeur d'hygiène générale à l'école dentaire française. V.-prés. de la Société d'instruction populaire supérieure,,,military;education_science
L1912-01906,NIEWENGLOWSKI,7,"v.-prés. lion. fond, de la Société d'instruction et d'éducation populaire du canton de Sceaux",,,
L1912-01906,NIEWENGLOWSKI,8,memb. du conseil de l'Association Philotechnique de Paris.,,,
L1912-01909,NORO,1,"maître d'études à Paris, sténographe, courriériste dans les journaux d'art. Officier à la guerre franco-allemande et à la guerre turcomonténégrine, professeur aux écoles d'art industriel de la ville de Paris, fondateur des cours industriels à Alger, trois ans, cours de dessin à Sfax, dix ans. Livres",,Paris,education_science;industry_crafts;press_letters_arts
L1912-01912,NOVAK,1,lieutenant au long cours de la marine marchande austro-hongroise en 1873,1873,,military;commerce
L1912-01912,NOVAK,2,négociant industriel depuis 1880,1880,,commerce;industry_crafts
L1912-01912,NOVAK,3,associé de la Maison Epinat et Novak. Un des fondateurs de la pêche aux alaches à Mahdia en 1871,1871,Mahdia,
L1912-01912,NOVAK,4,"introducteur à. I Mahdia de la première huilerie système français en 1884 et créateur de la saline de Zouila en 1901. Trente médailles or, argent et diplômes d'honneur. Grand prix pour ses huiles d'olives et sel marin.",1884,,
L1912-01921,OLIVIER,1,"engagé volontaire en 1881 au 2"" zouaves, officier le 5 mars 1SS6, lieutenant démissionnaire du 2* zouaves en 1890, secrétaire de Contrôle civil en 1.890, - contrôleur civil suppléant à Grombalia (1895), à Tunis (1896), chef de l'annexe de Djerba (1897), contrôle du Kef 1901, contrôleur de Tala 1904,",1881,Grombalia,military;administration
L1912-01932,OSMAN,1,"interprète de la mission du commandant Ducoeur dans le Haut-Dahomey (Boucle du Niger) (1893) : surveillant général de la Ghana (1.895) : khalifat à Porlo-Farina (caïdat de Bizerte) (1898): caïd des Ouladbou-Salem (Souk-el-Khemis) (1900): caïd de La Regba, à Ghardimaou (1905). Ancien lires, de la Soc",1893,Porlo-Farina,military;administration;politics_native_admin
L1912-01932,OSMAN,2,"prés, de la Municipalité de Teboursouk",,,
L1912-01932,OSMAN,3,"diplôme de prés, d'honneur de l'Assistance Mutuelle Tunisienne (groupe de Ghardimaou)",,,
L1912-01932,OSMAN,4,diplôme d'honn. de membre du jury de l'Exposition de Tunis (1.907).,,,
L1912-01989,PADOVANI,1,"sousofficier dans l'armée active, proposé pour officier à 22 ans pour faits de guerre au Tonkin, versé dans la section technique des chemins de fer à 25 ans. Cie Bône-Guelma",,,transport_maritime
L1912-01989,PADOVANI,2,"cinq ans de service militaire, 1882-87.",1882,,
L1912-01989,PADOVANI,3,"secrétaire de commune mixte, 1888",1888,,
L1912-01989,PADOVANI,4,au B.-G. depuis le 9 juillet 1.889,,,
L1912-01989,PADOVANI,5,chef de gare depuis 1892,1892,,transport_maritime
L1912-01989,PADOVANI,6,"chef de gare à Mateur à l'ouverture de la ligne de Bizerte, 1.894",,Mateur,transport_maritime
L1912-01989,PADOVANI,7,chef de gare à Soukel-Khemis el receveur supplémentaire des.Postes en 1896,1896,Soukel-Khemis,administration;transport_maritime
L1912-01989,PADOVANI,8,"chef de gare à Duvivier, 1897",1897,Duvivier,transport_maritime
L1912-01989,PADOVANI,9,"chef de gare à Djedéïda depuis 1S99. Membre de l'Association Mutuelle tunisienne. Campagnes du Tonkin comme sous-officier au 1"" zouaves, janv. 1.8S5 à oct. 1887. Médaille de bronze pour la culture maraîchère.",1887,Djedéïda,military;transport_maritime
