entry_id,surname,position_order,position_raw,year_first_mentioned,place_mentioned,occupation_categories
L1912-00677,COLLIN,3,"professeur de dessin au collège Sadiki, au pensionnat des jeunes filles des Soeurs de Saint-Joseph, Tunis. Auteur du «Cours de dessin pour les écoles primaires», publié par la Direction de l'Enseignement",,,education_science
L1912-00677,COLLIN,4,"auteur de la carie en relief de la Tunisie exposée par la Direction de l'Enseignement à l'Exposition universelle de Paris 1889 (4 m. sud 3). Médailles diverses (Paris hors concours, Tunis et Nabeul) pour un grand ouvrage manuscrit «La Décoration polygonale arabe».",1889,,
L1912-00680,COLONNA-CESARI,1,"attaché à la Résidence générale de France à Tunis, attaché au cabinet du Résident Général de France à. Tunis, secrétaire particulier de M. Pichon, ministre des Affaires étrangères",,Tunis,military;administration
L1912-00680,COLONNA-CESARI,2,"vice-consul de France a. Port-au-Prince (Haïti), à Luxembourg et à Tarragone.",,Luxembourg,diplomacy
L1912-00719,COMTE,1,préparateur à l'Ecole Pratique des Hautes Etudes (sections des Sciences naturelles) 1893,1893,,
L1912-00719,COMTE,2,préparateur au Collège de France 1S94-1902,1902,,
L1912-00719,COMTE,3,"Assistant à l'hôpital Sadiki, Tunis, 19021903",1902,,
L1912-00719,COMTE,4,"chef de laboratoire à l'Institut Pasteur, Tunis, 1904-1910",1904,,religion
L1912-00719,COMTE,5,"médecin municipal à Tunis, 1907",1907,Tunis,medicine_health
L1912-00719,COMTE,6,"chef du Service Antipaludique, 1910",1910,,
L1912-00719,COMTE,7,médecin inspecteur près le bureau d'Assistance publique et des Etablissements pénitentiaires de l'Administration générale du Gouvernement Tunisien.,,,medicine_health;military;administration
L1912-00737,CORDEIL,1,"instituteur à Châleauneuf de Mazenc, à La Bégude, à Francillon, à. Upie (Drôme), à l'Ecole normale de Tunis et au lycée. GORDIER (Marcel), 18 janv. 1874, Nîmes (Gard), off. d'Académie, off. du Nichan-lftikhar. .lucre au tribunal civil. Sousse. Oct. 1897.",1874,Châleauneuf,education_science
L1912-00741,COSSON,1,industriel,,,industry_crafts
L1912-00741,COSSON,2,"directeur du «Libre Journal» en 1896 et de la « Tunisie Libéral » en 1908. Inventeur de plusieurs gisements miniers tunisiens et notamment de l'important gisement de fer de l'Oued-Zerga, auquel il est d'ailleurs intéressé. GOSTE (Jean-Eugône-Evariste). 26 oct. 1858. Beaulieu (Corrèze), off. d'Académ",1896,,commerce;mining
L1912-00741,COSSON,3,fournisseur militaire,,,
L1912-00741,COSSON,4,directeur du Service des Pompes Funèbres,,,
L1912-00741,COSSON,5,industrie des pêches maritimes,,,
L1912-00741,COSSON,6,président du Conseil d'Administration du syndicat international d'études au Maroc,,,
L1912-00741,COSSON,7,administrateur des Magasins Généraux,,,administration;commerce
L1912-00741,COSSON,8,ancien trésorier et vice-président de la Chambre de Commerce de Tunis,,,
L1912-00741,COSSON,9,ancien président de la Chambre de Commerce de Bizerte,,,
L1912-00741,COSSON,10,ancien membre de la Conférence Consultative,,,politics_native_admin;diplomacy
L1912-00741,COSSON,11,"membre du Conseil supérieur de l'Assistance Publique, viceprésident des congrès coloniaux",,,
L1912-00741,COSSON,12,"membre de la Chambre de Commerce de Bizerte. Exploration du Maroc, une partie avec la mission Du Gast",,,
L1912-00741,COSSON,13,"Le Riff, avec Delbrel. Conseiller du Commerce extérieur de la France. Médaille d'or Exposition universelle 1900 (industrie des Pêches Maritimes). Décédé a. Vichy 1908.",1900,,
L1912-00750,CRANCIER,1,Receveur de .l'Enregistrement à Margueritles (Gard) et- à. Vence (Alpes-Maritimes),,Margueritles,administration
L1912-00750,CRANCIER,2,"rédacteur, sous-chef, chef de bureau, chef de division à la Direction générale des Finances à Tunis.",,Tunis,military;administration
L1912-00760,CUBISOL,1,"commis, vérificateur et receveur des Douanes. Conseiller municipal de Mahdia.",,,administration;politics_native_admin
L1912-00767,DABRIGEON,1,"pharmacien à Lyon, 1894-96",1894,Lyon,medicine_health
L1912-00767,DABRIGEON,2,"à Bône (Algérie), 1S96-1902, et.à Gabès depuis 1902. Prés, du Cercle Français, prés, de l'Union Commerciale et Agricole de Gabès, v.-prés. et 1res, actuel de la Ligue de l'Enseignement, fondât, et très, du «Livre de la Semaine», fondât, et très, du Comité de surveillance et de patronage de la Biblio",1902,Bône,
L1912-00771,DALLOZ,1,"secrétaire du général Florentin, ancien gouverneur militaire de Paris",,,military;politics_native_admin
L1912-00771,DALLOZ,2,"secrétaire de M. Victor Poupin, ancien député du Jura",,,politics_native_admin
L1912-00771,DALLOZ,3,bibliothécaire-adjoint à la bibliothèque française de Tunis,,,
L1912-00771,DALLOZ,4,"avocat, attaché au Parquet de Tunis",,,justice_law
L1912-00771,DALLOZ,5,"juge de paix suppléant à Souk-el-Arba et à Tunis, i Fut l'un des fondateurs, à Champagnole (Jura), de la Section de la Ligue française pour la défense des droits de l'Homme et du Citoyen.",,Souk-el-Arba,justice_law
L1912-00776,DANINOS,1,"interprète de feu le prince Taïeb, bey du camp",,,administration
L1912-00776,DANINOS,2,"agent de la Compagnie Générale Transatlantique et de la Banque de Tunisie, à Gabès.",,Gabès,military;finance_banking
L1912-00791,DAVID,1,"attaché à. Eugène Flachat, ingénieur en chef des Chemins de fer de l'ouest",,,engineering_architecture;transport_maritime
L1912-00791,DAVID,2,ingénieur directeur des mines du Val-d'Àran,,,engineering_architecture;mining
L1912-00791,DAVID,3,directeur de l'exploitation du chemin de fer du Panama et des études de ses prolongements,,,transport_maritime
L1912-00791,DAVID,4,ingénieur des mines de Jérès,,,engineering_architecture;mining
L1912-00791,DAVID,5,directeur des usines de la Société des Cuivres de France,,,industry_crafts
L1912-00791,DAVID,6,"administrateur des mines de Balan-Banya (Hongrie), de Bor (Serbie), d'Oum-Theboul (Tunisie), etc.",,,administration;mining
L1912-00791,DAVID,7,"administrateur-directeur des mines de cuivre de Cbouishia (Tunisie). Dans l'Extrême-Sud la récoille des dattes a atteint en- 1910-19:11 286.000 quintaux contre 200.0000 en 1909. DAUL (Raoul). 14 mai 1875, Marseille. Off. du Nichan-lftikhar. Commis-rédacteur à la Direction générale des Finances, 12, ",1910,,military;administration;mining
L1912-00792,DAVOUX,1,"instituteur la Lignières-Pré-eni-Pa.il, Villaines-laJuhel (Mayenne), Tunis, Bizerte, Le Goub'ellat, Bir-Hamila. Secrétaire de la commission municipale de Medjez-elBab. Dauphinoise du Sahel (La). 1910 pousse. Bureau : Prés, d'honneur : MM. Dumas,, contrôleur civil et Randet, viceprésident du Tribunal",1910,,justice_law;education_science;administration
L1912-00792,DAVOUX,2,"MM. Taillard, interprète judiciaire, président",,,administration
L1912-00792,DAVOUX,3,"Vidal, directeur d'école, v.-prôsident",,,education_science
L1912-00792,DAVOUX,4,"Fauché, professeur, secrétaire",,,education_science
L1912-00792,DAVOUX,5,"Soullier, employé de commerce, secrétaire-adjoint",,,
L1912-00792,DAVOUX,6,"Vivier, chef de brigade des Monopoles, trésorier.",,,
L1912-00795,DEBON,1,"instituteur à Molhe-d'Aveillans, h Sa.inl-René-de-Chandieu (Isère), à. l'Ecole Normale de Tunis",,Molhe-d'Aveillans,education_science
L1912-00795,DEBON,2,"directeur d'école a.u Kef, à Nabeul",,Nabeul,education_science
L1912-00795,DEBON,3,professeur à El-Asfouria ou Collège Alaoui,,El-Asfouria,education_science
L1912-00795,DEBON,4,ancien professeur de huitième au Lycée Carnot.,,,education_science
L1912-00804,DEFRANCHI,1,"directeur d'école à Enfidaville, 1886-1893, et receveur des Postes el Télégraphes 188S-1893. Instituteur-receveur à Rades 1893-1896",1886,Enfidaville,education_science;administration
L1912-00804,DEFRANCHI,2,"instituteur-receveur à. Chuigguî, 1896-1899",1896,,education_science;administration
L1912-00804,DEFRANCHI,3,"instituteur-receveur à. Sôuk-el-Khemis, ""1899-1.902",1899,,education_science;administration
L1912-00804,DEFRANCHI,4,instituteur-receveur aux Nassen,,,education_science;administration
L1912-00804,DEFRANCHI,5,"directeur d'école et receveur des Postes et Télégraphes au Kram depuis le 8 octobre 1902. Mention honorable à l'Exposition scolaire de Tunis, 1888: médaille de bronze à l'Exposition de Paris, 1890",1902,,education_science;administration
L1912-00804,DEFRANCHI,6,"mention honorable à l'Exposition colon, nationale de Marseille 1.906.",,,agriculture
L1912-00814,DELARUE,1,chef du bureau du personnel du génie au Mini s ter e dp. la Guerre,,,
L1912-00814,DELARUE,2,"cher du 4"" bureau de l'Elaf-Major de ,l'armée (étapes el, chemins de 1er)",,,
L1912-00814,DELARUE,3,commandant le 7° régiment du génie,,,military
L1912-00814,DELARUE,4,"chef d'état-major du 15"" corps d'armée",,,
L1912-00814,DELARUE,5,ancien commandant supérieur de la. défense et gouverneur de Bizerle. Dix ans d'Algérie. Campagnes du Sud-Oranais cl de Madagascar.,,,military;politics_native_admin
L1912-00823,DELORD,1,surnuméraire des lignes téléeranhioues.- 1877,1877,,
L1912-00823,DELORD,2,"commis et commis principal ue direction, inspecteur, receveur principal des Postes et des Télégraphes. Fut appelé en janvier 1878 à faire partie de la Mission télégraphique que la France entretenait dans la Régence depuis 1859.",1878,,administration
L1912-00828,DENCAUSE,1,"officier d'ordonnances du général de Bréart, commandant une brigade du corps expéditionnaire de Tunisie",,,military
L1912-00828,DENCAUSE,2,"instructeur à. l'Ecole de tir de la Valbanne, 1883-18S7",1883,,
L1912-00828,DENCAUSE,3,"campagne de France, 1870-71. campagne de Tunisie, 1S81 (Le Kef, Ghardimaou, Aïn-Draham, Béja, etc.)",1870,,
L1912-00828,DENCAUSE,4,"campagne de Chine, 1900-1901. Président de l'Association des Colons français de la Mornaghia.",1900,,
L1912-00829,DENJEAN-NAVAILLES,1,surveillant général du collège de Cette en 1.889,,,military
L1912-00829,DENJEAN-NAVAILLES,2,professeur au lycée Carnot de Tunis. 1890-1897,1890,,education_science
L1912-00829,DENJEAN-NAVAILLES,3,"professeur à l'Union française de la Jeunesse, Tunis, 1S92. «Dépêche Sfaxienne (La)». 3 mars I 1895, Sfax, 17, rue de la République. Journal politique quotidien et d'informations rapides",1895,,education_science
L1912-00829,DENJEAN-NAVAILLES,4,organe des intérêts du Sud de la. Tunisie,,,
L1912-00829,DENJEAN-NAVAILLES,5,"correspondances journalières de l'Agence Havas et de particuliers. M. Jean Revol, directeur depuis sa fondation",,,
L1912-00829,DENJEAN-NAVAILLES,6,"M. et M'"""" de Ceccaty, secrétaires de la rédaction. Ce journal a-paru sans discontinuer depuis 1895. Abonn' : 20 fr. par an",1895,,
L1912-00829,DENJEAN-NAVAILLES,7,"le numéro 5 cent. « Dépêche Tunisienne (La) »,' 1.SS0, 'l'unis",,,
L1912-00829,DENJEAN-NAVAILLES,8,"bureaux ù. Tunis, 2, av. de Paris et à Paris, 2, rue Meyerbeer. Organe quotidien. Paraît le malin à. 4, 6 ou 8 pages. Le plus fort tirage des journaux de Tunisie. Conseil d'administration : MM. • J.-B. Curtelin, président",,Paris,
L1912-00829,DENJEAN-NAVAILLES,9,"Lecore-Carpentier, Gallini, Proust et A. Zaouche, membres",,,
L1912-00829,DENJEAN-NAVAILLES,10,anciens présidents : MM. A. Homberger el Proust. Directeur politique (depuis la fondation) : M. E. Lecore-Carpenlier. Rédacteur en chef : M. André Duran,,,press_letters_arts
L1912-00829,DENJEAN-NAVAILLES,11,"rédacteurs : MM. Troll, Terryn, Tillot, Pra.t, Pondovaux et Bridier",,,
L1912-00829,DENJEAN-NAVAILLES,12,chef de la comptabilité : M. Malon,,,
L1912-00829,DENJEAN-NAVAILLES,13,"chef de la publicité : M. Saphar. Chef des services parisiens d'informa- : lion : M. Paul Laffilte. Chef des services administratifs parisiens : M. Carcassone. Correspondants en France, en Algérie et dans les principaux centres de la Tunisie. Journal imprimé sur rotatives Marinoni et Derriey, compos",1906,,
L1912-00829,DENJEAN-NAVAILLES,14,"extérieur, 1.0 cent. Téléph. : Tunis, 10",,,
L1912-00829,DENJEAN-NAVAILLES,15,"Paris, 315.1.1.",,,
L1912-00837,DESTRÉES,1,professeur au Collège de Mostagan e m (Algérie) (1872),1872,,education_science
L1912-00837,DESTRÉES,2,"drogman au Consulat général de France à Tunis 18, rue de Rome, Tunis. 2 janv. 1891.",1891,Tunis,military;administration;diplomacy
L1912-00838,DESTREES,1,Contrôleur civil suppléant à Tunis (1897-1901),1897,Tunis,administration
L1912-00838,DESTREES,2,professeur de droit commercial au Lycée de Tunis (1.901-1905),1905,,education_science
L1912-00838,DESTREES,3,"avocat a.u barreau de Tunis, depuis 1.901. Président de l'Association des Anciens Elèves du Lycée de Tunis (de 1.901 à 1.911)",,,justice_law
L1912-00838,DESTREES,4,v.-prés. de la. «Lyre Française»,,,
L1912-00838,DESTREES,5,secrétaire général du Comité du cercle républicain,,,military;administration
L1912-00838,DESTREES,6,"membre et secrétaire du conseil de l'Ordre des Avocats (élu en 1909, 1910 et. 191.1)",1909,,justice_law
L1912-00838,DESTREES,7,"syndic du Syndicat de la presse tunisienne. TiuvÀux : «L'Administration locale en Tunisie », 1 vol. « Le Maroc Inconnu», publié en feuilleton dans le «Courrier de Tunisie». Mission d'études au Maroc (août 1903 à novembre 1903). Fondateur du premier quotidien français du soir le «Courrier de Tunisie»",1903,,
L1912-00841,DHAINE,1,chef de comptabilité et caissier de la Maison Deschamps de Paris (18S3 à. 1887),1887,,
L1912-00841,DHAINE,2,"chef de comptabilité de la maison M. et D. Kahn frères, Paris (1887-89). Caissier principal et chef de la comptabilité «Aux Galeries Métropole», grands magasins de nouveautés de 1899"" a 1.90:1. Actuellement et depuis 1.901, sons-directeur des Etablissements Orosdi-Back, à. Tunis. Ancien secrétaire d",1887,,commerce;finance_banking
L1912-00841,DHAINE,3,"anc. secrétaire el membre k Paris de la Société «L'Union du Commerce», société de secours mutuels, fondée en 1847, depuis 1883. Membre de l'Association des Comptables du déparlement de la Seine, société de secours mutuels depuis 1.8S9",1847,,finance_banking
L1912-00841,DHAINE,4,"membre de la. Société académique de comptabilité, de l'Union des Sociétés de Gymnastique de France, à. Tunis",,,
L1912-00841,DHAINE,5,membre honoraire du Cercle /descrime «Jeanj-Louis»,,,
L1912-00841,DHAINE,6,"membre bienfaiteur de l'Orphelinat des Postes. Commissaire du Congrès des Sociétés de Géographie, Tunis 1.904",,,
L1912-00841,DHAINE,7,conduisit les congressistes il Kairouan el à Sousse.,,Sousse,
L1912-00847,DINGUIZLI,1,"profess au collège Sadiki, 1SSS-1S92",,,
L1912-00847,DINGUIZLI,2,". interprète à. la Section d'Etat du Gouvernement tunisien, 1.892-1900",1900,,administration
L1912-00847,DINGUIZLI,3,"caïd de la banlieue de Tunis, 1900",1900,,politics_native_admin
L1912-00847,DINGUIZLI,4,"président des Municipalités de La Goulelte, Rades, HammamLit et S'-Germain",,,
L1912-00847,DINGUIZLI,5,membre du Comité d'escompte de la Banque de l'Algérie,,,finance_banking
L1912-00847,DINGUIZLI,6,"prés, de la société sportive «La Victoire»",,,
L1912-00847,DINGUIZLI,7,v.-prés. du Comité des Fêtes de Tunis.,,,
L1912-00925,DJILANI,1,"interprète à. la Direction des travaux de la. ville de l'unis, interprète au Gouvernement tunisien, caïd gouverneur des Frechich. A dirigé durant plusieurs années la Société des industries d'Art de Tunisie, société privée parisienne, fondée par M. Pillel, -inspecteur des Beaux-Arts, etc., qui cherch",1901,Metlaoui,administration;politics_native_admin
L1912-00930,DOLOT,1,"chef de bataillon, lieutenantrcolonel et colonel chef du génie à Tunis de 1890 à 1900, puis colonel directeur du génie, enfin nommé le 30 mars 1904 général commandant le 1"" brigade d'infanterie et commandant militaire de: Tunis.",1890,Tunis,military
L1912-00936,DOUBLEDENT,1,"chimiste chez Hinque, Marret et Bonnin, Paris",,,
L1912-00936,DOUBLEDENT,2,"directeur du laboratoire Guillaumin, Paris",,,
L1912-00936,DOUBLEDENT,3,"chimiste au laboratoire du Service des Mines, Tunis. Conférences: «L'air liquide et ses applications industrielles». Publication : «Le Radium».",,,industry_crafts;mining
L1912-00940,DOUGNAC,1,"professeur à l'école primaire supérieure d'Aubeterre, 1893 à 1895",1893,,education_science
L1912-00940,DOUGNAC,2,"professeur k l'Ecole normale d'Alger, 1S95 à 1S98",,,education_science
L1912-00940,DOUGNAC,3,"à l'Ecole normale de aen, 1898-1903, et à l'Ecole normale de Tunis.",1898,,
L1912-00945,DOZEVILLE,1,"commis des Postes à Tunis, 1881, à La Goulette, 1883 à 85, receveur à Djerba, 1885 à 1903, à Sfax, 1903 à J.9UD, a bousse depuis le 1.6 juin 1905. V.-nrés. de la commission municipale de Djerba de 1.887 k 1.900.",1881,Tunis,administration
L1912-00947,DRAMARD,1,"avocat. 1.881: chef du cabinet du Préfet du Rhône, 18S2 à 1-Qi chef du cabinet du Résident Général à. Tunis, 1886 à 1.889",1886,,justice_law;military
L1912-00947,DRAMARD,2,"juge au tribunal, de Tunis. 1889 à 1.904, et vice-nrésident du tribunal depuis décembre 1904.",1889,,justice_law
L1912-00967,DUGLIN,1,"répétiteur à Montargis, Cambrai, Saint-Omer",,Montargis,
L1912-00967,DUGLIN,2,répétiteur et professeur de langue anglaise au lycée Carnot.,,,education_science
L1912-00969,DUMAS,1,avocat à la Cour d'appel de Paris,,,justice_law
L1912-00969,DUMAS,2,"publiciste, 1.883-1S90",,,press_letters_arts
L1912-00969,DUMAS,3,juge de paix suppléant à Saïda,,Saïda,justice_law
L1912-00969,DUMAS,4,juge de paix à Fienda.h et à Souk-el-Arba,,Fienda,justice_law
L1912-00969,DUMAS,5,"juge suppléant, puis substitut à Tunis",,Tunis,justice_law
L1912-00969,DUMAS,6,président du tribunal mixte de Tunisie. Membre titulaire de la Société des Gens de Lettres depuis 1.887. Livres publiés : «Thalie» (1S83),,,justice_law
L1912-00969,DUMAS,7,"«Les Soeurs Ennemies» (1885), chez Marpeu et Flammarion : «Le Joueur» (1886), «La. Belle Veuve» (1.SS7), chez Victor Bavard.",1885,,
L1912-00969,DUMAS,8,"' «Les Français d'Afrique et le. traitement des indigènes» (18S9), chez Challamel",,,
L1912-00969,DUMAS,9,"«Zezia» (1903), chez OUendorf",1903,,
L1912-00969,DUMAS,10,"nombreuses nouvelles littéraires, et collaborateur au «Voltaire», au «Siècle», à la «Revue Bleue», k la «Revue de Paris et de Saint-Pétersbourg», à la «Vie Populaire» et à 1' «Illustration».",,,
L1912-00973,DUPLA,1,"Avocat à la Cour de Toulouse, chargé de travaux particuliers au Secrétariat général du Gouvernement Tunisien (pendant sept mois), chef du contentieux au. Secrétariat (pendant un an), puis juge-rapporteur au tribunal mixte, à Sousse. Deux thèse (reçues avec éloges) : 1° «De l'interposition de personn",1901,Sousse,justice_law;military
L1912-00973,DUPLA,2,2° «Aperçu général sur la mobilisation de la propriété et du crédit hypothécaire,,,military
L1912-00973,DUPLA,3,"étude de critique économique», imprimerie Bouquet, Auch, 1904.",1904,,
L1912-00977,DUPRÊ,1,"Engagé en 1855 au 2* lanciers, sous-lieutenant en 1862, permute pour le 2"" spahis, expéditions de 1862 à 1870, lieutenant en 1868, campagne de 1< rance 1870 comme capitaine du ""2* de marche des chasseurs d'Afrique (devenu le 4-°), capitaine commandant du 2* chasseurs d'Afrique, commandant en 1.882, ",1855,,military;administration
L1912-00977,DUPRÊ,2,détaché aux. Finances depuis 1.S96. Décédé à Tunis en 1909.,1909,Tunis,
L1912-00988,DUVAL,1,"professeur d'histoire, 1880",1880,,education_science
L1912-00988,DUVAL,2,"censeur, 1895",1895,,education_science
L1912-00988,DUVAL,3,"proviseur, 1898.",1898,,education_science
L1912-01012,EL ANNABI,1,"instituteur de 1890 à, 1895, interprète de contrôle de 1895 à, 1900, interprète de mairie de 1900 à 1907. Membre de l'Association des anciens élèves du Collège Sadiki. A abandonné volontairement l'administration après dix-huit ans de services, pour s'adonner à l'agriculture el, à l'industrie.",1890,,education_science;administration
L1912-01013,EL ANNABI,1,instituteur et receveur des Postes et Télégraphes de 1895 à 1902,1895,,education_science;administration
L1912-01013,EL ANNABI,2,secrétaire commis à la Recette et interprète à la Municipalité de Bizerte depuis 1902.,1902,,administration
L1912-01029,ELES,1,"élève-consul attaché au Ministère des Affaires Etrangères à Rome, vice-consul de 2° classe au Consulat général à NewYork, vice-consul de 1"" classe au Consulat général à Tunis.",,Rome,military;diplomacy
L1912-01046,EL KAROUI,1,aide de camp du général Kheïreddme et interprète du Comité exécutif de la commission financière,,,military;administration
L1912-01046,EL KAROUI,2,secrétaire particulier de Mohamed Khasna.dar,,,
L1912-01046,EL KAROUI,3,"secret, de la Commission financière",,,
L1912-01046,EL KAROUI,4,interprète principal aux Affaires étrangères,,,administration
L1912-01046,EL KAROUI,5,chef du bur. des interprètes,,,administration
L1912-01046,EL KAROUI,6,chef du Secrétariat général du Gouvernement tunisien,,,military
L1912-01046,EL KAROUI,7,directeur du collège Sadiki,,,
L1912-01046,EL KAROUI,8,archiviste du Gouvernement tunisien.,,,
L1912-01104,ESSALMI,1,"agriculteur, cadi a Nefta, . à Zaghouan et actuellement à Mateur.",,Nefta,justice_law;agriculture
L1912-01111,EYMON,1,"rédacteur du journal la « Tribuna » de Rome et directeur du journal ]'«Unione», à 'l'unis.",,,press_letters_arts
L1912-01112,FABRY,1,"substitut, juge d'instruction, vice-président, procureur de la. République el président du Tribunal civil de 'l'unis. Conseiller à. la. Cour d'Appel de Paris 1904 el procureur général près la. Cour d'appel de Ca.en (191.1), ancien président, de l'Institut de Carthage, ancien président de la section ",1904,,justice_law;military;religion
L1912-01113,FAGES DE LATOUR,1,"élève ingénieur le 1"" oct. 1882, ingénieur ordinaire le 1"" juillet 1.885, ingénieur en chef le 1"" mars 1904, Directeur Général des Travaux publics le 1"" nov. 1903.",1882,,military;engineering_architecture;administration
L1912-01149,FESQUET,1,"directrice d'école à. Ferryville, 1899 à 1906",1899,,
L1912-01149,FESQUET,2,"directrice de l'école du Bardo, 1.906 à 1910.",1910,,
L1912-01169,FLAMANT,1,institutrice dans le dé- parlement de l'Isère,,,education_science
L1912-01169,FLAMANT,2,"institutrice à l'école Jules-Ferry, économe, puis directrice de l'école aimexe. Membre du Conseil de l'Instruction publique",,,education_science
L1912-01169,FLAMANT,3,membre du Conseil d'administration de l'Amicale primaire en Tunisie.,,,
L1912-01171,FLEURY,1,"sous-lieutenanl au 15"" chasseurs el au 3' spahis et lieutenant au V chasseurs d'Afrique. Conseiller municipal de Tunis depuis 1.898",,,military;politics_native_admin
L1912-01171,FLEURY,2,"prés, des «Enfants du Limousin» depuis 1894",1894,,
L1912-01171,FLEURY,3,"prés, du Cercle d'Escrime français depuis 1899",1899,,
L1912-01171,FLEURY,4,"prés, de la Société des Anciens Chasseurs d'Afrique depuis 1903",1903,,
L1912-01171,FLEURY,5,v.-prés. ùu Comité des fêles de Tunis jusqu'en 1907,1907,,
L1912-01171,FLEURY,6,"membre du Comité d'Hivernage de la ""Tunisie.",,,
L1912-01172,FLOT,1,"professeur de dessin au collège de Beaume-les-Dames, de La Fère, de Châlons-sur-Marne et de Tunis.",,,education_science
L1912-01217,GALLUT,1,"ingénieur à la Cie du Canal de Suez, en Egypte",,,engineering_architecture
L1912-01217,GALLUT,2,"secrétaire du Conseil d'administration de la Cie B.-G. et Prolongements à Paris, inspecteur des services de cette même compagnie en Algérie",,Paris,administration
L1912-01217,GALLUT,3,ingénieur de la. Cie du Port de Bizerte de 1.891 à 1896,1896,,engineering_architecture
L1912-01217,GALLUT,4,"directeur de l'usine de caoutchouc Michelin à. Cler'nioiil-Ferrand, directeur de l'exploitation de la Cie Gle des Eaux pour l'étranger, à Porto (Portugal), directeur des travaux de la ville de Dijon pour laquelle il a. fait l'adduction des eaux de Morcueil.",,Porto,industry_crafts
L1912-01245,GELLÉ,1,"professeur à. Cherbourg, Lisieux, Blida et Tunis. 1865, NapoléonVille (NouvelleOrléans , Etats-Unis d'Amérique), off.",1865,,education_science
L1912-01250,GENTIL,1,"avocat, docteur en droit, 1889",1889,,justice_law
L1912-01250,GENTIL,2,"suppléant rétribué à Kerrala (Algérie), 20 juillet ""1S92",,Kerrala,
L1912-01250,GENTIL,3,"juge de paix à Khenchela, 20 juin 1894, de 3° classe, 25 juillet 1895",1894,Khenchela,justice_law
L1912-01250,GENTIL,4,"juge de paix de TunisNord, 3 juillet 1897",1897,,justice_law
L1912-01250,GENTIL,5,"juge rapporteur au Tribunal mixte, 13 mai |1899",1899,,justice_law
L1912-01250,GENTIL,6,"juge à Tunis, 18 juillet 1.909.",,Tunis,justice_law
L1912-01252,GEORGE,1,Attaché à. la construction de la ligne de Sidi-bel-Abbès à Ras-el-Mâ (Cie de l'Ouesl-Algérion),,Ras-el-Mâ,
L1912-01252,GEORGE,2,"chef de district, chef de section, inspecteur de la voie, inspecteur du service central, ingénieur, chef d'exploitation du réseau tunisien à voie étroite",,,engineering_architecture;administration
L1912-01252,GEORGE,3,ingénieur chef du service du mouvement (Cie Bône-Guelma). Ancien président du groupe de'Tunis de l'Association amicale des Anciens Elèves de l'Ecole cenfraie.,,,engineering_architecture
L1912-01253,GEPT,1,"lieutenant d'arlil. aux batteries à cheval du 38' régiment à Nîmes '(1°' oct. 1892), capitaine à l'atelier de construction de l'artillerie à Lyon (30 déc. 1901), adjoint à l'Intendance militaire à. Paris (24 août 1903), sous-intendant militaire de 3' cl. (30 déc. 1905). Postes occupés en Tunisie : G",1892,Nîmes,military
L1912-01255,GÉRARD,1,"instituteur e:i France, département de la Meuse, ch",,,education_science
L1912-01255,GÉRARD,2,"22 oct. 1898 au 1"" déc. 1903",1898,,
L1912-01255,GÉRARD,3,instituteur à Tunis du 9 déc. 1903 au 1.1. avril 1904,1903,Tunis,education_science
L1912-01255,GÉRARD,4,"instituteur à Bizerle (école primaire supérieure) du 1.1 avril 1904 au 1"" octobre 1907. Instituteur à Soliman depuis le 1"" octobre 1.907.",1904,Bizerle,education_science
L1912-01262,GHILEB,1,"aide de camp de ieu Sadok-Bey de 18(34 à, 1877, vice-président de la Municipalité de 'l'unis en 1877, délégué tunisien à la Commission internationale des finances en 1S78, gouverneur du Kef en 1886, de Soliman en ISSS, de Bizerle en 1S92 et de Nabeul en 1890. Cheikh El-Medina el président de la Muni",1877,,politics_native_admin
L1912-01267,GILBERT,1,"Stagiaire à Barcelone, janvier 1.S94",,Barcelone,
L1912-01267,GILBERT,2,"élève consul k la direction cl sConsulats, 1.8 déc. .1894",1894,,diplomacy
L1912-01267,GILBERT,3,consul suppl. 1894,1894,,diplomacy
L1912-01267,GILBERT,4,"élève consul à la direction des fonctions de secrétaire à Montevideo, 5 nov. 1897",1897,Montevideo,diplomacy
L1912-01267,GILBERT,5,secrétaire d'ambassade de 3'- cl. pour prendre rang du 20 oct. 1S97 au 1.7 mars 1.899,,,
L1912-01267,GILBERT,6,"chargé d'affaires à llucnos-Ayrcs, 30 juillet au 7 ocl. 1899",1899,,diplomacy
L1912-01267,GILBERT,7,"secrétaire à. Montevideo, 29 mars 1900, chargé d'affaires, 16 juin 1900 au i' mai 1901",1900,,diplomacy
L1912-01267,GILBERT,8,"secrétaire de 2' cl., 3 janvier' 1901: attaché à la direction clés Affaires politiques, 2 oct. 1901",1901,,
L1912-01267,GILBERT,9,"chef de cabinet d'i Résident Général à Tunis, 16 avril 1902",1902,Tunis,military
L1912-01267,GILBERT,10,"délégué du ministre des Affaires élrangères au Congrès international de Géographie, Tunis, av-.-'i 1904",1904,,
L1912-01267,GILBERT,11,"«.ll.-clie à, lu. Direction politique, 31 déc. 1.904",,,
L1912-01267,GILBERT,12,"ù Madrid, 8 janv. 1909",1909,,
L1912-01267,GILBERT,13,"secrétaire de 1."" classe à la disposition du Gouverne ment tunisien, 20 déc. 1908",1908,,
L1912-01267,GILBERT,14,"premier se crétaire d'ambassade à Stockholm, ■ \~ fév. 1911.",1911,Stockholm,
