source,target,edge_type,role,weight,tie_source,resolution,page,page_url
L1912-02675,ORG:circolo cattolico di mutuo soccorso,affiliation,president,1,person_entry_statement,resolved,428,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f452.item
L1912-02675,ORG:societe typographique,affiliation,founder,1,person_entry_statement,resolved,428,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f452.item
L1912-02682,ORG:caisse regionale de credit mutuel du nord de la regence,affiliation,vice_president,1,person_entry_statement,resolved,430,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f454.item
L1912-02682,ORG:association des colons francais du mornag,affiliation,vice_president,1,person_entry_statement,resolved,430,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f454.item
L1912-02687,L1912-00721,affiliation,member,1,person_entry_statement,resolved,430,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f454.item
L1912-02688,ORG:societe,affiliation,vice_president,1,person_entry_statement,resolved,430,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f454.item
L1912-02689,ORG:societe astronomique de france,affiliation,member,1,person_entry_statement,resolved,430,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f454.item
L1912-02691,ORG:service de sante de la division d occupation cle tunisie,affiliation,director,1,person_entry_statement,resolved,431,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f455.item
L1912-02702,ORG:comite de,affiliation,member,1,person_entry_statement,resolved,433,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f457.item
L1912-02709,ORG:conseil d administration,affiliation,member,1,person_entry_statement,resolved,434,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f458.item
L1912-02709,ORG:commission de renovation des arts indigenes,affiliation,member,1,person_entry_statement,resolved,434,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f458.item
L1912-02710,L1912-00556,affiliation,founder,1,person_entry_statement,resolved,434,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f458.item
L1912-02711,L1912-00556,affiliation,member,1,person_entry_statement,resolved,434,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f458.item
L1912-02727,ORG:comite des courses,affiliation,member,1,person_entry_statement,resolved,435,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f459.item
L1912-02743,ORG:societe des mines de guelma,affiliation,director,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:mines clu koudiatel i iamra,affiliation,director,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:comite de la bibliotheque populaire de ferryville,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:ligue i ranco italienne,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:conseil d administration uu l,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,L1912-02495,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:uessos pohoomull brothers,affiliation,director,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:union gene,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:societe,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:comite permanent,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:association des comptables de tunisie,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:societe britannique de bienfaisance,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,L1912-00580,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:chambre cle commerce britannique,affiliation,vice_president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:conseil d administration de la societe anonyme des mines de sidi driss,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:conseil d administration de la societe de bienfaisance italienne de m u,affiliation,councillor,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:societe dan le alighieri,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:mines de guejma a ain imara,affiliation,director,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:societe des dragages cle l indo chine,affiliation,director,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:chambre de commerce i anglo maltaise,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:club gullonberg,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:conseil d administration cle la mutuelle maternelle israelite,affiliation,vice_president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:commission des honneurs et membre consultatif de la societe de secours,affiliation,president,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:conseil d administration cle,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:conseil d administration,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-02743,ORG:comite cle la c,affiliation,member,1,person_entry_statement,resolved,436,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f460.item
L1912-00192,L1912-00005,property_owner,property_owner,1,place_entry,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
NAME:DELSOL,L1912-00005,property_owner,property_owner,1,place_entry,unmatched,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
NAME:SOLANET,L1912-00005,property_owner,property_owner,1,place_entry,unmatched,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-02687,L1912-00005,property_owner,property_owner,1,place_entry,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
NAME:BOUYOU,L1912-00009,property_owner,property_owner,1,place_entry,unmatched,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
NAME:JOUAFFRE,L1912-00009,property_owner,property_owner,1,place_entry,unmatched,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
NAME:MONTGOLFIER,L1912-00009,property_owner,property_owner,1,place_entry,unmatched,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
NAME:BAZIGNAN,L1912-00054,property_owner,property_owner,1,place_entry,unmatched,6,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item
NAME:BOISSONNAS,L1912-00054,property_owner,property_owner,1,place_entry,unmatched,6,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item
L1912-02684,L1912-00054,property_owner,property_owner,1,place_entry,resolved,6,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f30.item
NAME:DULILLI,L1912-00203,property_owner,property_owner,1,place_entry,unmatched,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item
NAME:LUNARDELH,L1912-00203,property_owner,property_owner,1,place_entry,unmatched,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item
NAME:BOURNAT,L1912-00203,property_owner,property_owner,1,place_entry,unmatched,45,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f69.item
L1912-01335,L1912-00284,property_owner,property_owner,1,place_entry,resolved_fuzzy,54,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f78.item
NAME:A I,L1912-00289,property_owner,property_owner,1,place_entry,unmatched,54,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f78.item
NAME:BOURKE,L1912-00303,property_owner,property_owner,1,place_entry,unmatched,55,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f79.item
L1912-00170,L1912-00356,property_owner,property_owner,1,place_entry,resolved_fuzzy,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:BAROS,L1912-00356,property_owner,property_owner,1,place_entry,ambiguous_fuzzy,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:BLACHE,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:DEPERT,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:DOULRE,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:FAVART,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:FOREST DIVONNE,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:LHUIILIER,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:ALACBUEL,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:PRODEL,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:ROUET,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:SCBARLER,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
L1912-02549,L1912-00356,property_owner,property_owner,1,place_entry,resolved_fuzzy,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:VASSEUR,L1912-00356,property_owner,property_owner,1,place_entry,unmatched,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
L1912-01683,L1912-00356,property_owner,property_owner,1,place_entry,resolved_fuzzy,63,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f87.item
NAME:CHENAVARD,L1912-00394,property_owner,property_owner,1,place_entry,unmatched,68,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f92.item
NAME:DUMONT,L1912-00395,property_owner,property_owner,1,place_entry,ambiguous,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
NAME:GERZ,L1912-00395,property_owner,property_owner,1,place_entry,unmatched,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
NAME:GNECCO,L1912-00395,property_owner,property_owner,1,place_entry,unmatched,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
NAME:REVEYRON,L1912-00396,property_owner,property_owner,1,place_entry,unmatched,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
L1912-02602,L1912-00399,property_owner,property_owner,1,place_entry,resolved,69,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f93.item
NAME:BOU REMACLA,L1912-00440,property_owner,property_owner,1,place_entry,unmatched,73,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f97.item
NAME:LAGRENOE,L1912-00590,property_owner,property_owner,1,place_entry,unmatched,105,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f129.item
NAME:DUCHAPT,L1912-00622,property_owner,property_owner,1,place_entry,unmatched,112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f136.item
NAME:TOREZ,L1912-00622,property_owner,property_owner,1,place_entry,unmatched,112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f136.item
NAME:TEMPACH,L1912-00622,property_owner,property_owner,1,place_entry,unmatched,112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f136.item
NAME:MUDRY,L1912-00622,property_owner,property_owner,1,place_entry,unmatched,112,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f136.item
NAME:DUMONT,L1912-00649,property_owner,property_owner,1,place_entry,ambiguous,115,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f139.item
NAME:TESI,L1912-00784,property_owner,property_owner,1,place_entry,unmatched,147,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f171.item
L1912-01704,L1912-00805,property_owner,property_owner,1,place_entry,resolved,150,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f174.item
NAME:LAGRENEE,L1912-00861,property_owner,property_owner,1,place_entry,unmatched,158,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f182.item
L1912-00384,L1912-00872,property_owner,property_owner,1,place_entry,resolved_fuzzy,158,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f182.item
NAME:LICARI,L1912-00872,property_owner,property_owner,1,place_entry,unmatched,158,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f182.item
NAME:DONEGANI,L1912-00875,property_owner,property_owner,1,place_entry,unmatched,158,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f182.item
NAME:ALCOOLS,L1912-00876,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:DJEBEL CHARRA MINING COMPAGNY LIMITED,L1912-00877,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
L1912-00130,L1912-00881,property_owner,property_owner,1,place_entry,resolved,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:ASTIER,L1912-00881,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
L1912-00957,L1912-00881,property_owner,property_owner,1,place_entry,resolved,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:MONTGOLFIER,L1912-00883,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:PARIS,L1912-00883,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:BRUXELLES,L1912-00884,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:REPR,L1912-00884,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:SAINTETIENNE,L1912-00885,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:ATTILO PES,L1912-00886,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
L1912-00957,L1912-00894,property_owner,property_owner,1,place_entry,resolved_fuzzy,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:BOUGIVAL,L1912-00894,property_owner,property_owner,1,place_entry,unmatched,159,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f183.item
NAME:VWANAU D SONS,L1912-00899,property_owner,property_owner,1,place_entry,unmatched,160,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f184.item
NAME:SWANSEA,L1912-00899,property_owner,property_owner,1,place_entry,unmatched,160,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f184.item
NAME:JOUSSE,L1912-00901,property_owner,property_owner,1,place_entry,unmatched,160,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f184.item
NAME:MARTIN,L1912-00901,property_owner,property_owner,1,place_entry,ambiguous,160,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f184.item
L1912-01660,L1912-00935,property_owner,property_owner,1,place_entry,resolved,163,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f187.item
