source,target,edge_type,role,weight,tie_source,resolution,page,page_url
NAME:G MESSANA,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-01098,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:DARIO,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:G FIORENTINO,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-00172,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,resolved,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-01814,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,resolved,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:P PATTI,L1912-02430,affiliation,councillor,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:SALAH DRID,L1912-02431,affiliation,president,1,organisation_entry_officer_list,ambiguous_fuzzy,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:TAHAR,L1912-02431,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:ALI,L1912-02431,affiliation,secretary,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MOHAMED,L1912-02431,affiliation,member,1,organisation_entry_officer_list,ambiguous,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:HAMOUDA,L1912-02431,affiliation,member,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MOHAMED,L1912-02431,affiliation,member,1,organisation_entry_officer_list,ambiguous,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MOHAMED CLIAFAI SAIAH,L1912-02431,affiliation,member,1,organisation_entry_officer_list,ambiguous,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:ABDERRAHMANE LAZZEM,L1912-02431,affiliation,member,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:HADI LASSOUED,L1912-02431,affiliation,member,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MERAD DERBAL,L1912-02431,affiliation,member,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-00406,L1912-02432,affiliation,honorary_president,1,organisation_entry_officer_list,resolved,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MASSIA LUIGI,L1912-02432,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MORENO UGO,L1912-02432,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-00494,L1912-02432,affiliation,councillor,1,organisation_entry_officer_list,resolved,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-01647,L1912-02432,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-01619,L1912-02432,affiliation,councillor,1,organisation_entry_officer_list,resolved,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:RAVASINI GUIDO,L1912-02432,affiliation,councillor,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:SALVO SALVALOR,L1912-02432,affiliation,councillor,1,organisation_entry_officer_list,unmatched,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:VALENSI ALBERTO,L1912-02432,affiliation,councillor,1,organisation_entry_officer_list,ambiguous,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
L1912-01822,L1912-02432,affiliation,president,1,organisation_entry_officer_list,resolved,378,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f402.item
NAME:MARLINO FRANCESCO,L1912-02433,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:MILAUI ERICE,L1912-02433,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:MANNINA SAVERIO,L1912-02433,affiliation,councillor,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:LIVOLSI G,L1912-02433,affiliation,councillor,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:SALMIERI GIUSEPPE,L1912-02433,affiliation,councillor,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:AZZOPARDI ALFREDO,L1912-02433,affiliation,secretary,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00699,L1912-02434,affiliation,president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:D UZAN,L1912-02434,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:ABDELJELIL ZAOUCHE,L1912-02434,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:JOSEPH COHEN,L1912-02434,affiliation,secretary,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00847,L1912-02434,affiliation,member,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-01165,L1912-02434,affiliation,member,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:JOSEPH VALENSI,L1912-02434,affiliation,member,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00262,L1912-02434,affiliation,member,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00344,L1912-02434,affiliation,member,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:NOEL,L1912-02434,affiliation,member,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00600,L1912-02434,affiliation,member,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:HENRIKSEN,L1912-02435,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:CHATEL,L1912-02435,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:CECCATTY,L1912-02435,affiliation,secretary,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:FREDERIC MISTRAL,L1912-02435,affiliation,honorary_president,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00970,L1912-02435,affiliation,president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-02273,L1912-02435,affiliation,vice_president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:CHARBONNEL,L1912-02435,affiliation,secretary,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-01923,L1912-02435,affiliation,commissioner,1,organisation_entry_officer_list,resolved_fuzzy,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:PESANTY,L1912-02435,affiliation,commissioner,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:REVELLI,L1912-02435,affiliation,commissioner,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:PIETRA,L1912-02435,affiliation,president,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-01445,L1912-02435,affiliation,president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00970,L1912-02435,affiliation,president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:MERCIER,L1912-02435,affiliation,president,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00765,L1912-02437,affiliation,president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-01211,L1912-02437,affiliation,vice_president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:CHERCHILLOT,L1912-02437,affiliation,secretary,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:JULES BONAN,L1912-02438,affiliation,president,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:ERNEST SFEZ,L1912-02438,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-01487,L1912-02438,affiliation,vice_president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:RISOS CHRISTUS,L1912-02438,affiliation,deputy_secretary,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00318,L1912-02438,affiliation,assessor,1,organisation_entry_officer_list,resolved_fuzzy,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:GASTON EN,L1912-02438,affiliation,assessor,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-02071,L1912-02439,affiliation,president,1,organisation_entry_officer_list,resolved_fuzzy,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:BRAQUEHAYE,L1912-02439,affiliation,member,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:CORTESI,L1912-02439,affiliation,member,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-01609,L1912-02439,affiliation,member,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:SORA,L1912-02439,affiliation,member,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:LOLIROFF,L1912-02439,affiliation,member,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-02071,L1912-02439,affiliation,president,1,organisation_entry_officer_list,resolved_fuzzy,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:LEVY,L1912-02439,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00534,L1912-02439,affiliation,secretary_general,1,organisation_entry_officer_list,resolved_fuzzy,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:SPEZZAFURNO,L1912-02439,affiliation,deputy_secretary,1,organisation_entry_officer_list,unmatched,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-02094,L1912-02439,affiliation,councillor,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
NAME:CARDOSO,L1912-02439,affiliation,councillor,1,organisation_entry_officer_list,ambiguous,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00247,L1912-02439,affiliation,president,1,organisation_entry_officer_list,resolved,379,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f403.item
L1912-00765,L1912-02440,affiliation,vice_president,1,organisation_entry_officer_list,resolved_fuzzy,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:FORCIOLI,L1912-02440,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00244,L1912-02440,affiliation,secretary,1,organisation_entry_officer_list,resolved_fuzzy,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:BEYA,L1912-02441,affiliation,president,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:CHEIKH MOHAMED,L1912-02441,affiliation,vice_president,1,organisation_entry_officer_list,ambiguous,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:BOUHAGEB,L1912-02441,affiliation,board_member,1,organisation_entry_officer_list,ambiguous,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00031,L1912-02441,affiliation,vice_president,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:A CHEIKH,L1912-02441,affiliation,secretary,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00902,L1912-02441,affiliation,member,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00201,L1912-02441,affiliation,member,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:B ABDALLAH,L1912-02441,affiliation,member,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:AOUIDJ,L1912-02441,affiliation,member,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-01932,L1912-02442,affiliation,president,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00106,L1912-02442,affiliation,vice_president,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:LEMOINE,L1912-02442,affiliation,secretary,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:LAVAU,L1912-02442,affiliation,member,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:GROSDEMANGE,L1912-02442,affiliation,member,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:LARCLEL,L1912-02442,affiliation,member,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00309,L1912-02443,affiliation,member,1,organisation_entry_officer_list,resolved_fuzzy,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00066,L1912-02443,affiliation,member,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:RESIDENT,L1912-02443,affiliation,member,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:ROY,L1912-02443,affiliation,honorary_vice_president,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00176,L1912-02443,affiliation,board_member,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:L VUARNET,L1912-02443,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-00176,L1912-02443,affiliation,deputy_secretary,1,organisation_entry_officer_list,resolved,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:B WALDISPUL,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:MONTAGNOUX,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:I IEUSCH,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:TROUS I,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:LAVIT,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:ELOPHE,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
L1912-02153,L1912-02443,affiliation,councillor,1,organisation_entry_officer_list,resolved_fuzzy,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:TUOR,L1912-02443,affiliation,president,1,organisation_entry_officer_list,unmatched,380,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f404.item
NAME:DEVELOPPEMENT,L1912-02473,affiliation,member,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:LAGARDE,L1912-02473,affiliation,secretary,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:TRIBEAUDOT,L1912-02473,affiliation,president,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:DEVELOPPER,L1912-02474,affiliation,member,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:TRONCHORE,L1912-02474,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
L1912-01570,L1912-02474,affiliation,vice_president,1,organisation_entry_officer_list,resolved_fuzzy,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:BEAUVAIS,L1912-02474,affiliation,secretary,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:DUFETEL,L1912-02474,affiliation,president,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:BONAVITA,L1912-02474,affiliation,president,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
NAME:JOMIER,L1912-02474,affiliation,president,1,organisation_entry_officer_list,unmatched,385,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f409.item
L1912-00965,L1912-02494,affiliation,president,1,organisation_entry_officer_list,resolved,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
L1912-00347,L1912-02494,affiliation,vice_president,1,organisation_entry_officer_list,resolved,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
NAME:COAN,L1912-02494,affiliation,assessor,1,organisation_entry_officer_list,unmatched,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
NAME:MONROZIER,L1912-02494,affiliation,assessor,1,organisation_entry_officer_list,unmatched,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
NAME:KIEN EMILE,L1912-02494,affiliation,president,1,organisation_entry_officer_list,unmatched,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
L1912-01581,L1912-02495,affiliation,president,1,organisation_entry_officer_list,resolved,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
L1912-00449,L1912-02495,affiliation,vice_president,1,organisation_entry_officer_list,resolved_fuzzy,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
L1912-00096,L1912-02495,affiliation,secretary_general,1,organisation_entry_officer_list,resolved,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
NAME:CAUWEL,L1912-02495,affiliation,secretary,1,organisation_entry_officer_list,unmatched,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
NAME:LECORE CARPENLIER,L1912-02495,affiliation,honorary_president,1,organisation_entry_officer_list,unmatched,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
L1912-01925,L1912-02495,affiliation,president,1,organisation_entry_officer_list,resolved,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
NAME:LECORECARPENLIER,L1912-02495,affiliation,president,1,organisation_entry_officer_list,unmatched,388,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f412.item
L1912-00405,L1912-02603,affiliation,president,1,organisation_entry_officer_list,resolved,409,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f433.item
L1912-02109,L1912-02603,affiliation,vice_president,1,organisation_entry_officer_list,resolved,409,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f433.item
L1912-00174,L1912-02612,affiliation,president,1,organisation_entry_officer_list,resolved,414,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f438.item
NAME:FELIX,L1912-02612,affiliation,vice_president,1,organisation_entry_officer_list,unmatched,414,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f438.item
NAME:BAZERQUE,L1912-02612,affiliation,secretary,1,organisation_entry_officer_list,unmatched,414,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f438.item
L1912-00006,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,member,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00006,ORG:societe astronomique de france,affiliation,member,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00008,ORG:chambre des avocats defenseurs de tunis,affiliation,secretary,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00010,ORG:societe dante alighieri,affiliation,member,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00010,ORG:societe de geographie italienne de rome,affiliation,member,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00010,L1912-02424,affiliation,member,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00010,ORG:chambre de commerce italienne et de la stella d ifalia,affiliation,member,1,person_entry_statement,resolved,1,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f25.item
L1912-00011,ORG:commission scolaire de sousse,affiliation,member,1,person_entry_statement,resolved,2,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f26.item
L1912-00011,ORG:commission d examens pour les diplomes d arabe et l emploi d interprete,affiliation,member,1,person_entry_statement,resolved,2,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f26.item
L1912-00034,ORG:societe de bienfaisance musulmane de sousse,affiliation,president,1,person_entry_statement,resolved,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item
L1912-00035,ORG:harmonie kairouannaise,affiliation,president,1,person_entry_statement,resolved,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item
L1912-00035,ORG:societe sportive,affiliation,president,1,person_entry_statement,resolved,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item
L1912-00035,ORG:cercle francais,affiliation,treasurer,1,person_entry_statement,resolved,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item
L1912-00035,ORG:comite de la foire de kairouan,affiliation,president,1,person_entry_statement,resolved,5,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f29.item
L1912-00067,L1912-00548,affiliation,vice_president,1,person_entry_statement,resolved,7,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item
L1912-00067,ORG:union des services financiers a gabes,affiliation,vice_president,1,person_entry_statement,resolved,7,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item
L1912-00071,ORG:association amicale du personnel des postes et telegraphes,affiliation,president,1,person_entry_statement,resolved,7,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f31.item
L1912-00074,ORG:municipalite cle bizerte,affiliation,vice_president,1,person_entry_statement,resolved,8,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f32.item
L1912-00081,ORG:comite regional de l amicale de l enseignement primaire,affiliation,president,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00081,ORG:cercle sousslen de la ligue de l enseignement,affiliation,treasurer,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,ORG:laboratoire de biologie marine de sfax,affiliation,director,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,ORG:institut de carthage et la societe de geographie commerciale de paris,affiliation,member,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,ORG:gouvernement tunisien pour la justice,affiliation,secretary_general,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,ORG:municipalite,affiliation,president,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,ORG:tribunal de premiere instance,affiliation,president,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,ORG:liste civile de s,affiliation,director,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00083,L1912-00721,affiliation,member,1,person_entry_statement,resolved,9,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f33.item
L1912-00089,ORG:societe francaise de bienfaisance,affiliation,president,1,person_entry_statement,resolved,11,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f35.item
L1912-00094,ORG:societe filodrnmatique,affiliation,president,1,person_entry_statement,resolved,11,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f35.item
