mention_id,source_entry_id,source_entry_type,name_raw,name_key,role,person_entry_id,resolution,n_candidates,page,page_url,evidence
M000516,L1912-01625,organisation,Coulon,COULON,vice_president,L1912-00745,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Coulon, v.-prés."
M000517,L1912-01625,organisation,Maubé,MAUBE,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Maubé, Gross, Gras, Veyssière, Barthelet, Caratini, membres"
M000518,L1912-01625,organisation,Gross,GROSS,member,L1912-01314,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Maubé, Gross, Gras, Veyssière, Barthelet, Caratini, membres"
M000519,L1912-01625,organisation,Gras,GRAS,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Maubé, Gross, Gras, Veyssière, Barthelet, Caratini, membres"
M000520,L1912-01625,organisation,Veyssière,VEYSSIERE,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Maubé, Gross, Gras, Veyssière, Barthelet, Caratini, membres"
M000521,L1912-01625,organisation,Barthelet,BARTHELET,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Maubé, Gross, Gras, Veyssière, Barthelet, Caratini, membres"
M000522,L1912-01625,organisation,Caratini,CARATINI,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Maubé, Gross, Gras, Veyssière, Barthelet, Caratini, membres"
M000523,L1912-01625,organisation,Giannesini,GIANNESINI,president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de Ghardimaou : MM. Giannesini, prés."
M000524,L1912-01625,organisation,Pardigon,PARDIGON,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Pardigon, v.-prés."
M000525,L1912-01625,organisation,Falandry,FALANDRY,secretary,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Falandry, secr."
M000526,L1912-01625,organisation,Cornillon,CORNILLON,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cornillon, Frnnconnet, Ruggiera, membres"
M000527,L1912-01625,organisation,Frnnconnet,FRNNCONNET,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cornillon, Frnnconnet, Ruggiera, membres"
M000528,L1912-01625,organisation,Ruggiera,RUGGIERA,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cornillon, Frnnconnet, Ruggiera, membres"
M000529,L1912-01625,organisation,Warzée,WARZEE,president,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de Kairouan : MM. Warzée, prés."
M000530,L1912-01625,organisation,Gauberl,GAUBERL,secretary,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Gauberl, secr."
M000531,L1912-01625,organisation,Roy,ROY,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Roy, Berthier, Bacar, membres"
M000532,L1912-01625,organisation,Berthier,BERTHIER,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Roy, Berthier, Bacar, membres"
M000533,L1912-01625,organisation,Bacar,BACAR,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Roy, Berthier, Bacar, membres"
M000534,L1912-01625,organisation,Comiti,COMITI,president,L1912-00694,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle du Kef : MM. Comiti, prés."
M000535,L1912-01625,organisation,Guillot,GUILLOT,vice_president,L1912-01337,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"M""' Guillot, v.-prés."
M000536,L1912-01625,organisation,Billon,BILLON,secretary,L1912-00346,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Billon, secr."
M000537,L1912-01625,organisation,Alix,ALIX,member,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Alix, Guérin, Guillot, Monteau, membres"
M000538,L1912-01625,organisation,Guérin,GUERIN,member,L1912-01326,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Alix, Guérin, Guillot, Monteau, membres"
M000539,L1912-01625,organisation,Guillot,GUILLOT,member,L1912-01337,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Alix, Guérin, Guillot, Monteau, membres"
M000540,L1912-01625,organisation,Monteau,MONTEAU,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Alix, Guérin, Guillot, Monteau, membres"
M000541,L1912-01625,organisation,Bigorre,BIGORRE,president,L1912-00343,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de Mahdia : MM. Bigorre,prés."
M000542,L1912-01625,organisation,Chevallier,CHEVALLIER,vice_president,,ambiguous_fuzzy,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Chevallier et Bertin, v.-prés."
M000543,L1912-01625,organisation,Bertin,BERTIN,vice_president,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Chevallier et Bertin, v.-prés."
M000544,L1912-01625,organisation,Royer,ROYER,secretary,L1912-02219,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Royer, secr."
M000545,L1912-01625,organisation,Delully,DELULLY,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Delully, Marchioni, Jacquier, membres"
M000546,L1912-01625,organisation,Marchioni,MARCHIONI,member,L1912-01692,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Delully, Marchioni, Jacquier, membres"
M000547,L1912-01625,organisation,Jacquier,JACQUIER,member,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Delully, Marchioni, Jacquier, membres"
M000548,L1912-01625,organisation,Ferdinand Amy,FERDINAND AMY,president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de ■ Mateur : MM. Ferdinand Amy, prés."
M000549,L1912-01625,organisation,Bâton,BATON,member,L1912-00240,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bâton, Busqué, Lapalu, L. Redon! membres"
M000550,L1912-01625,organisation,Busqué,BUSQUE,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bâton, Busqué, Lapalu, L. Redon! membres"
M000551,L1912-01625,organisation,Lapalu,LAPALU,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bâton, Busqué, Lapalu, L. Redon! membres"
M000552,L1912-01625,organisation,P LucianL,P LUCIANL,president,L1912-01645,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,Cercle de Sfax : MM. P. LucianLprés.
M000553,L1912-01625,organisation,Bonavita,BONAVITA,president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bonavita, prés."
M000554,L1912-01625,organisation,Chotard,CHOTARD,vice_president,L1912-00644,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Chotard, viceprés."
M000555,L1912-01625,organisation,Mollard,MOLLARD,secretary,L1912-01851,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Mollard, secr."
M000556,L1912-01625,organisation,Ceccaldi,CECCALDI,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Be- - na, Calta.n, Ceccaldi, Courederie, Germain et Rivoli er, membres"
M000557,L1912-01625,organisation,Courederie,COUREDERIE,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Be- - na, Calta.n, Ceccaldi, Courederie, Germain et Rivoli er, membres"
M000558,L1912-01625,organisation,Germain,GERMAIN,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Be- - na, Calta.n, Ceccaldi, Courederie, Germain et Rivoli er, membres"
M000559,L1912-01625,organisation,Rivoli,RIVOLI,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Be- - na, Calta.n, Ceccaldi, Courederie, Germain et Rivoli er, membres"
M000560,L1912-01625,organisation,Jean,JEAN,president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de Souk-el-Arba : MM. Jean, prés."
M000561,L1912-01625,organisation,Tersac,TERSAC,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Tersac et Mazurkiewicz, v.-prés."
M000562,L1912-01625,organisation,Mazurkiewicz,MAZURKIEWICZ,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Tersac et Mazurkiewicz, v.-prés."
M000563,L1912-01625,organisation,Ernest Reynnud,ERNEST REYNNUD,secretary,L1912-02172,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Ernest Reynnud, secr."
M000564,L1912-01625,organisation,Dumerguc,DUMERGUC,member,L1912-00970,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Dumerguc, Massai, Séugheol, Bonnet, membres"
M000565,L1912-01625,organisation,Massai,MASSAI,member,L1912-01709,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Dumerguc, Massai, Séugheol, Bonnet, membres"
M000566,L1912-01625,organisation,Séugheol,SEUGHEOL,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Dumerguc, Massai, Séugheol, Bonnet, membres"
M000567,L1912-01625,organisation,Bonnet,BONNET,member,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Dumerguc, Massai, Séugheol, Bonnet, membres"
M000568,L1912-01625,organisation,Tomasini,TOMASINI,president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de Souk-el-Khemis : MM. le D' Tomasini, prés."
M000569,L1912-01625,organisation,Hugon,HUGON,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Hugon et Mongeaud, v.-prés."
M000570,L1912-01625,organisation,Mongeaud,MONGEAUD,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Hugon et Mongeaud, v.-prés."
M000571,L1912-01625,organisation,Sarret,SARRET,secretary,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Sarret, secr."
M000572,L1912-01625,organisation,Garcin,GARCIN,deputy_secretary,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Garcin,'secr. adj."
M000573,L1912-01625,organisation,Gounot,GOUNOT,member,L1912-01291,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"' Gounot, Gasq et Cabrol, membres"
M000574,L1912-01625,organisation,Gasq,GASQ,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"' Gounot, Gasq et Cabrol, membres"
M000575,L1912-01625,organisation,Cabrol,CABROL,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"' Gounot, Gasq et Cabrol, membres"
M000576,L1912-01625,organisation,Nestler,NESTLER,president,L1912-01896,resolved,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cercle de Sousse : MM. Nestler, prés."
M000577,L1912-01625,organisation,Cachelou,CACHELOU,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Cachelou, v.-prés."
M000578,L1912-01625,organisation,Marquel,MARQUEL,secretary,L1912-01699,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Marquel et Rolland, secr."
M000579,L1912-01625,organisation,Rolland,ROLLAND,archivist_librarian,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Rolland, bibliothécaire"
M000580,L1912-01625,organisation,Duvernoy,DUVERNOY,secretary,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Duvernoy, secr."
M000581,L1912-01625,organisation,Bouissel,BOUISSEL,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bouissel, Jouberl, Puncruzi, Peloni el Porzio, membres"
M000582,L1912-01625,organisation,Jouberl,JOUBERL,member,L1912-01477,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bouissel, Jouberl, Puncruzi, Peloni el Porzio, membres"
M000583,L1912-01625,organisation,Puncruzi,PUNCRUZI,member,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bouissel, Jouberl, Puncruzi, Peloni el Porzio, membres"
M000584,L1912-01625,organisation,Peloni,PELONI,member,,ambiguous,2,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Bouissel, Jouberl, Puncruzi, Peloni el Porzio, membres"
M000585,L1912-01625,organisation,Rousseau,ROUSSEAU,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Rousseau, et Rives, v.-prés."
M000586,L1912-01625,organisation,Rives,RIVES,vice_president,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Rousseau, et Rives, v.-prés."
M000587,L1912-01625,organisation,Manger,MANGER,secretary,L1912-01725,resolved_fuzzy,1,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Manger, secr."
M000588,L1912-01625,organisation,Bourses,BOURSES,archivist_librarian,,unmatched,0,267,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f291.item,"Douot, bibliothécaire. . Bourses, distribution de prix, fêtes enfantines, conférences."
M000589,L1912-01829,organisation,Brochures,BROCHURES,president,,unmatched,0,294,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f318.item,"Président de la « Solidarité sfaxienne » (Libre pensée). 'TRAVAUX : Brochures politiques diverses sur les Habous en.Tunisie, la situation commerciale, excursions en 'Tunisie, etc"
M000590,L1912-01876,organisation,Médaille,MEDAILLE,president,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Médaille de bronze Exposition coloniale de Marseille 1.906. Froschamer Georges. 1"" président"
M000591,L1912-01876,organisation,Cnlnbre,CNLNBRE,treasurer,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,pour les sinistrés de Cnlnbre il fut versé près do 300 francs au consul général d'Italie
M000592,L1912-01877,organisation,Fitous,FITOUS,president,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,BUEEAU : MM. Fitous'. si. prés.
M000593,L1912-01877,organisation,Moïse Silbon,MOISE SILBON,vice_president,L1912-02391,resolved_fuzzy,1,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Moïse Silbon et Sauveur Kisra'oui, v.-prés."
M000594,L1912-01877,organisation,Sauveur Kisra'oui,SAUVEUR KISRA OUI,vice_president,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Moïse Silbon et Sauveur Kisra'oui, v.-prés."
M000595,L1912-01877,organisation,Félix Sfez,FELIX SFEZ,secretary,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Félix Sfez, secr."
M000596,L1912-01877,organisation,Elie Khnynl,ELIE KHNYNL,member,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Elie Khnynl, i Sion Gatigno et, Elie Sln.kmon, membres"
M000597,L1912-01877,organisation,Elie,ELIE,member,,unmatched,0,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Elie Khnynl, i Sion Gatigno et, Elie Sln.kmon, membres"
M000598,L1912-01877,organisation,A Sephor,A SEPHOR,member,L1912-02318,resolved_fuzzy,1,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Membres consultatifs : MM. A. Sephor. | Samuel I-Iagège, Adolphe Bellaïche el Isaac Ben Aitar. ((Mutuelle Tunisienne (La)». Organe officiel de l'Assistance mutuelle 'Tunisienne, 4,"
M000599,L1912-01877,organisation,Adolphe Bellaïche,ADOLPHE BELLAICHE,member,L1912-00271,resolved_fuzzy,1,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Membres consultatifs : MM. A. Sephor. | Samuel I-Iagège, Adolphe Bellaïche el Isaac Ben Aitar. ((Mutuelle Tunisienne (La)». Organe officiel de l'Assistance mutuelle 'Tunisienne, 4,"
M000600,L1912-01877,organisation,Tunis,TUNIS,member,L1912-02603,resolved,1,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Membres consultatifs : MM. A. Sephor. | Samuel I-Iagège, Adolphe Bellaïche el Isaac Ben Aitar. ((Mutuelle Tunisienne (La)». Organe officiel de l'Assistance mutuelle 'Tunisienne, 4,"
M000601,L1912-01877,organisation,F Huard,F HUARD,director,L1912-01428,resolved,1,300,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f324.item,"Directeur M. F. Huard, président général de l'Assistance mutuelle Tùnii sienne."
M000602,L1912-02005,organisation,Victor Lumbroso,VICTOR LUMBROSO,president,,ambiguous,5,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"COMITÉ : MM. Victor Lumbroso, avocat au barreau de T'unis, prés."
M000603,L1912-02005,organisation,Boulakia,BOULAKIA,vice_president,L1912-00428,resolved,1,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Boulakia et Dr A. Bonan, v.-prés."
M000604,L1912-02005,organisation,A Bonan,A BONAN,vice_president,,ambiguous,2,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Boulakia et Dr A. Bonan, v.-prés."
M000605,L1912-02005,organisation,N M'ayeb,N M AYEB,secretary,,unmatched,0,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"N. M'ayeb, étudiant en droit, secr."
M000606,L1912-02005,organisation,I Abéasis'et V Slama,I ABEASIS ET V SLAMA,deputy_secretary,,ambiguous,2,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"I. Abéasis'et V. Slama, avocats, secr. adj."
M000607,L1912-02005,organisation,Maurice Attal,MAURICE ATTAL,member,,unmatched,0,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Maurice Attal, D. Cohen Tanudji, S. Hagège, M. Maïmoun, M. Smadja, membres."
M000608,L1912-02005,organisation,D Cohen Tanudji,D COHEN TANUDJI,member,,ambiguous,5,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Maurice Attal, D. Cohen Tanudji, S. Hagège, M. Maïmoun, M. Smadja, membres."
M000609,L1912-02005,organisation,S Hagège,S HAGEGE,member,,unmatched,0,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Maurice Attal, D. Cohen Tanudji, S. Hagège, M. Maïmoun, M. Smadja, membres."
M000610,L1912-02005,organisation,Maïmoun,MAIMOUN,member,,unmatched,0,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Maurice Attal, D. Cohen Tanudji, S. Hagège, M. Maïmoun, M. Smadja, membres."
M000611,L1912-02005,organisation,Smadja,SMADJA,member,L1912-02397,resolved,1,320,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f344.item,"Maurice Attal, D. Cohen Tanudji, S. Hagège, M. Maïmoun, M. Smadja, membres."
M000612,L1912-02301,organisation,J.-B Curlelin,J B CURLELIN,president,L1912-00765,resolved_fuzzy,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Section tunisienne du Comité républicain du Commerce, de l'Industrie et de l'Agriculture (Comité Mascuraud), 1909. BUREAU : MM, J.-B. Curlelin, prés."
M000613,L1912-02301,organisation,S Révolon,S REVOLON,vice_president,,ambiguous,2,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"S. Révolon, Dumergue et Marchegay, v.- prés."
M000614,L1912-02301,organisation,Dumergue,DUMERGUE,vice_president,L1912-00970,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"S. Révolon, Dumergue et Marchegay, v.- prés."
M000615,L1912-02301,organisation,Marchegay,MARCHEGAY,vice_president,,unmatched,0,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"S. Révolon, Dumergue et Marchegay, v.- prés."
M000616,L1912-02301,organisation,P Lambert,P LAMBERT,secretary_general,L1912-01579,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"P. Lambert, secr. gén."
M000617,L1912-02301,organisation,Chaffanjon,CHAFFANJON,secretary,L1912-00570,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Chaffanjon, secr."
M000618,L1912-02303,organisation,Cuénod,CUENOD,president,L1912-00762,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"BUREAU : MM. le D' Cuénod, prés."
M000619,L1912-02303,organisation,Jaulmes,JAULMES,vice_president,L1912-01475,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Jaulmes et Duffau, v.-prés."
M000620,L1912-02303,organisation,Duffau,DUFFAU,vice_president,L1912-00964,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Jaulmes et Duffau, v.-prés."
M000621,L1912-02303,organisation,J Moulin,J MOULIN,secretary,,unmatched,0,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"J. Moulin, secr."
M000622,L1912-02303,organisation,Alix,ALIX,assessor,,ambiguous,2,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Alix, Dive, R. Sitbon, D* Rouquié, assess"
M000623,L1912-02303,organisation,Dive,DIVE,assessor,,unmatched,0,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Alix, Dive, R. Sitbon, D* Rouquié, assess"
M000624,L1912-02303,organisation,R Sitbon,R SITBON,assessor,L1912-02391,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,"Alix, Dive, R. Sitbon, D* Rouquié, assess"
M000625,L1912-02303,organisation,Lemanski,LEMANSKI,president,L1912-01607,resolved,1,363,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f387.item,Ane. prés. : M. le Dr Lemanski
M000626,L1912-02401,organisation,Villatfe,VILLATFE,president,,ambiguous_fuzzy,2,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"BUREAU : MM. Villatfe. prés,"
M000627,L1912-02401,organisation,Roudy,ROUDY,vice_president,L1912-02211,resolved,1,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,Roudy et Gauvry. v.-prés.
M000628,L1912-02401,organisation,Gauvry,GAUVRY,vice_president,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,Roudy et Gauvry. v.-prés.
M000629,L1912-02401,organisation,Neau,NEAU,deputy_secretary,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Neau, secr. adj."
M000630,L1912-02401,organisation,Gaillard,GAILLARD,member,L1912-01210,resolved,1,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Gaillard, Lambert et Barrion, membres"
M000631,L1912-02401,organisation,Lambert,LAMBERT,member,L1912-01579,resolved,1,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Gaillard, Lambert et Barrion, membres"
M000632,L1912-02401,organisation,Barrion,BARRION,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Gaillard, Lambert et Barrion, membres"
M000633,L1912-02401,organisation,Deplancbe,DEPLANCBE,president,L1912-00832,resolved_fuzzy,1,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,Ane. prés. : M. Deplancbe
M000634,L1912-02401,organisation,Diiuayo,DIIUAYO,president,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"BUT : amicalisme et mutualité. Composition du Conseil : MM. Diiuayo, prés."
M000635,L1912-02401,organisation,Rerhault,RERHAULT,vice_president,L1912-00311,resolved_fuzzy,1,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Rerhault et 1 R. Marot, v.-prés."
M000636,L1912-02401,organisation,Tiveyrat,TIVEYRAT,deputy_secretary,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Tiveyrat, secr. adjoint."
M000637,L1912-02401,organisation,Angeli,ANGELI,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Angeli, Ar- dl noux, Balouzat, Capet, Cheval, Clavé, s( Deinoutier, Frayssinel, Griscelli, Royat, O Vargues, membres"
M000638,L1912-02401,organisation,Balouzat,BALOUZAT,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Angeli, Ar- dl noux, Balouzat, Capet, Cheval, Clavé, s( Deinoutier, Frayssinel, Griscelli, Royat, O Vargues, membres"
M000639,L1912-02401,organisation,Capet,CAPET,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Angeli, Ar- dl noux, Balouzat, Capet, Cheval, Clavé, s( Deinoutier, Frayssinel, Griscelli, Royat, O Vargues, membres"
M000640,L1912-02401,organisation,Cheval,CHEVAL,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Angeli, Ar- dl noux, Balouzat, Capet, Cheval, Clavé, s( Deinoutier, Frayssinel, Griscelli, Royat, O Vargues, membres"
M000641,L1912-02401,organisation,Clavé,CLAVE,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Angeli, Ar- dl noux, Balouzat, Capet, Cheval, Clavé, s( Deinoutier, Frayssinel, Griscelli, Royat, O Vargues, membres"
M000642,L1912-02401,organisation,Frayssinel,FRAYSSINEL,member,,unmatched,0,373,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f397.item,"Angeli, Ar- dl noux, Balouzat, Capet, Cheval, Clavé, s( Deinoutier, Frayssinel, Griscelli, Royat, O Vargues, membres"
