mention_id,source_entry_id,source_entry_type,name_raw,name_key,role,person_entry_id,resolution,n_candidates,page,page_url,evidence
M000366,L1912-00689,organisation,Fitoussi,FITOUSSI,member,L1912-01165,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Baron, Barrion, Berthier, A. Bussulil, B. Couiféas, C. Fabbri, Fitoussi, Baron Fleury, Guesnier, Guy de Farconconnel, Comte Landon de Longeville, D' Leiranski, Mucoli, Pierre Omess"
M000367,L1912-00689,organisation,Fleury,FLEURY,member,L1912-01171,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Baron, Barrion, Berthier, A. Bussulil, B. Couiféas, C. Fabbri, Fitoussi, Baron Fleury, Guesnier, Guy de Farconconnel, Comte Landon de Longeville, D' Leiranski, Mucoli, Pierre Omess"
M000368,L1912-00689,organisation,Guesnier,GUESNIER,member,L1912-01325,resolved_fuzzy,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Baron, Barrion, Berthier, A. Bussulil, B. Couiféas, C. Fabbri, Fitoussi, Baron Fleury, Guesnier, Guy de Farconconnel, Comte Landon de Longeville, D' Leiranski, Mucoli, Pierre Omess"
M000369,L1912-00689,organisation,Guy,GUY,member,L1912-01343,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Baron, Barrion, Berthier, A. Bussulil, B. Couiféas, C. Fabbri, Fitoussi, Baron Fleury, Guesnier, Guy de Farconconnel, Comte Landon de Longeville, D' Leiranski, Mucoli, Pierre Omess"
M000370,L1912-00689,organisation,Landon,LANDON,member,,ambiguous_fuzzy,2,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Baron, Barrion, Berthier, A. Bussulil, B. Couiféas, C. Fabbri, Fitoussi, Baron Fleury, Guesnier, Guy de Farconconnel, Comte Landon de Longeville, D' Leiranski, Mucoli, Pierre Omess"
M000371,L1912-00689,organisation,Leiranski,LEIRANSKI,member,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Baron, Barrion, Berthier, A. Bussulil, B. Couiféas, C. Fabbri, Fitoussi, Baron Fleury, Guesnier, Guy de Farconconnel, Comte Landon de Longeville, D' Leiranski, Mucoli, Pierre Omess"
M000372,L1912-00690,organisation,Remy,REMY,vice_president,L1912-02159,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"vice-présidents, MM. llanoun et Remy"
M000373,L1912-00690,organisation,Mazurkiewiez,MAZURKIEWIEZ,secretary_general,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"secrétaire général, M. Mazurkiewiez. huissier à Soukel-Arba."
M000374,L1912-00690,organisation,Reynaud,REYNAUD,treasurer,L1912-02172,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"trésorier, M. N.: secrétaire, M. Reynaud."
M000375,L1912-00691,organisation,Duffau,DUFFAU,secretary,L1912-00964,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Duffau, secr."
M000376,L1912-00691,organisation,Canton,CANTON,member,L1912-00507,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres"
M000377,L1912-00691,organisation,Guillot,GUILLOT,member,L1912-01337,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres"
M000378,L1912-00691,organisation,Combaz,COMBAZ,member,L1912-00682,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres"
M000379,L1912-00691,organisation,Khemis,KHEMIS,member,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres"
M000380,L1912-00691,organisation,Vaudaine,VAUDAINE,member,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Canton, Guillot, Combaz, Khemis, Vaudaine, membres"
M000381,L1912-00693,organisation,Carton,CARTON,president,L1912-00529,resolved,1,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"MM. le Dr Carton, prés."
M000382,L1912-00693,organisation,Antiquités,ANTIQUITES,director,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Merlin, directeur des Antiquités, et Pauthierprofesseur au lycée Carnot,v.-prés."
M000383,L1912-00693,organisation,Fretin,FRETIN,secretary_general,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Fretin, professeur au lycée Carnot, secr. gén."
M000384,L1912-00693,organisation,Feriouillet,FERIOUILLET,secretary,,unmatched,0,123,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f147.item,"Feriouillet, secr"
M000385,L1912-00703,organisation,Marcel Trelat,MARCEL TRELAT,president,L1912-01702,resolved_fuzzy,1,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item,"Président du Conseil d'administration : M. Marcel Trelat, 87, avenue de Wagran, à Paris"
M000386,L1912-00703,organisation,Sainl-Roinas,SAINL ROINAS,director,L1912-02246,resolved_fuzzy,1,125,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f149.item,"Directeur de la Compagnie : M. Sainl-Roinas, ingénieur en chef des Ponls-et-Chaussées, à Tunis"
M000387,L1912-00708,organisation,Louis Raichlen,LOUIS RAICHLEN,director,L1912-02135,resolved_fuzzy,1,127,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f151.item,Télôph. 16. Directeur : M. Louis Raichlen.
M000388,L1912-00715,organisation,Léon,LEON,president,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Conseil (l'administration : MM. Léon flrosdi, président"
M000389,L1912-00715,organisation,Marcel Ballot,MARCEL BALLOT,member,L1912-01702,resolved_fuzzy,1,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Marcel Ballot, Guy de Farconnel el Lecore-Curpenlier, membres."
M000390,L1912-00715,organisation,Guy,GUY,member,L1912-01343,resolved,1,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Marcel Ballot, Guy de Farconnel el Lecore-Curpenlier, membres."
M000391,L1912-00721,organisation,Affaires,AFFAIRES,treasurer,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"La Conférence Consultative fut créée par le Résident général Massicault, M. Ribot étant ministre des Affaires étrangères, en 1891, pour permettre à. l'adnu'nistration de recevoir l"
M000392,L1912-00721,organisation,Charléty,CHARLETY,president,L1912-00596,resolved,1,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Président, M. Charléty, directeur de l'Enseignement, le secrétaire général, M. Roy ou son délégué le cheikh El-Medina Si Sadok Ghileb"
M000393,L1912-00721,organisation,Khaldounia,KHALDOUNIA,president,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"président de la Khaldounia, M. Lasram"
M000394,L1912-00721,organisation,Minis,MINIS,treasurer,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,Conseil des Ministres
M000395,L1912-00721,organisation,Résident Général,RESIDENT GENERAL,treasurer,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Le Conseil des ministres et chefs de services du Gouvernement tunisien, délibérant sous la. présidence du représentant de la France, le Résident Général, est chargé 6e préparer le "
M000396,L1912-00721,organisation,Justice,JUSTICE,secretary,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,"Télégraphe, et des deux secrétaires généraux : Justice et Administration"
M000397,L1912-00721,organisation,Carnières,CARNIERES,member,L1912-00521,resolved,1,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d
M000398,L1912-00721,organisation,Lecore-Carpenlier,LECORE CARPENLIER,member,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d
M000399,L1912-00721,organisation,Omessa,OMESSA,member,L1912-01923,resolved,1,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d
M000400,L1912-00721,organisation,Fitoussi,FITOUSSI,member,L1912-01165,resolved,1,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d
M000401,L1912-00721,organisation,Lezzam,LEZZAM,member,,unmatched,0,129,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f153.item,La première réunion de ce Conseil a eu lieu en décembre 1910. Les membres de la Conférence délégués au Conseil supérieur sont pour la section française et pour l'année 1911 : MM. d
M000402,L1912-00732,organisation,Aïn-cl-Asker,AIN CL ASKER,president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Elles sont au nombre de six : Aïn-cl-Asker. — MM. G. I-Ioude, prés."
M000403,L1912-00732,organisation,Jules Mabilon,JULES MABILON,vice_president,L1912-01482,resolved_fuzzy,1,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Jules Mabilon, v.-prés."
M000404,L1912-00732,organisation,Vacon,VACON,secretary,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Le Vacon, secr"
M000405,L1912-00732,organisation,Goubellat,GOUBELLAT,president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Goubellat. — MM. L. Garçon, prés."
M000406,L1912-00732,organisation,Jacques,JACQUES,vice_president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Jacques, v.-prés."
M000407,L1912-00732,organisation,Mnrt'imer,MNRT IMER,president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Massicault. — MM. Gille. prés.: Mnrt'imer, v.-prés."
M000408,L1912-00732,organisation,Meselon,MESELON,assessor,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Meselon, Henri Cbarvin, assess"
M000409,L1912-00732,organisation,Henri Cbarvin,HENRI CBARVIN,assessor,,ambiguous_fuzzy,4,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Meselon, Henri Cbarvin, assess"
M000410,L1912-00732,organisation,Mateur,MATEUR,president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Mateur. — MM. La.palu, prés."
M000411,L1912-00732,organisation,Roederer,ROEDERER,vice_president,L1912-02196,resolved,1,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Roederer, v.-prés."
M000412,L1912-00732,organisation,Carrier,CARRIER,president,L1912-00524,resolved,1,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Carrier, prés."
M000413,L1912-00732,organisation,Tébourba,TEBOURBA,president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Tébourba. — MM. Trouillet, prés."
M000414,L1912-00732,organisation,Rousseaux,ROUSSEAUX,vice_president,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Rousseaux, v.-prés."
M000415,L1912-00732,organisation,Carnet,CARNET,secretary,,unmatched,0,134,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f158.item,"Carnet, secr."
M000416,L1912-00733,organisation,Colonie,COLONIE,treasurer,,unmatched,0,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item,"Siège social : rue Es-Sadikia, n° 7. BUT :'La Coopérative a pour but de faciliter les rapports et les échanges entre la Colonie italienne de Tunis et la mère patrie, en procurant l"
M000417,L1912-00733,organisation,Elia,ELIA,councillor,,unmatched,0,135,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f159.item,"conseillers, ca. uff. • Dr Petro Brignone, Elia"
M000418,L1912-00756,organisation,Lagrenée,LAGRENEE,vice_president,,unmatched,0,140,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f164.item,"v.-prés. : M"""" Lagrenée, Machuel, de Labonne"
