entry_id,surname,forenames,positionality,position_detail,position_basis,confidence,birth_context,community,evidence,birth_year,settled_tunisia_year,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits
L1912-00424,BOUHAGEB,Housseïn,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1872,,,1,0,0,755,0
L1912-00428,BOULAKIA,Joseph,unknown,unknown,,,tunisia,unknown,birth_tunisia,1881,,medicine_health,0,0,0,154,0
L1912-00430,BOULLIER,Jules-Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,1900,,2,0,1,735,1
L1912-00432,BOUNIN,Edoiiard-Emile-Ph'ilibert,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1859,,justice_law,2,0,1,1166,0
L1912-00437,BOURDOT,,unknown,unknown,,,unrecorded,unknown,,1865,1891,administration,2,0,1,207,0
L1912-00441,BOURGADE,François,unknown,unknown,,,unrecorded,unknown,,1806,,justice_law,2,1,1,2599,0
L1912-00442,BOURGEOIS,Alphonse,unknown,unknown,,,unrecorded,unknown,,1865,1865,administration,1,0,1,1366,0
L1912-00443,BOURGEON,Philibert,colonist,metropolitan_colonist,institutional,low,europe,european_italian,birth_france;italian_institution,1859,,justice_law,6,1,1,1450,1
L1912-00444,BOURGET,Eloi,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,,1884,,3,0,1,1139,0
L1912-00448,BOUSSEN,Manoubi,unknown,unknown,,,tunisia,tunisian_muslim,birth_tunisia;islamic_school;merged_entry,1867,,,4,1,1,1874,0
L1912-00449,BOUYAG,René,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1859,,,2,0,1,116,0
L1912-00450,BOYER DE SAINT-GERVAIS,Jacques,unknown,unknown,,,unrecorded,unknown,,,,diplomacy,0,0,0,369,1
L1912-00451,BOYER,Jean,unknown,unknown,,,unrecorded,unknown,,,,politics_native_admin,0,0,0,162,0
L1912-00452,BRANDENBURG,Godefrov,unknown,unknown,,,unrecorded,unknown,,1850,,,1,0,0,284,0
L1912-00453,BRAQUEYAHE,Jules-Pie-Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,,,2,0,1,2567,2
L1912-00454,BREART,Jules-Aimé,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1826,1826,military,1,1,0,868,0
L1912-00455,BREFORT,Anlonin,unknown,unknown,,,unrecorded,unknown,,,1900,education_science,2,0,1,246,0
L1912-00456,BREIEAN,Paul - Auguste - René,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1884,,,0,0,0,346,0
L1912-00457,BRESSON,Henri,unknown,unknown,,,unrecorded,unknown,,1838,,,3,1,1,391,0
L1912-00458,BRIERE,Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1886,diplomacy,3,1,1,721,0
L1912-00460,BRIGNONE,Pierre,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution;member_of:italian_body,1852,1887,,2,0,1,946,1
L1912-00461,BRISSE,Joseph-Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1854,,military,2,1,1,1015,0
L1912-00462,BROC,,unknown,unknown,,,unrecorded,unknown,,,,medicine_health,0,0,0,181,0
L1912-00463,BROIDO,,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_russia,1868,,medicine_health,0,0,0,872,0
L1912-00465,BROUTIER DU PAVILLON,Jules-Eugène,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1854,1884,engineering_architecture,3,0,1,529,0
L1912-00466,BRUCH,Alfred,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1867,1893,medicine_health,1,0,0,957,1
L1912-00467,BRULE,Léa,unknown,unknown,,,unrecorded,unknown,,,1891,,2,0,1,417,0
L1912-00468,BRUN,Marins,unknown,unknown,,,unrecorded,unknown,,,1895,education_science,0,0,0,184,0
L1912-00470,BRUSSIAU,Albert,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1871,1888,commerce,0,0,0,794,0
L1912-00471,BUGEIA,Lorenzo,unknown,unknown,,,tunisia,unknown,birth_tunisia,1858,,,0,0,0,163,0
L1912-00472,BUISSON,Benjamin-Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1846,1887,administration,3,1,1,2027,1
L1912-00473,BULLA-RËGIA,,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,,1881,religion,2,0,1,1705,1
L1912-00475,BURSAUX,,unknown,unknown,,,unrecorded,unknown,,1866,,military,1,1,0,224,0
L1912-00477,BUSACCA Eugène,,colonist,colonist_unspecified,institutional,medium,unrecorded,european_italian,member_of:italian_body,1857,,medicine_health,0,0,0,980,1
L1912-00478,BUSUTTIL,Alphonse,unknown,unknown,,,tunisia,unknown,birth_tunisia,1866,,commerce,0,0,0,448,1
L1912-00479,CABANTOUS,Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1903,religion,2,0,1,1266,0
L1912-00481,CACHIA,P.,unknown,unknown,,,unrecorded,unknown,,,,commerce,0,0,0,102,0
L1912-00487,CAILAR,Roger DU,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1897,administration,1,0,1,151,0
L1912-00488,CAILLAT,Philippe,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1826,,engineering_architecture,2,0,1,1801,0
L1912-00489,CAILLOUX,Maurice - Marie - Bernard,unknown,unknown,,,unrecorded,unknown,,1881,1899,agriculture,1,0,1,475,1
L1912-00492,CALAMIDA,François,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1875,,medicine_health,0,0,0,281,0
L1912-00493,CALECA,N.,unknown,unknown,,,unrecorded,unknown,,,,commerce,0,0,0,111,0
L1912-00494,CALO,Enrico,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:italian_body,1878,,medicine_health,0,0,0,333,0
L1912-00495,CAMBON,Pierre-Paul,unknown,unknown,,,unrecorded,unknown,,1843,1884,justice_law,1,0,0,1929,0
L1912-00496,CAMILLERI,,unknown,unknown,,,unrecorded,unknown,,1858,1890,,2,1,1,166,0
L1912-00497,CAMILLERI,Sauveur,unknown,unknown,,,tunisia,unknown,birth_tunisia,1864,,military,0,0,0,821,1
L1912-00501,CAMPENON,Jean-Bapliste-MarieEdouard,unknown,unknown,,,unrecorded,unknown,,1819,,military,0,0,0,735,0
L1912-00502,CAMUSSI,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1906,administration,2,0,1,681,0
L1912-00503,CANAL,Albert,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1874,,,1,0,0,899,1
L1912-00504,CANAL,Joseph-Afarie-Ange,unknown,unknown,,,unrecorded,unknown,,,1857,military,3,1,1,1970,1
L1912-00505,CANAVAGGIO,Antoine,unknown,unknown,,,unrecorded,unknown,,1868,1896,education_science,1,0,1,297,0
L1912-00506,CANI,,unknown,unknown,,,unrecorded,unknown,,,,,0,0,0,587,0
L1912-00507,CANTON,Albert,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1875,1882,,2,0,1,454,0
L1912-00511,CAPDEVILLE,Xavier - Jean - MarieCharles,unknown,unknown,,,unrecorded,unknown,,1873,1903,administration,0,0,0,725,0
L1912-00512,CAPRIATA,Victor-François,colonist,metropolitan_colonist,institutional,low,europe,european_italian,birth_france;italian_institution,1864,,military,2,0,0,688,1
L1912-00515,CARBONIÈRE,Jean - Henry,unknown,unknown,,,unrecorded,unknown,,1865,1896,,2,0,1,751,0
L1912-00516,CARCASONNE,Alphonse-Sylvain,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1863,,,3,1,1,673,0
L1912-00517,CARDALIAGUET,Félix-Joseph-Alarie,unknown,unknown,,,unrecorded,unknown,,,1903,,3,0,1,336,0
L1912-00518,CARDOSO,David,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1852,,justice_law,0,0,0,629,1
L1912-00519,CARDOSO,Alaurizio,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution;jewish_institution;member_of:italian_body,1877,,medicine_health,2,0,1,707,0
L1912-00520,CARME JANE DE PIERREDON,DE,unknown,unknown,,,unrecorded,unknown,,,,military,1,1,0,911,0
L1912-00521,CARNIÈRES,Victor DE,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1849,,agriculture,1,1,0,464,1
L1912-00524,CARRIER,Charles,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,1872,1895,agriculture,1,0,1,486,0
L1912-00529,CARTON,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1887,medicine_health,4,1,1,1543,1
L1912-00531,CASELLA,Francesco,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1849,1874,commerce,0,0,0,310,0
L1912-00533,CASSAR,Jean,unknown,unknown,,,tunisia,unknown,birth_tunisia,1861,1900,politics_native_admin,1,0,1,751,0
L1912-00534,CASSUTO,Emile,unknown,unknown,,,tunisia,tunisian_jewish,birth_tunisia;italian_institution;jewish_institution;merged_entry,1875,,medicine_health,2,0,1,1403,0
L1912-00535,CASTRO,Empédocle DE,unknown,unknown,,,unrecorded,unknown,,1862,1878,commerce,0,0,0,162,0
L1912-00536,CATTAN,Albert-Daniel,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1875,,medicine_health,1,0,1,1861,1
L1912-00537,CATTAN,Darius-David,unknown,unknown,,,unrecorded,unknown,,1606,1880,commerce,1,0,1,468,0
L1912-00538,CATTAN,Isaac,unknown,unknown,,,tunisia,tunisian_muslim,birth_tunisia;jewish_institution;merged_entry;muslim_office,1877,,justice_law,3,0,1,3056,1
L1912-00539,CATTAN,Victor,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1870,,justice_law,4,0,1,394,0
L1912-00540,CAVALIN,Ernest-Jean-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1851,1899,medicine_health,4,1,1,1142,0
L1912-00542,CAZÈS,David-Albert-Louis,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1850,,,3,1,1,720,2
L1912-00555,Cercle Républicain,Grand,unknown,unknown,,,tunisia,unknown,birth_tunisia,1905,,justice_law,0,0,0,219,0
L1912-00561,CES,,unknown,unknown,,,unrecorded,unknown,,,,administration,2,0,1,285,0
L1912-00562,CEZERAC,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1910,education_science,0,0,0,154,0
L1912-00565,CHABERT,Pierre,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution;member_of:french_settler_body,1842,,medicine_health,4,1,1,699,0
L1912-00570,CHAFFANJON,Philibert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1901,,2,0,1,1594,2
L1912-00572,CHAILLEY,Raoul,unknown,unknown,,,tunisia,unknown,birth_tunisia,1874,,justice_law,0,0,0,391,0
L1912-00573,CHAIX,Xavier,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1906,administration,0,0,0,366,0
L1912-00574,CHALAVOUX,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,,industry_crafts,1,0,1,189,1
L1912-00575,CHALOM,Jacques,unknown,unknown,,,tunisia,unknown,birth_tunisia,1878,,justice_law,1,0,1,691,0
L1912-00576,CHAMBONCEL,Edmond-Bruno,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1891,,3,0,1,591,0
L1912-00586,CHAMPAVER,François-Marie-Gustave,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1885,education_science,3,0,1,1064,0
L1912-00592,CHAPELIÉ,Alfred,unknown,unknown,,,tunisia,unknown,birth_tunisia,1828,,politics_native_admin,0,0,0,2293,0
L1912-00595,CHARDAVOINE,R'ené-Alcide,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,,1,0,1,365,1
L1912-00596,CHARLËTY,Sébastien,unknown,unknown,,,unrecorded,unknown,,1867,,military,3,1,1,1155,1
L1912-00599,CHARRIERE,Pierre - Charles - Alexandre LADREYT DE LA,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1882,,press_letters_arts,1,0,0,572,0
L1912-00600,CHASSAGNY •,Antoine - Amédée - Bernard,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1869,,education_science,2,0,1,298,0
L1912-00603,CHASSENERIE,Jean,unknown,unknown,,,unrecorded,unknown,,1881,1903,administration,0,0,0,553,0
L1912-00605,CHASTANG,Camille-Victor,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1887,engineering_architecture,2,0,1,1064,0
L1912-00606,CHAUFFIN,Léon,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,1898,administration,1,0,1,516,0
L1912-00608,CHAVIGNY,André-Charles DE,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1874,,administration,4,0,1,1303,0
L1912-00618,CHEMAMA,Vila-Sauveur,unknown,unknown,,,unrecorded,unknown,,1877,,justice_law,1,0,1,221,0
L1912-00619,CHEMILA,Ra.hmim,native,native_muslim,institutional,low,tunisia,tunisian_muslim,birth_tunisia;jewish_institution;muslim_office,1840,,military,1,0,1,392,0
L1912-00621,CHEMLA,Ange,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution,1871,,,0,0,0,282,0
L1912-00623,CHENAY,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1849,,,2,0,1,452,1
L1912-00632,CHERIF,Tahar,unknown,unknown,,,tunisia,unknown,birth_tunisia,1860,,,1,0,1,184,0
L1912-00633,CHERVIN,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1873,,,3,0,1,428,1
L1912-00634,CHESNE DE BELLECOURT,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,122,0
L1912-00636,CHEVALIER,Jacques-Cyrille,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1855,1894,military,2,0,1,431,0
L1912-00637,CHEVALIER,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_spain,1855,1886,military,2,0,1,1181,0
L1912-00638,CHEYLUS,Victor-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1839,,engineering_architecture,1,1,0,770,0
L1912-00640,CHICOLI,Tolomeo,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution,1866,1897,medicine_health,2,0,1,490,0
L1912-00641,CHIDIAC,Naja,unknown,unknown,,,unrecorded,unknown,,1853,1883,military,3,0,1,270,0
L1912-00644,CHOTARD,Georges-Henri,unknown,unknown,,,unrecorded,unknown,,1859,1886,administration,0,0,0,183,0
L1912-00650,CHURCHER,Thomas-Gillard,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_united_kingdom,1856,,,0,0,0,224,0
L1912-00652,CIRIER,Fabien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,justice_law,2,0,1,1113,0
L1912-00653,CITTANOVA,Jacques,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution;member_of:italian_body,1881,,press_letters_arts,1,0,1,983,1
L1912-00654,CITTANOVA,Ugo,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1885,,education_science,1,0,1,631,0
L1912-00655,CLEMENT,César,unknown,unknown,,,unrecorded,unknown,,1865,,administration,0,0,0,103,0
L1912-00656,CLÉMENT,Paul-Gustave,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1851,,military,2,1,0,2063,1
L1912-00657,CLERINO,Mn.rtm-François-Isidore,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1898,administration,1,0,1,495,0
L1912-00658,CLERMONT,Jean,unknown,unknown,,,unrecorded,unknown,,1877,1892,education_science,3,0,1,751,0
L1912-00659,CLERMONT,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_egypt,1875,1906,,1,0,1,308,0
L1912-00660,CLEYET,Merle-François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1888,education_science,1,0,0,244,0
L1912-00661,CLIDAT,Martial,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,,,1,0,1,951,0
L1912-00665,COANET,Armand-Edmond,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1893,agriculture,3,0,1,823,0
L1912-00666,COEROLI,André,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,administration,0,0,0,236,0
L1912-00667,COEYTAUX,Alfred-Henri,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1856,,military,3,0,1,359,0
L1912-00668,COHEN,Abraham,unknown,unknown,,,tunisia,unknown,birth_tunisia,1871,1886,,0,0,0,93,0
L1912-00669,COHEN,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1887,,commerce,0,0,0,148,0
L1912-00670,COHEN-HADRIA,Joseph,unknown,unknown,,,tunisia,unknown,birth_tunisia,1872,,,0,0,0,164,0
L1912-00671,COHEN,Jacob,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution,1872,,press_letters_arts,1,0,1,827,2
L1912-00672,COHEN,Joseph,unknown,unknown,,,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;merged_entry,1881,1900,education_science,1,0,1,1775,0
L1912-00673,COIGNET,Jean,unknown,unknown,,,unrecorded,unknown,,,,engineering_architecture,0,0,0,759,1
L1912-00676,COLLET,Emmanuel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,,0,0,0,555,0
L1912-00677,COLLIN,Julien,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;islamic_school,1862,1888,education_science,4,0,1,1201,0
L1912-00678,COLLOMP,,unknown,unknown,,,unrecorded,unknown,,1864,,administration,2,0,1,493,0
L1912-00679,COLONNA -CESARI,Jean-Paul,colonist,colony_born_colonist,reserved_post,medium,tunisia,unknown,birth_tunisia;french_reserved_post,1888,,military,1,0,1,424,0
L1912-00680,COLONNA-CESARI,Sébastien,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1887,diplomacy,5,0,1,495,0
L1912-00681,COLRAT,Jean-Marcel-Raymond,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,,press_letters_arts,4,1,1,1677,1
L1912-00682,COMBAZ,Alexandre-François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,1883,military,3,0,1,686,0
L1912-00683,COMBES,Barthélémy-Clément,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1839,1881,religion,0,0,0,559,0
L1912-00684,COMBES,DE,unknown,unknown,,,unrecorded,unknown,,1864,1892,military,2,0,1,236,0
L1912-00685,COMBET,Candide-Aimé,unknown,unknown,,,unrecorded,unknown,,1862,1893,education_science,2,0,1,369,1
L1912-00694,COMITI,Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1897,administration,1,0,0,3228,1
L1912-00699,COMMUNAUX,Etienne-Victor,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1849,1889,engineering_architecture,1,1,0,832,1
L1912-00718,COMTE,Louis-IIippolyte,unknown,unknown,,,unrecorded,unknown,,1852,,commerce,1,0,0,482,0
L1912-00719,COMTE,Philippe-Charles,unknown,unknown,,,unrecorded,unknown,,1869,,medicine_health,3,0,1,1534,1
L1912-00720,COMTE,Victor,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1903,medicine_health,0,0,0,278,0
L1912-00722,CONSTANT,Charles,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,124,0
L1912-00731,CONVERTI,Nicolas,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1858,,medicine_health,0,0,0,2416,1
L1912-00736,CORBES,,unknown,unknown,,,unrecorded,unknown,,1871,1900,administration,2,0,1,860,0
L1912-00737,CORDEIL,Paul-Baptiste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1889,education_science,2,0,1,1002,0
L1912-00739,CORRAS,Etienne,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1885,education_science,2,0,1,850,1
L1912-00740,COSSANGE,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1862,1907,engineering_architecture,3,0,1,938,0
L1912-00741,COSSON,Ernest,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1891,,medicine_health,2,0,1,8087,2
L1912-00743,COUDERG,Fernand,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1887,1892,,0,0,0,431,0
L1912-00744,COUDERC,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1856,1892,commerce,1,0,1,238,0
L1912-00745,COULON,Louis,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,,justice_law,2,0,1,1212,1
L1912-00747,COURT,Calixte,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1853,,justice_law,1,0,0,358,0
L1912-00748,COURT,Gustave,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1883,1907,,3,0,1,2442,0
L1912-00749,COUVE,Edmond,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1892,justice_law,0,0,0,423,0
L1912-00750,CRANCIER,Hubert,unknown,unknown,,,unrecorded,unknown,,1867,1893,administration,3,0,1,609,0
L1912-00752,CRETE,Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1855,1882,,5,1,0,968,0
L1912-00755,CRISTOFARI,Etienne,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,1882,military,2,0,0,351,0
L1912-00758,CROS,François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1906,military,0,0,0,477,0
L1912-00759,CRUZET,Victor,unknown,unknown,,,unrecorded,unknown,,1876,,military,1,0,1,332,0
L1912-00760,CUBISOL,Charles,unknown,unknown,,,tunisia,unknown,birth_tunisia,1865,,administration,1,0,1,201,0
L1912-00761,CUBISOL,Joseph,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1830,,administration,1,1,0,1999,0
L1912-00762,CUÉNOD,Auguste,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_switzerland,1868,,medicine_health,2,0,0,1135,1
L1912-00765,CURTELIN,Jean-Baptiste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1850,,diplomacy,3,1,1,1116,1
L1912-00766,CYPRIEN,Saint,unknown,unknown,,,unrecorded,unknown,,,,press_letters_arts,0,0,0,754,0
L1912-00767,DABRIGEON,Louis-Guslave-Léon-Casimir,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1869,1902,medicine_health,3,0,1,1709,0
L1912-00768,DALIOT,Léonce-Albert,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1880,1904,military,1,0,1,351,0
L1912-00770,DALLARD,Louis-Paul,unknown,unknown,,,unrecorded,unknown,french_reserved_post;merged_entry,1875,,military,1,1,0,870,0
L1912-00771,DALLOZ,Léonce-Albert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1904,justice_law,0,0,0,684,1
L1912-00773,DANDINE,Pierre-Paul-Gaston,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1901,,1,0,1,531,0
L1912-00774,DANGELZER,Charles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1856,,military,5,1,1,383,0
L1912-00775,DANGUIN,J.-M.,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1891,commerce,0,0,0,451,0
L1912-00776,DANINOS,Léon,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1863,,military,1,0,0,408,0
L1912-00777,DANOS,Joseph,unknown,unknown,,,unrecorded,unknown,,1877,1901,,1,0,1,437,1
L1912-00778,DANTON,Edmond,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1896,,1,0,1,670,0
L1912-00785,DARGHOUT,Chadli,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1867,,commerce,0,0,0,628,0
L1912-00786,DARMON,,unknown,unknown,,,tunisia,unknown,birth_tunisia,1885,,justice_law,1,0,1,1854,0
L1912-00787,DARMONY,V.,unknown,unknown,,,tunisia,unknown,birth_tunisia,1875,,,1,0,0,228,0
L1912-00788,DASCONAGUERRE,Ferdinand,unknown,unknown,,,unrecorded,unknown,,1851,1883,justice_law,3,0,1,456,0
L1912-00790,DAVER,François-Joseph-Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,,military,2,0,1,1031,1
L1912-00791,DAVID,Paul,colonist,colonist_unspecified,institutional,low,unrecorded,european_french,member_of:french_settler_body,,1901,engineering_architecture,1,0,1,1556,0
L1912-00792,DAVOUX,Augusle-Honoré,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,,military,0,0,0,846,0
L1912-00795,DEBON,Séraphin-Victorin,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1864,1887,justice_law,3,0,1,428,0
L1912-00801,DECKER-DAVID,Paul-Henry,unknown,unknown,,,unrecorded,unknown,,1865,,engineering_architecture,3,0,1,1235,0
L1912-00804,DEFRANCHI,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1855,1886,education_science,1,0,1,783,0
L1912-00807,DEGOMMIER,Albert,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,,justice_law,1,0,1,230,1
L1912-00808,DËGRËAUX,Charles-Honoré,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1850,1889,administration,2,0,0,222,0
L1912-00809,DËGUT,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1894,justice_law,1,0,1,196,0
L1912-00810,DEHENNAULT,René,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1880,,,0,0,0,624,0
L1912-00811,DEJEAN,Vicomte,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,,,military,1,0,1,155,0
L1912-00812,DEJEANNE,Guillaume-Cyprioil,unknown,unknown,,,unrecorded,unknown,,1845,,administration,2,1,1,552,1
L1912-00813,DELAPONT,Albert,unknown,unknown,,,unrecorded,unknown,,,1896,,0,0,0,180,0
L1912-00814,DELARUE,René-Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1850,,military,3,1,0,656,1
L1912-00816,DELEBECQUE,Alplionse-Charles,unknown,unknown,,,unrecorded,unknown,,1824,,military,1,1,0,428,0
L1912-00817,DELHUMEAU,,unknown,unknown,,,unrecorded,unknown,,1863,,military,0,0,0,152,0
L1912-00818,DELIEUX,Joseph - Etienne - Bernard,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,,,1,0,0,326,1
L1912-00819,DELMAS,Joseph-Frédéric,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,justice_law,2,1,0,902,1
