entry_id,surname,forenames,positionality,position_detail,position_basis,confidence,birth_context,community,evidence,birth_year,settled_tunisia_year,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits
L1912-02059,PIETRA,Paul-Victor,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1853,1895,justice_law,3,0,1,1058,0
L1912-02060,PIGNATARI,Aurelio,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1866,,politics_native_admin,1,0,0,248,0
L1912-02062,PINARD,Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,,military,1,0,1,2491,1
L1912-02063,PINHËDE,Paul-Benjamin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,,agriculture,1,0,1,674,0
L1912-02064,PIOGEY,Pierre,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1846,,military,1,1,0,290,0
L1912-02065,PIQJJOT,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1900,,3,1,1,759,0
L1912-02066,PISANI,Arlhur,unknown,unknown,,,tunisia,unknown,birth_tunisia,1872,,administration,1,0,1,319,0
L1912-02068,PLACE,Mario,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1863,,diplomacy,1,0,1,400,0
L1912-02069,PLANCHE,,unknown,unknown,,,unrecorded,unknown,,,,,2,1,1,154,0
L1912-02072,PLATEL,Arthur-César,unknown,unknown,,,unrecorded,unknown,,1873,1901,administration,1,0,1,642,0
L1912-02073,PLESSIX,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1881,1906,engineering_architecture,1,0,0,589,1
L1912-02075,PLOUCHART,Alphonse,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1872,1897,military,0,0,0,1350,1
L1912-02078,POINSSOT,Louis-François-Alberl,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1901,administration,0,0,0,331,0
L1912-02079,POINT,Paul-Etienne,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,,,1,0,0,319,0
L1912-02080,POIRSON,,unknown,unknown,,,unrecorded,unknown,,,1902,medicine_health,1,0,1,325,0
L1912-02081,POIRSON,Henri,unknown,unknown,,,unrecorded,unknown,,,1902,medicine_health,1,0,1,497,1
L1912-02082,POIVRE,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,1888,,0,0,0,842,0
L1912-02084,POLOMENI,Spiridion,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_greece,1844,,religion,0,0,0,179,0
L1912-02092,POROT,Antonin,unknown,unknown,,,unrecorded,unknown,,1876,1907,medicine_health,0,0,0,652,0
L1912-02093,PORTE,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1855,,administration,1,0,1,149,0
L1912-02094,PORTELLI,,unknown,unknown,,,unrecorded,unknown,,,,diplomacy,1,0,1,1248,0
L1912-02095,PORTELLI,Raphaël,unknown,unknown,,,unrecorded,unknown,,1872,,diplomacy,1,0,1,198,0
L1912-02096,PORTERIE,Clément,unknown,unknown,,,unrecorded,unknown,,1862,,administration,1,0,1,1049,0
L1912-02101,POSTH,Philippe,unknown,unknown,,,unrecorded,unknown,,1872,1901,agriculture,1,0,1,206,0
L1912-02102,POTERIE,René-Guillot DE LA,unknown,unknown,,,unrecorded,unknown,,1853,1895,agriculture,1,0,0,566,0
L1912-02103,POUJADE,Raphaël,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1900,administration,0,0,0,513,0
L1912-02104,POULY,Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,1885,finance_banking,2,0,1,422,0
L1912-02105,POYET,Joannès,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1889,transport_maritime,0,0,0,289,0
L1912-02107,PRADIER,Emmanuel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1840,1907,,0,0,0,544,0
L1912-02112,PRËVERAUD DE VAUMAS,WilliamCharles,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1877,1901,agriculture,1,0,1,474,0
L1912-02116,PROST,André-Louis,unknown,unknown,,,unrecorded,unknown,,1869,1888,administration,0,0,0,169,0
L1912-02119,PROUST,Paul-Eugène-Emile,unknown,unknown,,,unrecorded,unknown,,,,military,2,0,0,1054,0
L1912-02120,PROUST,Théodore-Auguste-GaspardOscar,unknown,unknown,,,unrecorded,unknown,,,,,5,1,1,1177,1
L1912-02121,PROUX,Auguste,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,,diplomacy,2,0,1,277,0
L1912-02122,PROVENCE,Henry,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,1910,press_letters_arts,1,0,0,859,0
L1912-02123,PUAUX,Gabriel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1883,,military,3,0,0,625,2
L1912-02124,PUCH,Elie-M'héodore-Albéric DU,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1839,1882,military,2,1,1,1196,1
L1912-02125,PUJAT,Frédéric,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1848,1902,military,5,1,1,1264,0
L1912-02127,QUEISEL,,unknown,unknown,,,unrecorded,unknown,,1859,,administration,1,0,1,164,0
L1912-02128,QUILLIÉ,Pierre-Emile,unknown,unknown,,,unrecorded,unknown,,1846,,agriculture,2,0,1,356,0
L1912-02129,QUINEL,,unknown,unknown,,,unrecorded,unknown,,1874,,,0,0,0,167,0
L1912-02130,QUINEL,Georges-Frédéric,unknown,unknown,,,europe,tunisian_jewish,birth_france;islamic_school;jewish_institution;merged_entry,1816,,education_science,6,1,1,2718,1
L1912-02131,RACINE,Henry-Marie,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1876,1900,industry_crafts,1,0,1,711,0
L1912-02132,RADET,André-Amédée-Julien,unknown,unknown,,,unrecorded,unknown,,1885,,engineering_architecture,0,0,0,1091,0
L1912-02134,RAGOUNEAU,Louis - Gaston - Maurice,unknown,unknown,,,unrecorded,unknown,,,,military,2,0,1,455,0
L1912-02135,RAIGHLEN,Louis-Jacques,colonist,metropolitan_colonist,birthplace,high,europe,european_other,birth_switzerland,1862,,finance_banking,0,0,0,926,0
L1912-02136,RAMONET,Joseph,unknown,unknown,,,unrecorded,unknown,,1864,,,2,0,1,400,0
L1912-02137,RANCHIN,Louis-Valère-Placide,unknown,unknown,,,unrecorded,unknown,,1854,1879,administration,1,0,1,216,0
L1912-02138,RANDET,Paul-Joseph,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1868,,justice_law,2,0,0,866,0
L1912-02139,RANDON,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1853,1886,,2,0,1,350,1
L1912-02146,RAUCHER,Julien,unknown,unknown,,,unrecorded,unknown,,1868,,finance_banking,3,0,1,726,1
L1912-02147,RAVEL,Adolphe-Eugène,unknown,unknown,,,tunisia,unknown,birth_tunisia,1862,1889,education_science,1,0,0,396,0
L1912-02150,REBOUD,Victor,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,,,medicine_health,2,1,0,621,0
L1912-02151,REBOUL,Augustin - Chartes,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1889,administration,1,0,1,532,0
L1912-02153,RECLUS,Jacques,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1897,military,2,0,1,767,0
L1912-02155,REFALO,Salvator-François,unknown,unknown,,,tunisia,unknown,birth_tunisia,1854,,administration,2,0,0,551,0
L1912-02157,REIBELL,Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,,military,3,1,0,2990,1
L1912-02158,REIX,Jean,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1891,education_science,2,0,1,704,0
L1912-02159,REMY,Victor-Henri-Adolphe,unknown,unknown,,,unrecorded,unknown,,1852,,justice_law,3,1,1,770,0
L1912-02160,RENAULT,Jules,unknown,unknown,,,unrecorded,unknown,,1860,,military,2,0,1,3800,2
L1912-02161,RESFLANDY,Jean-Emile-Ferdinaild,colonist,metropolitan_colonist,institutional,high,europe,european_french,birth_france;member_of:french_settler_body,1866,1894,engineering_architecture,2,0,1,727,0
L1912-02162,REÙBEL,Maurice,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,,military,2,1,0,988,2
L1912-02163,REVERDIN,Joseph,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,,justice_law,1,0,0,360,0
L1912-02164,REVERTEGAT,Paul-Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1851,1906,military,3,1,0,293,0
L1912-02165,RËVOGAT,Louis-Gabriel,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1868,1886,press_letters_arts,0,0,0,358,0
L1912-02166,REVOL,Jean,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1858,1885,,3,0,1,563,2
L1912-02167,REVOLON,Emile-Alexandre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1906,commerce,0,0,0,309,0
L1912-02168,REVOLON,Stéphane,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,1886,commerce,2,0,1,1364,0
L1912-02169,REY,Louis,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution;member_of:italian_body,1860,,industry_crafts,3,0,1,498,1
L1912-02170,REY,Louis,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1872,,commerce,0,0,0,244,0
L1912-02171,REYMOND,I-I.-L.,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,,military,2,0,1,620,0
L1912-02172,REYNAUD,Alphonse,unknown,unknown,,,unrecorded,unknown,,1802,1896,industry_crafts,1,0,1,358,0
L1912-02175,RIBET,Jean-Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1864,1884,military,1,1,0,852,0
L1912-02176,RICHARD,Àdric-Charles-Adolphe,unknown,unknown,,,unrecorded,unknown,,1853,1901,industry_crafts,1,0,0,624,0
L1912-02177,RICHARD-NICOLAS,Alphonse,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1843,,justice_law,0,0,0,489,0
L1912-02178,RICHARD-NICOLAS,Robert,unknown,unknown,,,unrecorded,unknown,,,,,1,0,1,236,0
L1912-02179,RICHARD,,unknown,unknown,,,unrecorded,unknown,,1874,,justice_law,0,0,0,986,0
L1912-02180,RICHARD,Victor,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1859,1892,,3,1,0,390,0
L1912-02181,RICKLIN,Paul,unknown,unknown,,,unrecorded,unknown,,1851,1883,military,2,0,1,540,0
L1912-02182,RIETMANN,Edouard-Rodolphe,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1860,,commerce,2,0,1,411,0
L1912-02185,RIOLS DE FONCLARE,Alexandre Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1869,1897,military,0,0,0,577,0
L1912-02186,RIOU,Adolphe,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1907,,2,0,1,678,0
L1912-02188,RITE CHAEAI,,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,muslim_office,,,religion,0,0,0,360,0
L1912-02190,ROBAGLIA,Pascal-Nonce,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1842,,military,4,1,1,1481,0
L1912-02191,ROBERT,Henri-Léon,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1849,,medicine_health,4,1,1,867,1
L1912-02192,ROBICHON,Ludovic,unknown,unknown,,,unrecorded,unknown,,,,politics_native_admin,2,0,1,267,0
L1912-02193,ROBINET,Pierre,unknown,unknown,,,unrecorded,unknown,,1878,1900,education_science,2,0,1,360,0
L1912-02194,ROCHES,Léon,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,4195,0
L1912-02195,RODERIE,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,1890,agriculture,0,0,0,743,0
L1912-02196,ROEDERER,Léon-Georges,unknown,unknown,,,unrecorded,unknown,,1870,1899,agriculture,2,0,1,315,0
L1912-02197,ROGER,Hubert-Louis,unknown,unknown,,,unrecorded,unknown,,1870,1893,,1,0,1,597,0
L1912-02199,ROLLAND,Georges,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,1885,engineering_architecture,4,1,1,466,0
L1912-02200,ROLLAND,Pierre-Louis,unknown,unknown,,,unrecorded,unknown,,,1888,education_science,2,0,0,178,0
L1912-02203,ROMDAN BEN ROMDAN,,native,native_muslim,birthplace,medium,tunisia,tunisian_muslim,birth_tunisia;nasab_particle,1864,,industry_crafts,2,0,1,775,1
L1912-02204,RONDEAU,Wilfrid,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,,commerce,1,0,1,544,0
L1912-02205,RONNE,Gustave,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,,1904,justice_law,2,0,1,531,0
L1912-02206,ROQUES,Antonin-Hippolvle-Félix,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1892,administration,1,0,1,936,1
L1912-02207,ROSSI,Carlo,unknown,unknown,,,unrecorded,unknown,,1861,,press_letters_arts,0,0,0,117,0
L1912-02208,ROSSIGNOL,Henri,unknown,unknown,,,unrecorded,unknown,,,1903,,0,0,0,162,0
L1912-02209,ROTALIER,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1880,1903,engineering_architecture,1,0,1,329,0
L1912-02211,ROUDY,Athariase,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,1898,engineering_architecture,2,0,1,268,1
L1912-02213,ROUQUIE,Alexandre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,1899,medicine_health,2,0,1,960,0
L1912-02214,ROUSSET,Emile,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1870,1902,engineering_architecture,0,0,0,501,0
L1912-02215,ROUSTAN,Théodore - Justin - Dominique,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,1216,2
L1912-02217,ROUVIER,Charles,unknown,unknown,,,unrecorded,unknown,,1849,,military,1,1,0,746,0
L1912-02218,ROUX,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1864,,military,4,1,1,2813,2
L1912-02219,ROYER,Alfred,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1861,,military,3,0,1,327,0
L1912-02221,RUPRICH-ROBERT,Edmoïid-Alberl,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1867,,,1,0,0,592,1
L1912-02222,RUTILY,Adolphe-Mathieu,unknown,unknown,,,unrecorded,unknown,,1875,1883,industry_crafts,1,0,0,681,1
L1912-02223,RUTILY,,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1866,1881,,1,0,1,488,0
L1912-02224,SAADA,Albert,native,native_jewish,institutional,medium,tunisia,tunisian_jewish,birth_tunisia;member_of:jewish_body,1872,,commerce,1,0,1,254,0
L1912-02225,SAADA,Jacques,unknown,unknown,,,tunisia,unknown,birth_tunisia,1882,,industry_crafts,0,0,0,57,0
L1912-02226,SAADA,Victor,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1868,,justice_law,1,0,1,469,0
L1912-02227,SACGOMAN,Pierre,unknown,unknown,,,tunisia,unknown,birth_tunisia,1872,,transport_maritime,0,0,0,63,0
L1912-02230,SADOK-BEY,Mohamed,native,native_muslim,name,medium,unrecorded,tunisian_muslim,honorific,1883,,,0,0,0,151,0
L1912-02231,SADOUN,Jacques,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution;member_of:italian_body;member_of:jewish_body,1872,,press_letters_arts,1,0,1,1171,2
L1912-02246,SAINT-ROMAS,Jea.n-Eugône-Etleilne,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,transport_maritime,2,1,0,709,0
L1912-02248,SAIZIEU,,unknown,unknown,,,unrecorded,unknown,,,1778,diplomacy,0,0,0,262,0
L1912-02251,SAKKA,,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;muslim_office,,,politics_native_admin,3,0,1,815,0
L1912-02252,SAKKA,,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;muslim_office,1829,,,4,0,1,1920,1
L1912-02253,SAKKA,,native,native_muslim,institutional,high,tunisia,tunisian_muslim,birth_tunisia;islamic_school;muslim_office,1860,,politics_native_admin,2,1,1,709,2
L1912-02254,SAKKAT,Ahmed,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,muslim_office,,,politics_native_admin,2,1,1,197,0
L1912-02255,SAKKAT,Ali,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1876,,administration,2,0,1,324,2
L1912-02257,SALANCOURT,Paul GRENIER DE,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1853,,administration,2,0,0,303,0
L1912-02258,SALIBA,Carmel,unknown,unknown,,,tunisia,unknown,birth_tunisia,1865,,commerce,2,0,1,246,0
L1912-02259,SALIÉGE,Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1865,1889,justice_law,1,0,1,290,0
L1912-02260,SALIH,Mohamed,unknown,unknown,,,unrecorded,unknown,,1874,1903,,0,0,0,380,0
L1912-02263,SAMAMA,Alberl-Chikli,unknown,unknown,,,tunisia,unknown,birth_tunisia,1872,,press_letters_arts,0,0,0,550,0
L1912-02264,SAMPERI,Carmeo,colonist,metropolitan_colonist,institutional,high,europe,european_italian,birth_italy;member_of:italian_body,1880,1890,justice_law,0,0,0,346,0
L1912-02265,SANGÉS,Giuseppe,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution;member_of:italian_body,1873,,medicine_health,1,0,1,188,0
L1912-02266,SANSONE,Ignace,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1878,1888,,0,0,0,401,0
L1912-02267,SANTILLANA,Léon,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1865,,medicine_health,1,0,1,1022,0
L1912-02268,SANTONI,SimonJean-Pierre,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1880,1899,education_science,1,0,1,227,0
L1912-02269,SANTSCHI,Félix,unknown,unknown,,,unrecorded,unknown,,1872,1901,medicine_health,0,0,0,671,1
L1912-02270,SARABUSI,Camille,unknown,unknown,,,unrecorded,unknown,,1871,1889,administration,1,0,1,307,0
L1912-02271,SAUNIER,Henri-Louis,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1856,,justice_law,0,0,0,853,1
L1912-02272,SAURIN,Jules,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1863,,administration,1,0,0,481,1
L1912-02273,SAUTEREAU,Pierre,unknown,unknown,,,unrecorded,unknown,,1849,1896,military,0,0,0,210,0
L1912-02274,SAUX,Alexandre-Simon,unknown,unknown,,,unrecorded,unknown,,1706,1897,military,2,0,1,202,0
L1912-02275,SAVARIAU,Norbert,unknown,unknown,,,unrecorded,unknown,,1879,,education_science,0,0,0,344,0
L1912-02277,SAYAH,Mohamed,native,native_muslim,institutional,high,unrecorded,tunisian_muslim,islamic_school;muslim_office,1873,,administration,3,1,1,520,1
L1912-02281,SBRANA,Franceseo-Toqueto-Vigilio,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1865,1890,medicine_health,2,0,1,832,0
L1912-02282,SBRANA,Richard,unknown,unknown,,,europe,european_italian,birth_italy;italian_institution;merged_entry,1854,1875,medicine_health,3,0,1,1741,0
L1912-02283,SCHEMBRI,Emmanuel,unknown,unknown,,,unrecorded,unknown,,1878,,,2,0,1,642,1
L1912-02284,SCHEMBRI,Jean-Joseph,unknown,unknown,,,unrecorded,unknown,,1855,1890,administration,2,0,1,395,0
L1912-02285,SCHILLING,Rodolphe,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1870,1892,military,3,0,1,1290,0
L1912-02286,SCHLUMBERGER,Raoul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1856,1903,military,3,0,1,601,1
L1912-02287,SCHUH,François,colonist,colony_born_colonist,birthplace,medium,algeria,european_french,birth_algeria,1873,1901,industry_crafts,1,0,0,933,1
L1912-02289,SCIALOM,David-Dario,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution,1880,,medicine_health,1,0,1,1160,0
L1912-02290,SCIALOM,,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1871,,justice_law,1,0,1,736,0
L1912-02292,SCIPION L'AFRICAIN,,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,348,0
L1912-02293,SCIPION,Emilien,unknown,unknown,,,unrecorded,unknown,,,,military,0,0,0,110,0
L1912-02295,SEBAG,Victor,unknown,unknown,,,tunisia,unknown,birth_tunisia,1878,,justice_law,0,0,0,195,0
L1912-02297,SEBASTIANI,Amédée,colonist,colony_born_colonist,institutional,high,tunisia,european_italian,birth_tunisia;italian_institution,1872,,diplomacy,0,0,0,111,0
L1912-02299,SÉCHERESSE,Aristide-Marcel,colonist,colonist_unspecified,institutional,high,unrecorded,european_italian,italian_institution,1874,1908,education_science,2,0,1,1817,1
L1912-02309,SEGUIN,Camille,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1871,,administration,2,0,1,598,0
L1912-02311,SELDJA,,unknown,unknown,,,unrecorded,unknown,,,,mining,0,0,0,1445,0
L1912-02318,SEPHAR,Aron,native,native_jewish,institutional,high,unrecorded,tunisian_jewish,jewish_institution;member_of:jewish_body,,,,2,0,1,263,0
L1912-02319,SÉRE,DE,unknown,unknown,,,unrecorded,unknown,,,,education_science,0,0,0,436,0
L1912-02321,SERRES,Jean-Victor,native,native_muslim,institutional,low,europe,tunisian_muslim,birth_france;muslim_office,1860,,religion,2,0,0,1266,1
L1912-02322,SERRESSÈQUE,Armand,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1874,1897,,0,0,0,309,0
L1912-02327,SESSELEGO,Henri,unknown,unknown,,,unrecorded,unknown,,1862,1910,medicine_health,0,0,0,445,0
L1912-02328,SETBON,Clément,unknown,unknown,,,tunisia,unknown,birth_tunisia,1875,,medicine_health,0,0,0,105,0
L1912-02330,SFAR,Béchir,native,native_muslim,institutional,high,tunisia,tunisian_muslim,birth_tunisia;islamic_school;muslim_office,1863,,politics_native_admin,3,1,1,876,0
L1912-02331,SFAR,Mohamed,native,native_muslim,institutional,medium,tunisia,tunisian_muslim,birth_tunisia;islamic_school,1882,,,0,0,0,142,0
L1912-02334,SGARRINI,,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1878,,medicine_health,1,0,1,94,0
L1912-02335,SICARD,François - Pascal - Fortuné,unknown,unknown,,,tunisia,unknown,birth_tunisia,1842,,administration,2,0,1,293,0
L1912-02336,SICAULT,Firmin,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1875,1899,education_science,2,0,1,693,0
L1912-02337,SICRE DE FONTBRUNE,Alphonse,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1838,1893,,0,0,0,283,0
L1912-02338,SICRE DE FONTBRUNE,Pierre,unknown,unknown,,,unrecorded,unknown,,1869,,justice_law,0,0,0,275,0
L1912-02385,SIGNORETTY,Gustave,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1846,,military,1,0,1,386,0
L1912-02387,SILVE,Léon,unknown,unknown,,,unrecorded,unknown,,1871,,transport_maritime,0,0,0,448,0
L1912-02388,SIMIER,Joseph-Pierre,unknown,unknown,,,unrecorded,unknown,,1869,,industry_crafts,1,0,1,696,0
L1912-02389,SIMONNET,Alfred-Louis-Alexandre,unknown,unknown,,,unrecorded,unknown,,1864,1895,diplomacy,2,0,0,1257,1
L1912-02390,SINIGAGLIA,J.-R.,unknown,unknown,,,tunisia,unknown,birth_tunisia,1845,,medicine_health,1,0,1,240,0
L1912-02391,SITBON,Moïse,native,native_jewish,institutional,high,tunisia,tunisian_jewish,birth_tunisia;jewish_institution;member_of:jewish_body,1873,,commerce,1,0,1,598,1
L1912-02392,SIVAN,Edouard-Paul,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1878,1905,military,2,0,1,358,0
L1912-02397,SMADJA,Isaac,unknown,unknown,,,unrecorded,unknown,,1873,1885,administration,3,0,1,276,0
L1912-02398,SMAJA,Isaac,unknown,unknown,,,tunisia,unknown,birth_tunisia,1882,,justice_law,0,0,0,208,0
L1912-02443,SOF,,unknown,unknown,,,unrecorded,unknown,,,,politics_native_admin,1,0,0,235,0
L1912-02444,SOGNO,Eugène,unknown,unknown,,,unrecorded,unknown,,1863,,engineering_architecture,0,0,0,583,0
L1912-02445,SOLAL,Eugène,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1880,,administration,0,0,0,217,0
L1912-02452,SOTJBRANE,Antoine-Marie,unknown,unknown,,,unrecorded,unknown,,1872,1905,administration,2,0,1,265,0
L1912-02453,SOUCIET,M.-A.-Joseph,unknown,unknown,,,unrecorded,unknown,,1864,,agriculture,2,0,1,564,0
L1912-02454,SOUILHAG,Jules,unknown,unknown,,,unrecorded,unknown,,1856,,press_letters_arts,1,0,0,578,0
L1912-02461,SOULIER,Charles-François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1852,1900,military,2,1,0,488,0
L1912-02462,SOULIVET,Auguste-Flaviers,unknown,unknown,,,unrecorded,unknown,,1847,,agriculture,2,0,1,775,0
L1912-02464,SOUTEYRAN,Albert-Henri,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1858,,administration,1,0,0,397,0
L1912-02467,SPECIALE,Ernest,unknown,unknown,,,unrecorded,unknown,,,1908,medicine_health,1,0,1,106,0
L1912-02468,SPEZZAFUMO,U.,unknown,unknown,,,tunisia,unknown,birth_tunisia,1873,,medicine_health,1,0,1,215,1
L1912-02469,SPIRE,Maurice,colonist,colonist_unspecified,reserved_post,medium,unrecorded,unknown,french_reserved_post,1855,,justice_law,3,1,1,496,0
L1912-02470,SPITZ,,unknown,unknown,,,unrecorded,unknown,,1853,1896,administration,2,0,0,279,0
L1912-02473,STAITY,S.,unknown,unknown,,,unrecorded,unknown,,1866,1887,industry_crafts,1,0,1,206,0
L1912-02474,STALIO,,unknown,unknown,,,unrecorded,unknown,,,1854,,0,0,0,123,0
L1912-02475,STALLA-BOURDILLON,Camille-Laurent-Gustave-Léon,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1879,1904,justice_law,1,0,1,504,0
L1912-02476,STEFANINI,Giuseppe,colonist,metropolitan_colonist,birthplace,high,europe,european_italian,birth_italy,1862,1878,,0,0,0,348,0
L1912-02477,STELLA-COSTA,,unknown,unknown,,,unrecorded,unknown,,1876,1899,press_letters_arts,0,0,0,545,3
L1912-02478,STOFATI,Jacques-François,colonist,metropolitan_colonist,birthplace,high,europe,european_french,birth_france,1857,1900,religion,0,0,0,206,0
L1912-02479,STOLL,Jacques-Marie-Alphonse,unknown,unknown,,,tunisia,unknown,birth_tunisia,1880,,administration,1,0,1,440,1
