entry_id,surname,institution,institution_kind,degrees
L1912-00842,DIACONO,"Faculté des Sciences de Marseilles, Ecole de Mé- decine de M",university_faculty,baccalaureat
L1912-00842,DIACONO,Faculté de Médecine de Montpellier,university_faculty,baccalaureat
L1912-00843,DIACONO,lycée Carnot,secondary_lycee,
L1912-00845,DIACONO,Ecole des Jésuites,other,
L1912-00846,DIANOUS,Lycée de Versailles,secondary_lycee,
L1912-00847,DINGUIZLI,collège Sadiki,secondary_college,brevet_superieur
L1912-00847,DINGUIZLI,Ecole normale,teacher_training,brevet_superieur
L1912-00856,DIRSSINE,Grande Mosquée,islamic_institution,
L1912-00856,DIRSSINE,zitouna,islamic_institution,
L1912-00862,DJAIBI,Grande Mosquée,islamic_institution,
L1912-00862,DJAIBI,Khaldounia,islamic_institution,
L1912-00865,DJAMAL,zitouna,islamic_institution,
L1912-00865,DJAMAL,Khaldounia,islamic_institution,
L1912-00866,DJAMAL,collège Alaoui,secondary_college,
L1912-00902,DJEHANE,collège Sadiki,secondary_college,
L1912-00908,DJELLOULI,collège Sadiki,secondary_college,
L1912-00925,DJILANI,école des Frères,other,
L1912-00928,DOLCEMASCOLO,Faculté de médecine de Palerme,university_faculty,
L1912-00929,DOLLIN DU FRESNEL,Institut de,institute,
L1912-00930,DOLOT,Ecole Polytechnique,grande_ecole,
L1912-00931,DOMELA,Faculté de Médecine de Lausanne,university_faculty,doctorat_medecine
L1912-00931,DOMELA,Collège royal,secondary_college,doctorat_medecine
L1912-00936,DOUBLEDENT,lycée Carnot,secondary_lycee,baccalaureat;diplome_superieur
L1912-00936,DOUBLEDENT,Ecole de physique,other,baccalaureat;diplome_superieur
L1912-00940,DOUGNAC,Faculté des Sciences de Bordeaux,university_faculty,baccalaureat;certificat
L1912-00940,DOUGNAC,collège Alaoui,secondary_college,baccalaureat;certificat
L1912-00945,DOZEVILLE,collège Tinchehay,secondary_college,
L1912-00947,DRAMARD,Faculté de droit de Poitiers,university_faculty,licence_droit
L1912-00956,DROUILLARD,collège de Saintes,secondary_college,agregation;diplome_superieur
L1912-00956,DROUILLARD,Faculté de médecine de Bordeaux,university_faculty,agregation;diplome_superieur
L1912-00956,DROUILLARD,Institut de,institute,agregation;diplome_superieur
L1912-00959,DUBOURDIEU,lycée de Toulouse,secondary_lycee,baccalaureat
L1912-00960,DUBOURDIEU,Ecole de droit,other,
L1912-00961,DUCLOS,Ecole centrale,grande_ecole,
L1912-00963,DUCROQUET,collège de la,secondary_college,
L1912-00964,DUFFAU,lycée de Mont-de-Marsan,secondary_lycee,brevet_superieur
L1912-00966,DUFRÊNE,Ecole normale,teacher_training,certificat
L1912-00966,DUFRÊNE,école de la,other,certificat
L1912-00967,DUGLIN,lycée Carnot,secondary_lycee,baccalaureat
L1912-00968,DULIMON,Ecole supérieure des Postes et Télégraphes,grande_ecole,
L1912-00969,DUMAS,lycée de Lyon,secondary_lycee,
L1912-00969,DUMAS,Faculté de droit de Lyon,university_faculty,
L1912-00970,DUMERGUE,collège d'Aix,secondary_college,
L1912-00971,DUMONT,collège d'Auxerre,secondary_college,
L1912-00972,DUMONT,lycée Carnot,secondary_lycee,diplome_superieur
L1912-00973,DUPLA,Facultés de droit de Toulouse et de Paris,university_faculty,doctorat_droit
L1912-00974,DUPLAV,lycée de Saint-Etienne,secondary_lycee,diplome_superieur
L1912-00978,DURAN,collège de Bergerac,secondary_college,licence_droit;baccalaureat
L1912-00978,DURAN,lycée de Poitiers,secondary_lycee,licence_droit;baccalaureat
L1912-00978,DURAN,Ecole des Hautes-Etudes,other,licence_droit;baccalaureat
L1912-00978,DURAN,"Faculté de théologie de Montauban, Facultés de droit de Pari",university_faculty,licence_droit;baccalaureat
L1912-00980,DUREL,Ecole centrale,grande_ecole,
L1912-00982,DUREL,Faculté des lettres de Toulouse,university_faculty,
L1912-00982,DUREL,collège Alaoui,secondary_college,
L1912-00982,DUREL,lycée Carnot,secondary_lycee,
L1912-00985,DURMEYER,lycée Carnot,secondary_lycee,baccalaureat
L1912-00986,DURMEYER,lycée Biaise-Pascal,secondary_lycee,
L1912-00988,DUVAL,lycée Carnot,secondary_lycee,
L1912-00989,DUVAU,lycée de Sens,secondary_lycee,licence_droit;baccalaureat
L1912-00989,DUVAU,Faculté de droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-00989,DUVAU,Institut Colonial,institute,licence_droit;baccalaureat
L1912-01000,EIGENSCHENCK,lycée de Nancy,secondary_lycee,doctorat_droit
L1912-01000,EIGENSCHENCK,Faculté de droit de Paris,university_faculty,doctorat_droit
L1912-01001,EIGENSCHENCK,Ecole de jeunes,other,
L1912-01001,EIGENSCHENCK,Ecole Centrale,grande_ecole,
L1912-01013,EL ANNABI,collège Sadiki,secondary_college,
L1912-01013,EL ANNABI,lycée Carnot,secondary_lycee,
L1912-01013,EL ANNABI,collège Alaoui,secondary_college,
L1912-01029,ELES,Faculté de droit de l'Université de Rome,university_faculty,doctorat_droit
L1912-01032,EL FOURTI,Grande Mosquée,islamic_institution,diplome_superieur
L1912-01032,EL FOURTI,Khaldounia,islamic_institution,diplome_superieur
L1912-01032,EL FOURTI,zitouna,islamic_institution,diplome_superieur
L1912-01066,EMONTS,Ecole des HautesEtudes,other,
L1912-01078,ENGERER,collège de Malte,secondary_college,
L1912-01081,ENRIQUEZ,Ecole des Hautes,other,
L1912-01082,ENRIQUEZ,lycée Saint-Charles,secondary_lycee,doctorat_droit;baccalaureat
L1912-01082,ENRIQUEZ,Faculté de droit de Paris,university_faculty,doctorat_droit;baccalaureat
L1912-01097,ERRAIS,collège Alaoui,secondary_college,certificat
L1912-01099,ESCANO,collège des,secondary_college,
L1912-01104,ESSALMI,Zitouna,islamic_institution,
L1912-01110,EXIGA-KAYSER,collège de Bône,secondary_college,
L1912-01110,EXIGA-KAYSER,lycée de Constantine,secondary_lycee,
L1912-01112,FABRY,lycée de Marseille,secondary_lycee,doctorat_droit
L1912-01112,FABRY,Faculté de droit de Paris,university_faculty,doctorat_droit
L1912-01113,FAGES DE LATOUR,lycée d'Albi,secondary_lycee,baccalaureat
L1912-01113,FAGES DE LATOUR,Ecole Polytechnique,grande_ecole,baccalaureat
L1912-01117,FARHAT,collège Sadiki,secondary_college,
L1912-01121,FATTACIOLI,collège d'Ajaccio,secondary_college,
L1912-01121,FATTACIOLI,lycée de Marseille,secondary_lycee,
L1912-01122,FAUCHE,lycée Carnot,secondary_lycee,baccalaureat;brevet_superieur;certificat
L1912-01131,FËLICI,collège Fesch,secondary_college,baccalaureat
L1912-01143,FERRAND,lycée d'Alger,secondary_lycee,baccalaureat
L1912-01145,FERRY,lycée de Lille,secondary_lycee,
L1912-01145,FERRY,Faculté de médecine de Paris,university_faculty,
L1912-01148,FESQUET,lycée Car,secondary_lycee,
L1912-01148,FESQUET,école de Ferryville,other,
L1912-01149,FESQUET,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-01149,FESQUET,école de la,other,brevet_superieur;certificat
L1912-01154,FIESCHI,lycée Carnot,secondary_lycee,baccalaureat
L1912-01154,FIESCHI,lycée de Reims,secondary_lycee,baccalaureat
L1912-01157,FILIPFI,lycée de Bastia,secondary_lycee,
L1912-01160,FINOCCHI,lycée de Bastia,secondary_lycee,
L1912-01161,FINOCCHI,lycée de Bastia,secondary_lycee,licence_droit;baccalaureat
L1912-01161,FINOCCHI,Faculté de droit d'Aix,university_faculty,licence_droit;baccalaureat
L1912-01165,FITOUSSI,collège Alaoui,secondary_college,doctorat_droit;diplome_superieur
L1912-01169,FLAMANT,école normale,teacher_training,brevet_superieur
L1912-01171,FLEURY,lycée Fontanes,secondary_lycee,baccalaureat
L1912-01172,FLOT,lycée Carnot,secondary_lycee,baccalaureat;diplome_superieur
L1912-01172,FLOT,Ecole des Beaux-Arts,other,baccalaureat;diplome_superieur
L1912-01186,FOUCAUD,collège d'issoudun,secondary_college,certificat
L1912-01187,FOUCHER,Ecole de tir,other,
L1912-01189,FOULQUIER,Faculté de médecine de Paris,university_faculty,
L1912-01192,"• FRADET""",collège de Dax,secondary_college,
L1912-01198,FRÊMAUX,Ecole de Musique,other,
L1912-01201,FUNARO,collège de Livourne,secondary_college,
L1912-01201,FUNARO,lycée Saint-Sébastien,secondary_lycee,
L1912-01201,FUNARO,Ecole des éludes,other,
L1912-01201,FUNARO,Institut de,institute,
L1912-01201,FUNARO,Collège italien,secondary_college,
L1912-01204,GADRAT,lycée de Foix,secondary_lycee,licence_droit;baccalaureat
L1912-01204,GADRAT,Faculté de droit de Toulouse,university_faculty,licence_droit;baccalaureat
L1912-01208,GAGEY,Ecole coloniale,grande_ecole,
L1912-01210,GAILLARD,lycée de Constantine,secondary_lycee,
L1912-01210,GAILLARD,collège de Bône,secondary_college,
L1912-01216,GALLINI,Faculté de droit de Montpellier,university_faculty,licence_droit;baccalaureat
L1912-01217,GALLUT,Collège Sainte-Barbe,secondary_college,baccalaureat
L1912-01219,GAMET,Lycée Carnot,secondary_lycee,baccalaureat;certificat
L1912-01219,GAMET,"Ecole supérieure de droit, Alger",grande_ecole,baccalaureat;certificat
L1912-01221,GANDOLFO,Lycée Victor,secondary_lycee,
L1912-01221,GANDOLFO,école de médecine,other,
L1912-01224,GANDOLPHE,Ecole Centrale,grande_ecole,
L1912-01229,GANOUNA,collège Alaoui,secondary_college,brevet_superieur
L1912-01233,GASTU,Lycée d'Alger,secondary_lycee,
L1912-01236,GAUDIANI,lycée de Bastia,secondary_lycee,licence_droit;baccalaureat
L1912-01236,GAUDIANI,Facultés de droit d'Aix et de Par i s,university_faculty,licence_droit;baccalaureat
L1912-01240,GAUTIER,lycée Charlemagne,secondary_lycee,diplome_superieur
L1912-01241,GAVER,collège Saint-Louis,secondary_college,baccalaureat
L1912-01245,GELLÉ,lycée Carnot,secondary_lycee,agregation
L1912-01246,GENET,Faculté de droit de Paris,university_faculty,licence_droit;baccalaureat
L1912-01249,GENTHON,Ecole supérieure de Télégraphie,grande_ecole,diplome_superieur
L1912-01252,GEORGE,école Centrale,grande_ecole,
L1912-01253,GEPT,lycée de Nîmes,secondary_lycee,
L1912-01253,GEPT,Ecole Polytechnique,grande_ecole,
L1912-01255,GÉRARD,Ecole normale,teacher_training,
L1912-01266,GIGNAN,Ecole des mines,grande_ecole,
L1912-01274,GIRAUD,Institut de,institute,
L1912-01275,GIROU,lycée de Constantine,secondary_lycee,
L1912-01278,GISTUCCI,collège d'Ajaccio,secondary_college,licence_droit
L1912-01278,GISTUCCI,Faculté de droit d'Aix-en-Provence,university_faculty,licence_droit
L1912-01281,GLUCK,Ecole Coloniale,grande_ecole,diplome_superieur
L1912-01281,GLUCK,Institut de,institute,diplome_superieur
L1912-01284,GONNOT,Ecole Normale,teacher_training,
L1912-01284,GONNOT,école normale,teacher_training,
L1912-01285,GORDON,"Faculté de médecine de Paris, cours d'encliyogénie comparée",university_faculty,
L1912-01285,GORDON,Collège de France,secondary_college,
L1912-01291,GOUNOT,"Faculté des sciences de Palerme (Italie), Ecole d'Agricultur",university_faculty,
L1912-01291,GOUNOT,Ecole coloniale,grande_ecole,
L1912-01296,GOUVET,lycée de Marseille,secondary_lycee,
L1912-01296,GOUVET,collège de Sarlat,secondary_college,
L1912-01297,GOYET,lycée de Nîmes,secondary_lycee,
L1912-01298,GOZLAN,école de l,other,
L1912-01301,GRASSET,collège de Bordeaux,secondary_college,
L1912-01306,GRENOUILLEAU,Faculté de droit de Paris,university_faculty,licence_droit
L1912-01315,GRUNDLER,lycée Janson-deSailly,secondary_lycee,certificat
L1912-01315,GRUNDLER,lycée de Laval,secondary_lycee,certificat
L1912-01315,GRUNDLER,lycée de Tunis,secondary_lycee,certificat
L1912-01318,GUEDJ,lycée de Tunis,secondary_lycee,
L1912-01318,GUEDJ,Faculté de droit de Paris,university_faculty,
L1912-01319,GUËGAN,lycée de Versailles,secondary_lycee,baccalaureat
L1912-01319,GUËGAN,Faculté de médecine de Paris,university_faculty,baccalaureat
L1912-01320,GUELLATY,lycée Carnot,secondary_lycee,licence_droit;baccalaureat
L1912-01320,GUELLATY,Faculté de droit de Toulouse,university_faculty,licence_droit;baccalaureat
L1912-01321,GUELLATY,lycée d'Alger,secondary_lycee,
L1912-01325,GUÉNIER,école des Frères,other,diplome_superieur
L1912-01325,GUÉNIER,collège italien,secondary_college,diplome_superieur
L1912-01331,GUEYDAN,collège de BourgohiRondeau,secondary_college,licence_droit
L1912-01331,GUEYDAN,"Faculté de droit, de Grenoble",university_faculty,licence_droit
L1912-01333,GUILHON,Ecole normale,teacher_training,diplome_superieur;certificat
L1912-01333,GUILHON,école Normale,teacher_training,diplome_superieur;certificat
L1912-01333,GUILHON,collège Alaoui,secondary_college,diplome_superieur;certificat
L1912-01335,GUILLOCHON,Ecole Coloniale,grande_ecole,
L1912-01340,GUNG'L,lycée de Versailles,secondary_lycee,baccalaureat
L1912-01340,GUNG'L,lycée Napoléon,secondary_lycee,baccalaureat
L1912-01340,GUNG'L,lycée Henri,secondary_lycee,baccalaureat
L1912-01340,GUNG'L,Faculté de droit de Paris,university_faculty,baccalaureat
L1912-01342,GUTTIERES,lycée italien,secondary_lycee,doctorat_droit
L1912-01350,HADDAD,Collège italien,secondary_college,
L1912-01354,HADJOUJ,collège Sadiki,secondary_college,
L1912-01354,HADJOUJ,lycée Saint-Louis,secondary_lycee,
L1912-01384,HANRIOT,collège Sain,secondary_college,licence_droit;baccalaureat
L1912-01384,HANRIOT,"Faculté de droit (Nancy), Ecole des Sciences morales et",university_faculty,licence_droit;baccalaureat
L1912-01384,HANRIOT,Faculté de droit (Paris),university_faculty,licence_droit;baccalaureat
L1912-01391,HASSAN,lycée el,secondary_lycee,
L1912-01391,HASSAN,école de l,other,
L1912-01391,HASSAN,Faculté de médecine militaire de Coiistanlinople,university_faculty,
L1912-01392,HASSID,école de l,other,
L1912-01393,HASSID,Ecole de l,other,certificat
L1912-01394,HAUT,Institut de,institute,
L1912-01395,HAYAT,Lycée Carnot,secondary_lycee,doctorat_medecine;baccalaureat
L1912-01395,HAYAT,faculté de médecine de Mont- ■ pellier,university_faculty,doctorat_medecine;baccalaureat
L1912-01396,HAYDAR,collège Sadild,secondary_college,
L1912-01403,HENRY,collège de Remiremont,secondary_college,
L1912-01403,HENRY,Faculté de médecine de Nancy,university_faculty,
L1912-01406,HENRY,lycée Carnot,secondary_lycee,baccalaureat
L1912-01409,HERSON,école des cadets,other,
L1912-01409,HERSON,Ecole de Tir,other,
L1912-01413,HJALMAR,Ecole des hautes,other,
L1912-01423,HOUDE,collège Rollin,secondary_college,licence_droit
L1912-01423,HOUDE,"Faculté de Droit de Paris, licencié en droit",university_faculty,licence_droit
L1912-01427,HSIN,collège et,secondary_college,
L1912-01427,HSIN,lycée Sadiki,secondary_lycee,
L1912-01428,HUARD,Institut de,institute,diplome_superieur
L1912-01429,HUC,Ecole des Frères,other,
L1912-01429,HUC,collège de Saint-Pons,secondary_college,
L1912-01436,HURSTEL,Ecole de SaintCyr,other,
L1912-01439,IGOLEN,Ecole Polytechnique,grande_ecole,
L1912-01451,INERNY,Collège Blaekrock,secondary_college,diplome_superieur
L1912-01451,INERNY,Institut des,institute,diplome_superieur
L1912-01456,INGRAND,lycée de Mont-de-Marsan,secondary_lycee,licence_droit
L1912-01463,INVERSIN,collège Alaoui,secondary_college,
L1912-01463,INVERSIN,lycée Carnot,secondary_lycee,
L1912-01465,ISAAC,Lycée Louis-leGrand,secondary_lycee,
L1912-01466,ISNACK,collège de Toul,secondary_college,
L1912-01470,JACQUIER,Collège Stanislas,secondary_college,baccalaureat
L1912-01471,JACQUIER,Ecole Coloniale,grande_ecole,
L1912-01471,JACQUIER,Ecole normale,teacher_training,
L1912-01475,JAULMES,lycée Garnol,secondary_lycee,
L1912-01477,JOUBERT,lycée de Gap,secondary_lycee,
L1912-01480,JOYEUX,école de la,other,brevet_superieur
L1912-01480,JOYEUX,école normale,teacher_training,brevet_superieur
L1912-01481,JULIEN,Institut de,institute,
L1912-01485,KADDOUR,collège Sadiki,secondary_college,
L1912-01502,KËRAMBRIEG,lycée Henri,secondary_lycee,baccalaureat
L1912-01502,KËRAMBRIEG,école de cavalerie,other,baccalaureat
L1912-01502,KËRAMBRIEG,Institut de,institute,baccalaureat
L1912-01517,KHIAT,Lycée Carnot,secondary_lycee,baccalaureat
L1912-01518,KHIAT,Lycée Carnot,secondary_lycee,
L1912-01519,KHIAT,Collège Alaoui,secondary_college,licence_droit;baccalaureat
L1912-01519,KHIAT,Grande Mosquée,islamic_institution,licence_droit;baccalaureat
L1912-01526,KLEPPER,lycée de Bordeaux,secondary_lycee,baccalaureat;diplome_superieur;certificat
L1912-01540,KRAYENBUHL,Faculté de droit de Lausanne,university_faculty,
L1912-01543,KRISKIS,école de droit,other,
L1912-01556,LABBASSI,Ecole normale,teacher_training,diplome_superieur
L1912-01556,LABBASSI,collège Alaoui,secondary_college,diplome_superieur
L1912-01556,LABBASSI,Khaldounia,islamic_institution,diplome_superieur
L1912-01557,LABBÈ,lycée Carnot,secondary_lycee,doctorat_droit
L1912-01558,LACOMBRADE,lycée de Rochefort-sur-Mer,secondary_lycee,doctorat_droit;baccalaureat;diplome_superieur
L1912-01558,LACOMBRADE,"Faculté de droit -de Paris, Ecole des sciences politique",university_faculty,doctorat_droit;baccalaureat;diplome_superieur
L1912-01558,LACOMBRADE,Ecole des Sciences,other,doctorat_droit;baccalaureat;diplome_superieur
L1912-01559,LACORRE,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-01560,LACORRE,école normale,teacher_training,brevet_superieur;certificat
L1912-01560,LACORRE,école de Bijouville,other,brevet_superieur;certificat
L1912-01561,LACROIX,lycée d'Alg,secondary_lycee,
L1912-01562,LACROIX,lycée d'Avignon,secondary_lycee,baccalaureat
L1912-01565,LAFFAGE,lycée Carnot,secondary_lycee,
L1912-01565,LAFFAGE,Ecole de Musique,other,
L1912-01566,LAFFORGUE,collège de Nogent-le-Rotrou,secondary_college,
L1912-01566,LAFFORGUE,Lycée Janson,secondary_lycee,
L1912-01566,LAFFORGUE,Lycée Carnot,secondary_lycee,
L1912-01567,LAFITTE,lycée de Toulouse,secondary_lycee,
L1912-01567,LAFITTE,Faculté des lettres de Lyon,university_faculty,
L1912-01568,LAFONT,collège Sadiki,secondary_college,diplome_superieur
L1912-01570,LAGRANGE,lycée et,secondary_lycee,
L1912-01572,LAINE,Collège de la,secondary_college,doctorat_medecine;baccalaureat
L1912-01572,LAINE,Ecole de Médecine,other,doctorat_medecine;baccalaureat
L1912-01573,LAKBEGHE,collège Sadiki,secondary_college,
L1912-01574,LAKHOUA,collège Sadiki,secondary_college,
L1912-01574,LAKHOUA,lycée Carnot,secondary_lycee,
L1912-01575,LAKHOUA,collège Sadild,secondary_college,
L1912-01575,LAKHOUA,Collège Sadiki,secondary_college,
L1912-01575,LAKHOUA,Khaldounia,islamic_institution,
L1912-01579,LAMBERT,collège des,secondary_college,baccalaureat
L1912-01579,LAMBERT,Facultés de médecine de Lyon et de Paris,university_faculty,baccalaureat
L1912-01579,LAMBERT,Ecole de Médecine,other,baccalaureat
L1912-01582,LAMOLINERIE,Ecole normale,teacher_training,
L1912-01583,LAMOUROUX,Ecole des Hautes,other,baccalaureat
L1912-01585,LANDEROIN,Ecole normale,teacher_training,brevet_superieur;diplome_superieur;certificat
L1912-01587,LANGLOIS,lycée Carnot,secondary_lycee,
L1912-01588,LANNE,Faculté de Médecine de Lyon,university_faculty,
L1912-01591,LARGUÈGHE,collège Alaoui,secondary_college,brevet_superieur
L1912-01592,LARROUYAT,collège Sadiki,secondary_college,brevet_superieur;diplome_superieur;certificat
L1912-01592,LARROUYAT,Ecole normale,teacher_training,brevet_superieur;diplome_superieur;certificat
L1912-01592,LARROUYAT,Collège Alaoui,secondary_college,brevet_superieur;diplome_superieur;certificat
L1912-01592,LARROUYAT,Khaldounia,islamic_institution,brevet_superieur;diplome_superieur;certificat
L1912-01593,LAURET,lycée d'Alger,secondary_lycee,diplome_superieur;certificat
L1912-01594,LAVERDET,collège de SaintAmond,secondary_college,baccalaureat
L1912-01594,LAVERDET,Institut agronomique,institute,baccalaureat
L1912-01594,LAVERDET,Ecole Coloniale,grande_ecole,baccalaureat
L1912-01594,LAVERDET,Institut de,institute,baccalaureat
L1912-01597,LEAL,lycée de Nancy,secondary_lycee,
L1912-01597,LEAL,lycée de Constantine,secondary_lycee,
L1912-01598,LECA,collège de Pliilippeville,secondary_college,
L1912-01598,LECA,lycée de Constantine,secondary_lycee,
L1912-01598,LECA,Faculté des lettres de l'Université de Paris,university_faculty,
L1912-01598,LECA,lycée Carnot,secondary_lycee,
L1912-01599,LECA,collège Alaoui,secondary_college,
L1912-01599,LECA,collège de Bône,secondary_college,
L1912-01605,LELU,collège de Fontainebleau,secondary_college,baccalaureat
L1912-01606,LEMAIRE,collège de Juilly,secondary_college,
L1912-01606,LEMAIRE,Faculté de médecine de Paris,university_faculty,
L1912-01607,LEMANSKI,lycée de Lyon,secondary_lycee,baccalaureat
L1912-01607,LEMANSKI,Faculté de médecine de Paris,university_faculty,baccalaureat
L1912-01607,LEMANSKI,Ecole des Chartes,other,baccalaureat
L1912-01610,LEPINEY,lycée d'Alger,secondary_lycee,diplome_superieur
L1912-01611,LEROY,lycée Carnot,secondary_lycee,
L1912-01611,LEROY,Institut électro-technique,institute,
L1912-01613,LESCOT,Institut dentaire,institute,
L1912-01613,LESCOT,Ecole des BeauxArts,other,
L1912-01615,LESSEPS,lycée de Quimper,secondary_lycee,doctorat_droit
L1912-01616,LETOURNEUR,lycée Henri,secondary_lycee,licence_droit;baccalaureat;diplome_superieur
L1912-01616,LETOURNEUR,"Faculté de droit de Paris, Institut Commercial de Paris",university_faculty,licence_droit;baccalaureat;diplome_superieur
L1912-01616,LETOURNEUR,Institut Commercial,institute,licence_droit;baccalaureat;diplome_superieur
L1912-01619,LËVY,école de l,other,
L1912-01619,LËVY,collège Alaoui,secondary_college,
L1912-01620,LEYGONIE,collège de Brive,secondary_college,baccalaureat
L1912-01623,LIËGEY,lycée de Nancy,secondary_lycee,
L1912-01623,LIËGEY,Faculté de Médecine de Bordeaux,university_faculty,
L1912-01626,LIOTIER,lycée d'Avignon,secondary_lycee,licence_droit;baccalaureat;diplome_superieur
L1912-01626,LIOTIER,Ecole de Commerce,other,licence_droit;baccalaureat;diplome_superieur
L1912-01628,LIVET,lycée de Lyon,secondary_lycee,
L1912-01633,LODS,école de Tozeur,other,
L1912-01635,LOGOTHETTI,lycée de Moravie,secondary_lycee,
L1912-01637,LOIR,lycée Lakanal,secondary_lycee,
L1912-01637,LOIR,Institut de,institute,
L1912-01639,LORIN,Faculté des Lettres de Bordeaux,university_faculty,licence_droit;agregation
L1912-01639,LORIN,Ecole normale,teacher_training,licence_droit;agregation
L1912-01639,LORIN,Institut en,institute,licence_droit;agregation
L1912-01640,LOTH,collège Alaoui,secondary_college,
L1912-01644,LOVY,Faculté de médecine de Paris,university_faculty,
L1912-01644,LOVY,lycée national,secondary_lycee,
L1912-01645,LUCIANI,collège d'Ajaccio,secondary_college,
L1912-01645,LUCIANI,lycée cVAlger,secondary_lycee,
L1912-01645,LUCIANI,"Ecole supérieure de pharmacie d'Alger, Faculté",university_faculty,
L1912-01645,LUCIANI,Ecole supérieure d'Alger,grande_ecole,
L1912-01651,LURIE,collège de Manosque,secondary_college,brevet_superieur;diplome_superieur;certificat
L1912-01651,LURIE,collège Alaoui,secondary_college,brevet_superieur;diplome_superieur;certificat
L1912-01657,MACHUEL,lycée d'Alger,secondary_lycee,baccalaureat;certificat
L1912-01657,MACHUEL,collège arabe-français,secondary_college,baccalaureat;certificat
L1912-01658,MACHWITZ,lycée de Tours,secondary_lycee,baccalaureat
L1912-01659,MACLER,collège de Bône,secondary_college,
L1912-01675,MAIRE,collège de Pontarlier,secondary_college,baccalaureat
L1912-01675,MAIRE,lycée de Besançon,secondary_lycee,baccalaureat
L1912-01681,MALET,collège et,secondary_college,baccalaureat
L1912-01681,MALET,lycée de,secondary_lycee,baccalaureat
L1912-01681,MALET,Institut agronomique,institute,baccalaureat
L1912-01684,MALINAS,collège de Lunel,secondary_college,doctorat_medecine;baccalaureat
L1912-01684,MALINAS,lycée de Montpellier,secondary_lycee,doctorat_medecine;baccalaureat
L1912-01684,MALINAS,"Faculté de médecine de Montpellier, Ecole du Service de San",university_faculty,doctorat_medecine;baccalaureat
L1912-01684,MALINAS,"Facultés de Médecine de Strasbourg, 1867-70, et 'de Paris, 1",university_faculty,doctorat_medecine;baccalaureat
L1912-01692,MARCHIONI,Lycée de Bnstia,secondary_lycee,diplome_superieur
L1912-01696,MARINI,lycée et,secondary_lycee,baccalaureat;diplome_superieur;certificat
L1912-01696,MARINI,Faculté de Médecine de Toulouse,university_faculty,baccalaureat;diplome_superieur;certificat
L1912-01696,MARINI,Faculté des Sciences (prix du certificat P,university_faculty,baccalaureat;diplome_superieur;certificat
L1912-01699,MARQUET,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-01702,MARTEL,lycée de,secondary_lycee,baccalaureat
L1912-01702,MARTEL,Faculté de droit de Paris,university_faculty,baccalaureat
L1912-01703,MARTIN,Ecole normale,teacher_training,diplome_superieur
L1912-01704,MARTIN,école normale,teacher_training,brevet_superieur;certificat
L1912-01705,MARTINEAU,lycée du,secondary_lycee,licence_droit
L1912-01705,MARTINEAU,Ecole de Droit,other,licence_droit
L1912-01705,MARTINEAU,Ecole des Hautes,other,licence_droit
L1912-01707,MARZAG,Lycée et,secondary_lycee,
L1912-01707,MARZAG,Ecole supérieure de Commerce,grande_ecole,
L1912-01709,MASSARI,lycée de Parme,secondary_lycee,
L1912-01710,MASSÉ,lycée de Montauban,secondary_lycee,licence_droit;baccalaureat
L1912-01710,MASSÉ,"Faculté des lettres et, Faculté de droit)",university_faculty,licence_droit;baccalaureat
L1912-01712,MASSELOT,collège Chnplal,secondary_college,baccalaureat
L1912-01713,MASSIGAULT,collège Saint-Charles,secondary_college,
L1912-01713,MASSIGAULT,lycée el,secondary_lycee,
L1912-01717,MATHIEU,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-01717,MATHIEU,école supérieure de garçons de Bizerte,grande_ecole,brevet_superieur;certificat
L1912-01720,MATTEI,collège Chaplal,secondary_college,certificat
L1912-01721,MATTÉI,Lycée de Baslia,secondary_lycee,
L1912-01724,MAUBACQ,collège de Boulogne-sur-Mer,secondary_college,
L1912-01725,MAUGER,Ecole normale,teacher_training,brevet_superieur;certificat
L1912-01728,MAURIN,Faculté de droit cl'Aix-en-Provence,university_faculty,licence_droit;baccalaureat
L1912-01733,MAZIËRES,lycée d'Alger,secondary_lycee,licence_droit;baccalaureat;diplome_superieur
L1912-01733,MAZIËRES,Ecole supérieure d e droit d'Alger,grande_ecole,licence_droit;baccalaureat;diplome_superieur
L1912-01733,MAZIËRES,Ecole de droit,other,licence_droit;baccalaureat;diplome_superieur
L1912-01734,MAZOYER,Ecole supérieure des Posles et des Télégraphes,grande_ecole,
L1912-01736,MEARY,Ecole de garçons,other,brevet_superieur
L1912-01736,MEARY,Ecole normale,teacher_training,brevet_superieur
L1912-01738,MECHIRKI,collège Sadiki,secondary_college,
L1912-01765,MENVIELLE,Faculté de médecine,university_faculty,
L1912-01773,MERCIER,lycée de Conslanline,secondary_lycee,
L1912-01775,MERLIN,Ecole normale,teacher_training,agregation
L1912-01791,MICHAUX,collège de Soissons,secondary_college,
L1912-01795,MIFSUD,collège Saint-Charles,secondary_college,licence_droit
L1912-01795,MIFSUD,"Ecole supérieure de droit d'Alger, l'acuité de",grande_ecole,licence_droit
L1912-01797,MILLET,Collège électoral,secondary_college,
L1912-01797,MILLET,Ecole coloniale,grande_ecole,
L1912-01798,MILLOUD,lycée et,secondary_lycee,
