entry_id,person,order,order_country,grade,position,context
L1912-00608,CHAVIGNY,nichan_iftikhar,Tunisia,officier,108,"né (Indreet-Loire), off. d'Académie, off. du Nichan-lftikhar, chev. du"
L1912-00608,CHAVIGNY,merite_agricole,France,chevalier,134,"'Académie, off. du Nichan-lftikhar, chev. du Mérite Agricole, de l'Eto"
L1912-00608,CHAVIGNY,etoile_noire_benin,France (Benin),chevalier,156,"han-lftikhar, chev. du Mérite Agricole, de l'Etoile Noire du Bénin, de"
L1912-00618,CHEMAMA,nichan_iftikhar,Tunisia,officier,51,"A (Vila-Sauveur).Avril 1877, l'unis, off. du Nichan-lftikhar. Avocat a"
L1912-00619,CHEMILA,nichan_iftikhar,Tunisia,chevalier,52,"(Ra.hmim). 2 fôv. 1840, Tunis. Chevalier du Nichan-lftikhar. Agent gé"
L1912-00623,CHENAY,palmes_academiques,France,officier,44,"CHENAY (Louis). 17 déc. 1849, Paris, off. d'Académie, off. du Nichan-"
L1912-00623,CHENAY,nichan_iftikhar,Tunisia,officier,62,"7 déc. 1849, Paris, off. d'Académie, off. du Nichan-lftikhar. Chef du"
L1912-00632,CHERIF,nichan_iftikhar,Tunisia,officier,67,"Tunis, officier de. l'ordre beylical du Ni-, chan - Iftikhar. Aminé de"
L1912-00633,CHERVIN,palmes_academiques,France,officier,59,"e), 26 août 1873, Châtellus (Allier), off. d'Académie, off. du Mérite"
L1912-00633,CHERVIN,merite_agricole,France,officier,77,"Châtellus (Allier), off. d'Académie, off. du Mérite agricole, comm. du"
L1912-00633,CHERVIN,nichan_iftikhar,Tunisia,commandeur,103,"'Académie, off. du Mérite agricole, comm. du Nichan-lftikhar. Directeu"
L1912-00636,CHEVALIER,medaille_militaire,France,,66,"rille). 24 mars 1855, Arrou (Eure-et-Loire). Médaille Militaire, off."
L1912-00636,CHEVALIER,nichan_iftikhar,Tunisia,officier,94,"(Eure-et-Loire). Médaille Militaire, off. du Nichan-lftikhar. Entrepos"
L1912-00637,CHEVALIER,palmes_academiques,France,officier,54,"(Joseph). 1855, Algésiras (Espagne), off. d'Académie, comm. du Nichan"
L1912-00637,CHEVALIER,nichan_iftikhar,Tunisia,commandeur,73,"gésiras (Espagne), off. d'Académie, comm. du Nichan-lftikhar. Agent gé"
L1912-00638,CHEYLUS,legion_honneur,France,officier,48,"YLUS (Victor-Marie), 1839, Paris, off. de la Légion d'honneur. Mort à"
L1912-00640,CHICOLI,couronne_italie,Italy,chevalier,54,"Tolomeo). 19 fév. 1866, Païenne, chev. de la Couronne d'Italie, off. d"
L1912-00640,CHICOLI,nichan_iftikhar,Tunisia,officier,81,"enne, chev. de la Couronne d'Italie, off. du Nichan-lftikhar. Médecin-"
L1912-00641,CHIDIAC,palmes_academiques,France,officier,48,"DIAC (Naja). 21 fév, 1853, MontLiban, off. d'Académie, chev. du Mérite"
L1912-00641,CHIDIAC,merite_agricole,France,chevalier,67,", 1853, MontLiban, off. d'Académie, chev. du Mérite Agricole, grand of"
L1912-00641,CHIDIAC,nichan_iftikhar,Tunisia,grand_officier,98,"mie, chev. du Mérite Agricole, grand off. du Niçhan- Iftikhar. Chef de"
L1912-00652,CIRIER,palmes_academiques,France,officier,54,"abien), 22 oct. 1862, Cambrai (Nord). Off. d'Académie, comm. du Nichan"
L1912-00652,CIRIER,nichan_iftikhar,Tunisia,commandeur,73,"2, Cambrai (Nord). Off. d'Académie, comm. du Nichan-lftikhar. Avocat a"
L1912-00653,CITTANOVA,nichan_iftikhar,Tunisia,officier,51,"OVA (Jacques), 19 mars 1881, Sousse, off. du Nichan-lftikhar. Agent ma"
L1912-00654,CITTANOVA,nichan_iftikhar,Tunisia,officier,50,"NOVA (Ugo), 14 juillet 1SS5, Sousse, off. du Nichan-lftikhar. Directeu"
L1912-00656,CLÉMENT,legion_honneur,France,chevalier,71,"juin 1851, Valence (Drôme). Chevalier de la Légion d'honneur, Médaill"
L1912-00656,CLÉMENT,medaille_militaire,France,chevalier,89,"e (Drôme). Chevalier de la Légion d'honneur, Médaille militaire, Médai"
L1912-00657,CLERINO,nichan_iftikhar,Tunisia,officier,63,"ançois-Isidore), 30 déc. 1874, Lyon, off. du Nichan-lftikhar. Vérifica"
L1912-00658,CLERMONT,palmes_academiques,France,officier,59,"). 10 déc. 1877, Akbou (Constanline), off. d'Académie, off. du Nichan-"
L1912-00658,CLERMONT,nichan_iftikhar,Tunisia,officier,77,"kbou (Constanline), off. d'Académie, off. du Nichan-lftikhar. Professe"
L1912-00658,CLERMONT,ouissam_alaouite,Morocco,,184,"Sept. 1892. ETUDES : lycée d'Alger, collège Alaoui, Ecole des Lettres"
L1912-00659,CLERMONT,nichan_iftikhar,Tunisia,officier,66,". 1875,Le Caire (Egypte), off. d'Ac. off. du Nichan-lftikhar. Prof, de"
L1912-00660,CLEYET,ouissam_alaouite,Morocco,,195,"ues. SUCCESSIVEMENT : Instituteur au collège Alaoui, directeur à Rades"
L1912-00661,CLIDAT,nichan_iftikhar,Tunisia,officier,51,"(Martial), 13 avril 1S62, Bordeaux, off. dû Nichan-lftikhar. Conducte"
L1912-00665,COANET,palmes_academiques,France,officier,64,"nd), 2 nov. 1877. Nancy (M.-et-Mos.), off. d'Académie, off. du Mérite"
L1912-00665,COANET,merite_agricole,France,officier,82,"Nancy (M.-et-Mos.), off. d'Académie, off. du Mérite agricole, off. du"
L1912-00665,COANET,nichan_iftikhar,Tunisia,officier,107,"d'Académie, off. du Mérite agricole, off. du Nichan-lftikhar. Propriét"
L1912-00667,COEYTAUX,merite_agricole,France,officier,84,"6, Coligny (près de Sétiî, Algérie), off, du Mérite Agricole, on. 'd'A"
L1912-00667,COEYTAUX,palmes_academiques,France,officier,108,"î, Algérie), off, du Mérite Agricole, on. 'd'Académie, Médaille de sau"
L1912-00667,COEYTAUX,nichan_iftikhar,Tunisia,officier,150,"'d'Académie, Médaille de sauveta.ge, off. du Nichan-lftikhar. Régiss'"
L1912-00671,COHEN,nichan_iftikhar,Tunisia,officier,43,"COHEN (Jacob), 9 nov. 1872, Tunis, off. du Nichan-lftikhar. Publicis"
L1912-00672,COHEN,nichan_iftikhar,Tunisia,officier,1271,"NUGI (Salomon). 12 nov. 1875, Tunis, off. du Nichan-lftikhar. Directeu"
L1912-00677,COLLIN,palmes_academiques,France,officier,72,"2, Racheoourl-s'-Marne (H""-Marne), off. de l'Instruction publique, che"
L1912-00677,COLLIN,merite_agricole,France,chevalier,103,"e), off. de l'Instruction publique, chev. du Mérite agricole, off. du"
L1912-00677,COLLIN,nichan_iftikhar,Tunisia,officier,128,"publique, chev. du Mérite agricole, off. du Nichan-lftikhar. Inspecte"
L1912-00677,COLLIN,ouissam_alaouite,Morocco,,715,"nuel et de dessin à l'Ecole normale (collège Alaoui), Tunis ; professe"
L1912-00678,COLLOMP,palmes_academiques,France,officier,22,"COLLOMP, 1864, off. d'Académie, off. du Nichan-"
L1912-00678,COLLOMP,nichan_iftikhar,Tunisia,officier,40,"COLLOMP, 1864, off. d'Académie, off. du Nichan-lftikhar. Receveur"
L1912-00679,COLONNA -CESARI,nichan_iftikhar,Tunisia,officier,58,"RI (Jean-Paul), 25 mars 1888, Tunis, off. du Nichan-lftikhar. Attaché"
L1912-00680,COLONNA-CESARI,palmes_academiques,France,officier,60,"(Sébastien), 1871, Quenza (Corse), off. de l'instruction publique, off"
L1912-00680,COLONNA-CESARI,merite_agricole,France,officier,90,"se), off. de l'instruction publique, off. du Mérite agricole, de l'ord"
L1912-00680,COLONNA-CESARI,christ_portugal,Portugal,,134,"Mérite agricole, de l'ordre du Cambodge, du Christ de Portugal, comm."
L1912-00680,COLONNA-CESARI,nichan_iftikhar,Tunisia,commandeur,163,"du Cambodge, du Christ de Portugal, comm. du Nichan-lftikhar, vicecons"
L1912-00680,COLONNA-CESARI,nichan_ed_dem,Tunisia,,376,"rance à. Tunis, secrétaire particulier de M. Pichon, ministre des Affa"
L1912-00681,COLRAT,legion_honneur,France,chevalier,69,"ond), 10 août 1872, Muzac (Lot), chev. de la Légion d'honneur, off. d'"
L1912-00681,COLRAT,palmes_academiques,France,officier,94,"(Lot), chev. de la Légion d'honneur, off. d'Académie, Médaille coloni"
L1912-00681,COLRAT,medaille_coloniale,France,officier,104,"ev. de la Légion d'honneur, off. d'Académie, Médaille coloniale. avec"
L1912-00681,COLRAT,nichan_iftikhar,Tunisia,commandeur,179,"e en OT « Afrique Centrale», command. du N'i.chan-Iflikhar, décoré de"
L1912-00682,COMBAZ,palmes_academiques,France,officier,74,"8 novembre 1863, Pressins (Isère), off. de l'Instruction publique, che"
L1912-00682,COMBAZ,merite_agricole,France,chevalier,105,"e), off. de l'Instruction publique, chev. du Mérite agricole, off. du"
L1912-00682,COMBAZ,nichan_iftikhar,Tunisia,officier,130,"publique, chev. du Mérite agricole, off. du Nichan-lftikhar. Chef du"
L1912-00684,COMBES,palmes_academiques,France,officier,26,"COMBES (DE), 1864, off. d'Académie, off. du Nichan-"
L1912-00684,COMBES,nichan_iftikhar,Tunisia,officier,44,"COMBES (DE), 1864, off. d'Académie, off. du Nichan-lftikhar. Inspecte"
L1912-00685,COMBET,palmes_academiques,France,officier,70,"déc. 1862"", Albertville (Savoie), off. de l'Instruction publique, coi"
L1912-00685,COMBET,nichan_iftikhar,Tunisia,officier,101,"e), off. de l'Instruction publique, coin, du Nichan-lftikhar. Professe"
L1912-00694,COMITI,palmes_academiques,France,officier,75,"erra (Corse), Médaille du Tonkin. officier d'Académie, officier de l'o"
L1912-00699,COMMUNAUX,legion_honneur,France,officier,77,"i 1849, Arnay-le-Duc (Côte-d'Or), off. de la Légion d'honneur. Commiss"
L1912-00718,COMTE,palmes_academiques,France,,98,"r. de Saint-Jean-d'Angely (Ch.-lnf), ol'f. d'Académie.off. du NichaniH"
L1912-00719,COMTE,palmes_academiques,France,officier,66,"es), 20"" janvier 1869, Sus (B.-Pyr.), off. d'Académie, chev. du Mérite"
L1912-00719,COMTE,merite_agricole,France,chevalier,85,"69, Sus (B.-Pyr.), off. d'Académie, chev. du Mérite Agricole, off. du"
L1912-00719,COMTE,nichan_iftikhar,Tunisia,officier,110,"'Académie, chev. du Mérite Agricole, off. du Nichan-lftikhar. Médecin,"
L1912-00736,CORBES,palmes_academiques,France,officier,86,"871, • Boisgervilly (Ile-et-Vilaine), off. d'Académie, off. du Nichan-"
L1912-00736,CORBES,nichan_iftikhar,Tunisia,officier,104,"y (Ile-et-Vilaine), off. d'Académie, off. du Nichan-lftikhar. Receveur"
L1912-00737,CORDEIL,palmes_academiques,France,officier,64,"ste), 7 oct. 1866, Cnalançon (Drôme), off. d'Académie, off. du Nichan-"
L1912-00737,CORDEIL,nichan_iftikhar,Tunisia,officier,82,"Cnalançon (Drôme), off. d'Académie, off. du Nichan-lftikhar. Professe"
L1912-00739,CORRAS,nichan_iftikhar,Tunisia,officier,43,"CORRAS (Etienne), oct. 1S76, Lyon, off. du Nichan-lftikhar. Construc"
L1912-00739,CORRAS,ouissam_alaouite,Morocco,,198,"che, Tunis. Janv. 1885. E'i'uri'.s : Collège Alaoui et Ecole professio"
L1912-00740,COSSANGE,palmes_academiques,France,officier,67,"rien-.loseph). 1862. Firminy (Loire), off. d'Académie, connu, du Nicha"
L1912-00740,COSSANGE,nichan_iftikhar,Tunisia,officier,87,"Firminy (Loire), off. d'Académie, connu, du Nichan-lftikhar, Ingénieu"
L1912-00740,COSSANGE,osmanie,Ottoman Empire,,918,"Algérie, Tunisie, Russie, Caucase, Bulgarie. Roumanie, etc., etc."
L1912-00741,COSSON,palmes_academiques,France,,144,"liKln (lnrl pn Uléfl . nipni de l'Institut, (Académie des Sciences). A"
L1912-00741,COSSON,nichan_iftikhar,Tunisia,commandeur,7178,"eaulieu (Corrèze), off. d'Académie, comm. du Nichan-lftikhar. Négocian"
L1912-00744,COUDERC,nichan_iftikhar,Tunisia,officier,54,"Pierre), 1"" juin 1S56. Cajarc (Lot), off. du Nichan-lftikhar. Négocian"
L1912-00745,COULON,palmes_academiques,France,officier,49,"ON (Louis), 1865, Aix-en-Provence, off. de l'Instruction publique, com"
L1912-00745,COULON,nichan_iftikhar,Tunisia,commandeur,85,"ff. de l'Instruction publique, commandeur du Nichan-lftikhar. Avocat,"
L1912-00747,COURT,palmes_academiques,France,officier,49,"T (Calixte), 14- sept. 1853, Aubenas, off. d'Académie, comm. du Nichan"
L1912-00748,COURT,nichan_iftikhar,Tunisia,commandeur,488,"AS (Basilio), 1860, Sparte (Grèce); comm. du Nichan-lftikhar, décoré d"
L1912-00748,COURT,saint_sauveur_grece,Greece,,898,"ciale de Paris, ancien vice-consul de Grèce. Auteur de «La Grèce après"
L1912-00748,COURT,medaille_coloniale,France,,1267,onneur de' l'Assistance Mutuelle Tunisienne. Médaille d'or de l'exposi
L1912-00750,CRANCIER,palmes_academiques,France,officier,60,"t), S déc. .1867, Melisey (H.-Saône), off. d'Académie, chev. du Mérite"
L1912-00750,CRANCIER,merite_agricole,France,chevalier,79,"elisey (H.-Saône), off. d'Académie, chev. du Mérite agricole, commande"
L1912-00750,CRANCIER,nichan_iftikhar,Tunisia,commandeur,110,"mie, chev. du Mérite agricole, commandeur du Nichan-lftikhar. Sous-dir"
L1912-00752,CRETE,legion_honneur,France,chevalier,55,"rice), oct. 1S55, Zaulzy (Oise), chev. de la Légion d'Honneur, médaill"
L1912-00752,CRETE,medaille_coloniale,France,chevalier,73,"Zaulzy (Oise), chev. de la Légion d'Honneur, médaille coloniale, off."
L1912-00752,CRETE,palmes_academiques,France,officier,103,"ion d'Honneur, médaille coloniale, off. de l'Instruction publique, off"
L1912-00752,CRETE,merite_agricole,France,officier,133,"ale, off. de l'Instruction publique, off. du Mérite agricole, gr. off."
L1912-00752,CRETE,saint_stanislas,Russia,,249,omaine de Crétéville. 1882. ETUDES : collège Stanislas et Ecole milita
L1912-00755,CRISTOFARI,medaille_militaire,France,,57,"Etienne), 26 déc. 1863, Rospigliani (Corse). Médaille militaire, Médai"
L1912-00755,CRISTOFARI,medaille_coloniale,France,,57,"Etienne), 26 déc. 1863, Rospigliani (Corse). Médaille militaire, Médai"
L1912-00759,CRUZET,nichan_iftikhar,Tunisia,officier,31,"CRUZET (Victor). 1876, off. du Nichan-lftikhar. Agréé in"
L1912-00760,CUBISOL,nichan_iftikhar,Tunisia,officier,58,"les), 25 juillet 1865,. La Goulette, off. du Nichan-lftikhar.- Receveu"
L1912-00761,CUBISOL,legion_honneur,France,chevalier,51,"L (Joseph),. 1830', La Goulette. chev. de la Légion d'honneur, ancien"
L1912-00762,CUÉNOD,palmes_academiques,France,officier,71,"1S68, SaintLégier-sur-Vevey (Suisse), off. d'Académie, chev. du Mérite"
L1912-00762,CUÉNOD,merite_agricole,France,chevalier,90,"ur-Vevey (Suisse), off. d'Académie, chev. du Mérite asricole. off. du"
L1912-00765,CURTELIN,legion_honneur,France,chevalier,73,"nov. I 1850, Chambéry (Savoie), chev. de la Légion d'honneur, off. de"
L1912-00765,CURTELIN,palmes_academiques,France,officier,101,"ie), chev. de la Légion d'honneur, off. de l'Instruction publique gr."
L1912-00765,CURTELIN,nichan_iftikhar,Tunisia,grand_officier,134,", off. de l'Instruction publique gr. off. du Nichan - Iftikhar. Négoci"
L1912-00767,DABRIGEON,palmes_academiques,France,officier,80,"ir), 17 janv. 1869, Mayres (Ardèche), off. d'Académie, off: du Nichan-"
L1912-00767,DABRIGEON,nichan_iftikhar,Tunisia,officier,98,", Mayres (Ardèche), off. d'Académie, off: du Nichan-lftikhar. Pharmaci"
L1912-00767,DABRIGEON,medaille_coloniale,France,,1447,de la Chambre Mixte du Sud (2 février 1908). Médaille de bronze à. l'E
L1912-00768,DALIOT,nichan_iftikhar,Tunisia,officier,56,"nce-Albert), 17 juillet 1880, Alger, off. du Nichan-lftikhar. Rédacteu"
L1912-00770,DALLARD,legion_honneur,France,,210,"GNE (Henri), 31 mars 1853, Paris; che. de la Légion d'honneur, etc. An"
L1912-00773,DANDINE,nichan_iftikhar,Tunisia,officier,58,"re-Paul-Gaston), 5 août 1879, Paris, off. du Nichan-lftikhar. Secrétai"
L1912-00774,DANGELZER,legion_honneur,France,chevalier,69,"février 1856, Andlau (Bas-Rhin), chev. de la Légion d'honneur. Médaill"
L1912-00774,DANGELZER,medaille_coloniale,France,chevalier,87,"au (Bas-Rhin), chev. de la Légion d'honneur. Médaille coloniale, off."
L1912-00774,DANGELZER,palmes_academiques,France,officier,114,"Légion d'honneur. Médaille coloniale, off. d'Académie, chevalier du Mé"
L1912-00774,DANGELZER,merite_agricole,France,chevalier,137,"lle coloniale, off. d'Académie, chevalier du Mérite agricole, commande"
L1912-00774,DANGELZER,nichan_iftikhar,Tunisia,commandeur,168,"chevalier du Mérite agricole, commandeur du Nichan - Iftikhar. Lieute"
L1912-00776,DANINOS,palmes_academiques,France,officier,53,"(Léon), 19 mars 1863, Bône (Algérie), off. d'Académie, off. du Nichanl"
L1912-00777,DANOS,nichan_iftikhar,Tunisia,officier,64,"avril 1877, Auterive (I-I.-Garonne), off. du Nichan-lftikhar, Chef du"
L1912-00778,DANTON,nichan_iftikhar,Tunisia,officier,57,"nd), 20 sept. 1874, Sézanne (Marne), off. du Nichan-lftikhar. Rédacteu"
L1912-00786,DARMON,nichan_iftikhar,Tunisia,officier,79,juillet 1885. La Goulelte (Tunisie). Off. du Nichan-lftikhar. Avocat a
L1912-00787,DARMONY,ouissam_alaouite,Morocco,,103,"s, rue Es-Sadikia, 15, Tunis. ETUDES : Coll. Alaoui. Brev. élém. Spéci"
L1912-00788,DASCONAGUERRE,palmes_academiques,France,officier,85,"Labaslide Clairencç (BassesPvrénéesl. Off. d'académie, chev.. de l'ord"
L1912-00788,DASCONAGUERRE,isabelle_catholique,Spain,chevalier,115,"énéesl. Off. d'académie, chev.. de l'ordre d'Isabelle-la-Catholique, c"
L1912-00788,DASCONAGUERRE,nichan_iftikhar,Tunisia,,155,"re d'Isabelle-la-Catholique, com. mandeur du Nichan - Iîtikhar. Avocat"
L1912-00790,DAVER,francois_joseph,Austria-Hungary,,7,"DAVER (François-Joseph-Paul), 26"
L1912-00790,DAVER,nichan_iftikhar,Tunisia,commandeur,696,r et particulièrement chaudes. commandeur du Nichan-lftikhar. C h e f
L1912-00791,DAVID,nichan_iftikhar,Tunisia,commandeur,82,"l'Ordre de Saint-Grégoire-le-Grand, comm. du Nichan-lftikhar. Ingénieu"
L1912-00795,DEBON,palmes_academiques,France,officier,48,"ON (Séraphin-Victorin), 1"" juin 1864, off. d'Académie, off. du Nichan-"
L1912-00795,DEBON,nichan_iftikhar,Tunisia,officier,66,"rin), 1"" juin 1864, off. d'Académie, off. du Nichan-lftikhar. Interprè"
L1912-00795,DEBON,ouissam_alaouite,Morocco,,374,Nabeul; professeur à El-Asfouria ou Collège Alaoui; ancien professeur
L1912-00801,DECKER-DAVID,merite_agricole,France,commandeur,69,"), 27 sept. 1865, Commercy (Meuse), comm. du Mérite agricole. Gr. Offi"
L1912-00801,DECKER-DAVID,nichan_iftikhar,Tunisia,grand_officier,102,"), comm. du Mérite agricole. Gr. Officier du Nichan-IIlikhar, Gr. Offi"
L1912-00801,DECKER-DAVID,nichan_el_abed,Tunisia,,1040,"par S. A. le Bey sont le Nichan-lftikhar, le Nichan-el-Ahed (ou insign"
L1912-00804,DEFRANCHI,nichan_iftikhar,Tunisia,officier,57,"oseph), 7 déc. 1S55, Soccia (Corse), off. du Nichan-lftikhar. Directeu"
L1912-00807,DEGOMMIER,nichan_iftikhar,Tunisia,,65,"2 juillet 1870. Lardy (S.-el-Oise), ofl. du (Nichan-lftikhar.- Avocat"
L1912-00808,DËGRËAUX,palmes_academiques,France,officier,62,"-Honoré), 23 fév. 1850, Toulon (Var), off. d'Académie, off. du Mérite"
L1912-00808,DËGRËAUX,merite_agricole,France,officier,80,"1850, Toulon (Var), off. d'Académie, off. du Mérite agricole, comm. du"
L1912-00809,DËGUT,nichan_iftikhar,Tunisia,officier,49,"T (Joseph), 5 nov. 1.871, Marseille, off. du Nichan- Iflikhar. Huissie"
L1912-00811,DEJEAN,nichan_iftikhar,Tunisia,grand_officier,72,"la. Légion d'hon., off. d'Acad., gr. off. du Nichan-lftikhar, premier"
L1912-00812,DEJEANNE,legion_honneur,France,chevalier,76,"22 déc. 1845, Asie (Il.-Pyr.), chev.' de la. Lésion (l'honneur. »r. ol"
L1912-00812,DEJEANNE,nichan_iftikhar,Tunisia,,108,hev.' de la. Lésion (l'honneur. »r. ol'f. du Nichan-lftikhar. Receveur
L1912-00814,DELARUE,legion_honneur,France,officier,70,"nov. 1850, Pontoise (S.-el-Oise), off. de la Légion d'honneur, Médaill"
L1912-00814,DELARUE,medaille_coloniale,France,officier,88,"e (S.-el-Oise), off. de la Légion d'honneur, Médaille coloniale, médai"
L1912-00814,DELARUE,saint_stanislas,Russia,grand_croix,164,"Madagascar, grand-croix de l'ordre de Sainl-Stanislas, comm. du Nicha"
L1912-00816,DELEBECQUE,legion_honneur,France,grand_officier,60,"lionse-Charles),1824, Douai, gr. off. de la. Légion d'honneur. Général"
L1912-00818,DELIEUX,palmes_academiques,France,officier,73,"Bernard), 24 mars 1868, Toulouse, officier d'Académie, officier du Nic"
L1912-00819,DELMAS,legion_honneur,France,chevalier,80,"e 1.867.Montereau (S.-et-Marne), chev. de la Légion d'honneur, off. de"
L1912-00819,DELMAS,palmes_academiques,France,officier,108,"ne), chev. de la Légion d'honneur, off. de l'Instruction publique, com"
L1912-00820,DELMAS,legion_honneur,France,chevalier,26,"DELMAS, 1854, chev. de la Légion d'honneur, off. de"
L1912-00820,DELMAS,palmes_academiques,France,officier,54,"854, chev. de la Légion d'honneur, off. de l'Instruction publique. Dir"
L1912-00821,DELMOLINO,palmes_academiques,France,officier,63,", 13 nov. 1861, Roy an (Char.-Inf.), off: 'd'Académie, . chev. du Méri"
L1912-00821,DELMOLINO,merite_agricole,France,chevalier,84,"n (Char.-Inf.), off: 'd'Académie, . chev. du Mérite agricole, gr. off."
L1912-00821,DELMOLINO,nichan_iftikhar,Tunisia,grand_officier,113,"mie, . chev. du Mérite agricole, gr. off. du Nichan-lftikhar. Directeu"
L1912-00822,DELMON,nichan_iftikhar,Tunisia,officier,89,", Castillon-sur-Dordogne (Gironde), off. dïi Nichan-lftikhar. Aumônier"
L1912-00823,DELORD,nichan_iftikhar,Tunisia,commandeur,130,-n-np nhpv fin A/T/>ri(p nrrrip.nlp comm. du Nicnan - Iftikhar. Receve
L1912-00824,DEMARCQ,palmes_academiques,France,officier,47,"MARCQ (Henri-Clément), 26 nov. 1.S69, off. d'Académie. Entrepreneur de"
L1912-00825,DEMAY,nichan_iftikhar,Tunisia,officier,82,"mbre 1.876, Philippeville (Algérie), off. du Nicha.n-Iflikbar. Receveu"
L1912-00827,DEMOULIN,nichan_iftikhar,Tunisia,officier,56,"ené-Lucien), 28 octobre 1879, Paris, off. du Nichan-Iftikhar.Agri cult"
L1912-00828,DENCAUSE,legion_honneur,France,chevalier,70,"mbre 1850, Soueich, (I-I.-Gar.j, chev. de la Légion d'honn., médailles"
L1912-00828,DENCAUSE,nichan_iftikhar,Tunisia,officier,142,"es campagnes de Tunisie et de Chine, off. du Nichan-lftikhar. Ancien l"
L1912-00829,DENJEAN-NAVAILLES,palmes_academiques,France,,76,"fév. 1866, Espondeilhan (Hérault), olïic, d'Académie. Commissaire de"
L1912-00830,DEPIENNE,legion_honneur,France,officier,7879,isés. M. Depienne a été nommé officier de la Légion d'honneur le 1.4 j
L1912-00832,DEPLANCHE,nichan_iftikhar,Tunisia,officier,61,"e), 21 mars 1838, Secaux (Charente), off. du Nichan-lftikhar. Négocian"
L1912-00834,DERIVAUX,legion_honneur,France,chevalier,79,"1845. Kaltenhausen (Bas-Rhin), chev.- de la Légion d'honneur, chev. d"
L1912-00834,DERIVAUX,merite_agricole,France,chevalier,106,"in), chev.- de la Légion d'honneur, chev. du Mérite agricole, médaille"
L1912-00834,DERIVAUX,medaille_coloniale,France,chevalier,123,"Légion d'honneur, chev. du Mérite agricole, médaille coloniale, comm."
L1912-00834,DERIVAUX,nichan_iftikhar,Tunisia,commandeur,152,"érite agricole, médaille coloniale, comm. du Nichan-lftikhar. Capitain"
L1912-00836,DESFONTAINE,palmes_academiques,France,,122,"relle, fut envoyé en Barbarie aux frais de l'Académie des Sciences. Pa"
L1912-00837,DESTRÉES,palmes_academiques,France,officier,77,"nd), 18 déc. 1S52, Oran (Algérie), off. de l'Instruction publique, coi"
L1912-00837,DESTRÉES,nichan_iftikhar,Tunisia,officier,110,", off. de l'Instruction publique, coiiim. du Nichan-lftikhar. Professe"
L1912-00838,DESTREES,palmes_academiques,France,officier,104,"m (Algérie), off. d'ASAINT-RAPHAËL QUINQUINA cadémie. chev. du Mérite"
L1912-00838,DESTREES,merite_agricole,France,chevalier,122,"d'ASAINT-RAPHAËL QUINQUINA cadémie. chev. du Mérite agricole, off. du"
L1912-00838,DESTREES,etoile_noire_benin,France (Benin),chevalier,174,"agricole, off. du Nichanlftikhar, chev. de l'Etoile Noire du Béni n. A"
L1912-00841,DHAINE,palmes_academiques,France,officier,68,"chel), 15 janv. 1867. Paris IX"" arr., off. d'Acadômie,chev. du Mérite"
L1912-00841,DHAINE,merite_agricole,France,chevalier,86,"67. Paris IX"" arr., off. d'Acadômie,chev. du Mérite agricole, off. du"
L1912-00841,DHAINE,nichan_iftikhar,Tunisia,officier,111,"d'Acadômie,chev. du Mérite agricole, off. du Nichan-lftikhar. Sous-dir"
L1912-00846,DIANOUS,legion_honneur,France,chevalier,56,"ul DE). 14 octobre 1.S59. Paris. Chev. de la Légion d'honneur, gr. off"
L1912-00846,DIANOUS,nichan_iftikhar,Tunisia,grand_officier,86,"s. Chev. de la Légion d'honneur, gr. off. du Nichan-lftikhar, off. de"
L1912-00846,DIANOUS,palmes_academiques,France,officier,113,"neur, gr. off. du Nichan-lftikhar, off. de l'Instruction publique. Per"
L1912-00847,DINGUIZLI,legion_honneur,France,officier,52,"LI (Moustapha), oct. 1865, Tunis, off. de la Légion d'honneur, off. d'"
L1912-00847,DINGUIZLI,palmes_academiques,France,officier,77,", Tunis, off. de la Légion d'honneur, off. d'Académie, chev. du Mérite"
L1912-00847,DINGUIZLI,merite_agricole,France,chevalier,96,"Légion d'honneur, off. d'Académie, chev. du Mérite agricole, comm. du"
L1912-00847,DINGUIZLI,nichan_iftikhar,Tunisia,commandeur,122,"Académie, chev. du Mérite agricole, comm. du Nichan - Iftikhar, off. d"
L1912-00857,DISEGNI,palmes_academiques,France,officier,35,"DISEGNI (A.), 1.863, Tunis, off. d'Académie -, chev. du Méri"
L1912-00857,DISEGNI,merite_agricole,France,chevalier,56,"), 1.863, Tunis, off. d'Académie -, chev. du Mérite agricole, chev. de"
L1912-00857,DISEGNI,couronne_italie,Italy,chevalier,85,"mie -, chev. du Mérite agricole, chev. de la couronne d'Italie, chev."
L1912-00857,DISEGNI,leopold_belgique,Belgium,chevalier,124,"de la couronne d'Italie, chev. de l'ordre de Léopold de Belgique, comm"
L1912-00857,DISEGNI,nichan_iftikhar,Tunisia,commandeur,154,"de l'ordre de Léopold de Belgique, comm. du Nichan - Iftikhar. Receve"
L1912-00863,DJAIT,legion_honneur,France,commandeur,28,"DJAIT (Youcef), comm. de la Légion d'honneur, grand c"
L1912-00863,DJAIT,nichan_iftikhar,Tunisia,grand_cordon,62,"omm. de la Légion d'honneur, grand cordon du Nichan-lftikhar. Premier"
L1912-00865,DJAMAL,nichan_iftikhar,Tunisia,officier,37,"DJAMAL (Ahmed), 1853, Tunis, off. du Nichan-lftikhar. Négocian"
L1912-00866,DJAMAL,ouissam_alaouite,Morocco,,155,"s, souk El-Attarine, Tunis. ETUDES : collège Alaoui."
