node_id,label,node_type,subtype,birth_year,n_decorations,has_portrait,entry_length_chars,page,page_url
L1912-01006,EL-AFRANE,place_with_entry,Tunis et caïtet de la banlieue,,,0,157,173,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f197.item
L1912-01007,EL-AGHAIR,place_with_entry,Sfax,,,0,70,173,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f197.item
L1912-01008,EL-AKHOUAT,place_with_entry,Kef,,,0,255,173,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f197.item
L1912-01009,EL-ALA,place_with_entry,,,,0,260,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01010,EL-ALIA,place_with_entry,Bizerte,,,0,278,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01011,EL-ALIA.C,place_with_entry,Sousse,,,0,174,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01014,EL-AOUANA,place_with_entry,Bizerle,,,0,106,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01015,EL-AOUARIA,place_with_entry,Béja,,,0,94,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01016,EL-AOURIA,place_with_entry,Grombalia et caïdat du Cap-Bon,,,0,339,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01017,EL-AOUID,place_with_entry,Bizerte,,,0,58,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01018,EL-AOUINA,place_with_entry,,,,0,1010,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01019,EL-AOUJA,place_with_entry,,,,0,224,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01021,EL-AROUSSA,place_with_entry,Béja,,,0,284,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01022,EL-ATTAIA,place_with_entry,Sfax,,,0,136,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01023,EL-AYACHA,place_with_entry,Gafsa,,,0,185,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01024,EL-AZIB,place_with_entry,Bizerte,,,0,90,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01025,EL-BAHIRA,place_with_entry,Sousse,,,0,83,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01026,EL-BATHAN,place_with_entry,Tunis,,,0,444,174,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f198.item
L1912-01027,EL-BIBAN,place_with_entry,,,,0,296,175,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f199.item
L1912-01028,EL-DJEM,place_with_entry,Sousse,,,0,895,175,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f199.item
L1912-01030,EL-FEIJA,place_with_entry,Souk-el-Arba,,,0,249,175,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f199.item
L1912-01033,EL-GUETMA,place_with_entry,Bizerte,,,0,99,175,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f199.item
L1912-01034,EL-GUETTAR,place_with_entry,Gafsa,,,0,120,175,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f199.item
L1912-01035,EL-GUETTAR,place_with_entry,,,,0,215,175,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f199.item
L1912-01037,EL-HAFFEY,place_with_entry,Gafsa,,,0,209,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01038,EL-HAMMA,place_with_entry,,,,0,910,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01039,EL-HAMMA-DU-DJERID,place_with_entry,Gafsa,,,0,546,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01040,EL-HAOUID,place_with_entry,Bizerte,,,0,81,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01041,"EL HARRICR""",place_with_entry,Kef,,,0,252,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01042,EL-HERI,place_with_entry,Tunis,,,0,194,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01043,EL-HOUFIA,place_with_entry,Béja,,,0,421,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01044,EL-IMAIA,place_with_entry,Gabès,,,0,82,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01045,EL-KANTARA,place_with_entry,Gabès,,,0,341,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01047,EL-KEBRARIA,place_with_entry,Tunis,,,0,90,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01048,EL-KEBIRA,place_with_entry,Souk-el-Arba,,,0,182,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01050,EL-KSAR,place_with_entry,Gafsa,,,0,148,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01051,ELLES,place_with_entry,Kef,,,0,206,176,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f200.item
L1912-01053,EL-LOUZA,place_with_entry,Sfax,,,0,162,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01054,EL MABROUK,place_with_entry,,,,0,276,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01055,EL-MAI,place_with_entry,Gabès,,,0,83,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01056,EL-MECHREF,place_with_entry,Mactar,,,0,164,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01057,EL-MELLAHA,place_with_entry,Tunis,,,0,77,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01060,EL-METHOUIA,place_with_entry,Gabès,,,0,218,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01061,EL-MOENSA,place_with_entry,,,,0,92,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01063,EL-OUBIRA,place_with_entry,Thala,,,0,66,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01064,EL-OUDIANE,place_with_entry,Gafsa,,,0,182,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01068,ENCHIR-DJEBBEUS,place_with_entry,Tunis et caïdat de Zaghouan,,,0,93,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01069,ENCHIR-GRIOUIA,place_with_entry,Tunis,,,0,104,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01071,ENCHIR-RIHANA,place_with_entry,Kef,,,0,177,177,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f201.item
L1912-01076,ENFIDAVILLE,place_with_entry,Sousse,,,0,1180,178,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f202.item
L1912-01077,ENFIDA,place_with_entry,,,,0,1338,178,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f202.item
L1912-01092,EPARGNEVILLE,place_with_entry,Sfax,,,0,66,181,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f205.item
L1912-01100,Espagnols,place_with_entry,,,,0,511,183,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f207.item
L1912-01115,FAHS,place_with_entry,Tunis,,,0,357,186,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f210.item
L1912-01120,FATH-ALLAH,place_with_entry,Tunis,,,0,141,186,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f210.item
L1912-01123,FAUCONNERIE,place_with_entry,Sfax,,,0,75,186,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f210.item
L1912-01127,FEDJ-ASSÊNE,place_with_entry,Kef,,,0,265,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01128,FEDJ-ADOUM,place_with_entry,Kef,,,0,247,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01129,FEDJ-ET-TAMEUR,place_with_entry,Ker,,,0,200,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01130,FEDJ-ROUMANE,place_with_entry,,,,0,63,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01136,FERIANA,place_with_entry,Tala,,,0,847,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01137,FERME BLANCHE,place_with_entry,Bizerte,,,0,90,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01138,FERME DEVILLE,place_with_entry,Grombalia,,,0,79,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01140,FERME GIORDAN,place_with_entry,Souk-elArba,,,0,124,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01141,FERME HUGON,place_with_entry,Souk-el-Arba,,,0,152,187,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f211.item
L1912-01142,FERNANA,place_with_entry,Souk-el-Arba et caïdat de Djend,,,0,240,188,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f212.item
L1912-01146,FERRYVILLE,place_with_entry,,,,0,597,188,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f212.item
L1912-01174,FONDERIE,place_with_entry,Tunis,,,0,136,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item
L1912-01176,FONDOUK-DJËDID,place_with_entry,Grombalia,,,0,385,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item
L1912-01177,FONDOUK-DJEDID-MESRATYA,place_with_entry,,,,0,405,193,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f217.item
L1912-01183,FORESTIÈRE,place_with_entry,Sfax,,,0,96,194,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f218.item
L1912-01190,FOUM-TATAHOUINE,place_with_entry,,,,0,303,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01193,FRAIGHICH,place_with_entry,,,,0,104,196,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f220.item
L1912-01194,Français,place_with_entry,,,,0,1619,197,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f221.item
L1912-01205,GAFOUR,place_with_entry,Kef,,,0,564,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01206,GAFSA,place_with_entry,,,,0,1695,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01207,GAFSA-GARE,place_with_entry,Gafsa,,,0,174,200,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f224.item
L1912-01211,GALAAT-ES-ANDLESS ou Gn.lnn.-Endelenz),place_with_entry,Tunis,,,0,150,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01212,GALAAT-ES-SOUK,place_with_entry,Maclar,,,0,103,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01214,GALITE,place_with_entry,Rizerie,,,0,551,201,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f225.item
L1912-01218,GAMART,place_with_entry,Tunis,,,0,186,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item
L1912-01220,GAMMOUDI,place_with_entry,Kef,,,0,536,202,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f226.item
L1912-01230,GARCI,place_with_entry,Sousse,,,0,655,203,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f227.item
L1912-01239,GAUTHERONVILLE,place_with_entry,,,,0,98,206,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f230.item
L1912-01259,GHARDIMAOU,place_with_entry,Souk-el-Arba,,,0,678,208,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f232.item
L1912-01260,GHENNOUGHE ou Ghenouch,place_with_entry,Gabès,,,0,253,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01263,GHITANE-EGH-CHARFA,place_with_entry,Gafsa,,,0,64,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01264,GHOUMERASSEN,place_with_entry,,,,0,230,209,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f233.item
L1912-01280,GLIAT-REDJA,place_with_entry,Bizerte,,,0,401,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01286,GORGALIA,place_with_entry,Bizerle,,,0,93,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01288,GOUAZINE,place_with_entry,Kef,,,0,172,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01289,GOUBELLAT,place_with_entry,Béja,,,0,178,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01290,GOULETTE,place_with_entry,Tunis,,,0,1328,211,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f235.item
L1912-01292,GOURINE,place_with_entry,,,,0,86,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01293,GOUSSAT-EL-BEY,place_with_entry,Tunis,,,0,93,212,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f236.item
L1912-01299,GRAIBA,place_with_entry,Sfax,,,0,200,213,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f237.item
L1912-01311,GRIGH-EL-OUED,place_with_entry,Béja,,,0,90,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01312,GROMBALIA,place_with_entry,,,,0,541,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01316,GUALLALA,place_with_entry,Gabès,,,0,229,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01317,GUEBBA..C,place_with_entry,Gafsa,,,0,106,214,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f238.item
L1912-01322,GUEMOUDA,place_with_entry,Gafsa,,,0,182,215,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f239.item
L1912-01328,GUERMESSA,place_with_entry,,,,0,106,216,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f240.item
L1912-01329,GUERN-ALFAYA,place_with_entry,,,,0,221,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01330,GUETOU'FA,place_with_entry,,,,0,74,217,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f241.item
L1912-01348,HACHACH-MATMATA,place_with_entry,,,,0,116,219,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f243.item
L1912-01352,HADJEB-EL-AIOUN,place_with_entry,,,,0,205,219,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f243.item
L1912-01353,HADJEB-EL-AIOUN,place_with_entry,Kairouan,,,0,265,219,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f243.item
L1912-01356,HAIDAR,place_with_entry,Tunis,,,0,86,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01357,HAIDRA,place_with_entry,Tala,,,0,469,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01358,HAKIM,place_with_entry,Souk-el-Arba,,,0,206,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01359,HALFAOUINE,place_with_entry,Tunis,,,0,488,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01365,HAMEIMA,place_with_entry,Kef,,,0,216,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01366,Hammam,place_with_entry,Gafsa,,,0,266,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01367,HAMMAM-DARRADJI,place_with_entry,Soukel-Arba,,,0,940,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01368,HAMMAM-DJEDIDI,place_with_entry,Grombalia,,,0,384,220,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f244.item
L1912-01369,HAMMAMET,place_with_entry,,,,0,1040,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01370,HAMMAM-GAFSA,place_with_entry,,,,0,708,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01371,HAMMAM DU JOUAIDIA,place_with_entry,Souk-el-Arba,,,0,299,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01372,HAMMAM-LIF,place_with_entry,Tunis,,,0,2601,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01373,HAMMAM-MELLEK,place_with_entry,,,,0,77,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01374,HAMMAM-M'SADIA,place_with_entry,Béja,,,0,360,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01375,HAMMAM-OUCHTATA,place_with_entry,Soukel-Arba,,,0,229,221,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f245.item
L1912-01376,HAMMAM-OULED-ALI,place_with_entry,Soukel-Arba,,,0,540,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01377,HAMMAM - OULED-BOU-SALEM,place_with_entry,Souk-el-Arba,,,0,195,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01378,HAMMAM-SAYALA,place_with_entry,,,,0,225,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01379,HAMMAM-SOUSSA,place_with_entry,,,,0,214,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01380,HAMMAM-ZOUAKERA,place_with_entry,Mactar,,,0,367,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01381,HAMMAM-ZRIBA,place_with_entry,Tunis,,,0,317,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01385,HAOUADID,place_with_entry,,,,0,99,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01386,HAOUCH-GUEDEM,place_with_entry,,,,0,180,222,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f246.item
L1912-01387,HAOUCH-SFAYA,place_with_entry,Mactar,,,0,2936,223,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f247.item
L1912-01388,HARA-KEBIRA,place_with_entry,Gabès,,,0,195,223,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f247.item
L1912-01389,HARA-SGHIRA,place_with_entry,Gabès,,,0,1753,223,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f247.item
L1912-01397,HAZEG,place_with_entry,Sfax,,,0,69,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01399,HEDDIL,place_with_entry,Bizerte,,,0,217,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01400,HENCHIR-BAB-KHALLED,place_with_entry,Tunis,,,0,257,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01401,HENCHIR-EL-TURK,place_with_entry,Sfax,,,0,290,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01402,HENCHIR-SAADIA,place_with_entry,Kairouan,,,0,126,225,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f249.item
L1912-01408,HERGLA,place_with_entry,Sousse,,,0,272,226,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f250.item
L1912-01410,HIBOUN,place_with_entry,Sousse,,,0,67,227,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f251.item
L1912-01424,HOUMET-EL-KAHIA,place_with_entry,Gabès,,,0,108,230,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f254.item
L1912-01425,HOUMT-SOUK,place_with_entry,Gabès,,,0,1207,230,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f254.item
L1912-01432,Huile,place_with_entry,,,,0,2182,231,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f255.item
L1912-01440,ILE CANI,place_with_entry,Bizerle,,,0,5749,233,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f257.item
L1912-01468,Israélites,place_with_entry,,,,0,2923,242,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f266.item
L1912-01487,KAIROUAN,place_with_entry,Kairouan,,,0,1398,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01489,KALAA-DJERDA,place_with_entry,Kef,,,0,264,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01490,KALAA-KEBIRA,place_with_entry,Sousse,,,0,307,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01491,KALAA SRIRA,place_with_entry,,,,0,256,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01492,KALAAT-ES-SENAM,place_with_entry,Kef,,,0,466,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01493,KASS,place_with_entry,Souk-el-Arba,,,0,622,247,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f271.item
L1912-01494,KASSAR-SAID,place_with_entry,Tunis,,,0,694,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01495,KASSERINE,place_with_entry,Tala,,,0,394,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01496,KEBILI,place_with_entry,,,,0,245,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01497,KEF,place_with_entry,Kef,,,0,1125,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01498,KEF-LASFAR,place_with_entry,Béja et caïdat de Medjez-el-Bab,,,0,194,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01499,KELBINE,place_with_entry,Mactar,,,0,114,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01500,KELIBIA,place_with_entry,Grombalia,,,0,675,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01501,KELLABINE,place_with_entry,,,,0,147,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01503,KERKER,place_with_entry,,,,0,130,248,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f272.item
L1912-01504,KESRA,place_with_entry,Mactar,,,0,330,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01505,KETENA,place_with_entry,Gabès,,,0,154,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01510,KHANGUET-EL-HADJADJ,place_with_entry,Grombalia,,,0,289,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01511,KHANGUET,place_with_entry,Grombailia,,,0,204,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01512,KHANGUET-KEF-TOUT,place_with_entry,,,,0,305,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01514,KHAZNADAR,place_with_entry,Tunis,,,0,447,249,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f273.item
L1912-01516,KHEREDDINE,place_with_entry,Tunis,,,0,261,250,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f274.item
L1912-01520,KHLEDIA,place_with_entry,Tunis,,,0,153,250,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f274.item
L1912-01522,KHOFRA,place_with_entry,Tunis,,,0,626,250,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f274.item
L1912-01524,KHOUDDIA,place_with_entry,Souk-el-Arba,,,0,136,250,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f274.item
L1912-01528,KNEIS,place_with_entry,Sousse,,,0,61,251,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f275.item
L1912-01529,KORBA,place_with_entry,Grombalia,,,0,288,251,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f275.item
L1912-01530,KORBOUS,place_with_entry,Grombalia,,,0,175,251,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f275.item
L1912-01534,KOUBBA DE SIDI ALI,place_with_entry,Gafsa,,,0,231,252,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f276.item
L1912-01535,KOUDIAT,place_with_entry,Soukel-Arba,,,0,597,252,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f276.item
L1912-01538,KRAGHOUA,place_with_entry,,,,0,95,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01539,KRAM,place_with_entry,Tunis,,,0,300,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01541,KRIB,place_with_entry,Kef,,,0,277,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01542,KRIBA,place_with_entry,Sfax,,,0,59,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01544,KRIZ,place_with_entry,Gafsa,,,0,64,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01545,KROUSSIAH,place_with_entry,Sousse,,,0,101,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01546,KROUSSIAH-SAHALI,place_with_entry,Sousse,,,0,114,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01547,KSAR-BEN-KHRDAGHE,place_with_entry,,,,0,74,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01548,KSAR-HELAL,place_with_entry,Sousse,,,0,215,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01549,KSAR-MEZOUAL,place_with_entry,Béja,,,0,93,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01550,KSAR-TYR,place_with_entry,Béja,,,0,87,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01551,KSIBA,place_with_entry,Sousse,,,0,151,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01552,KSIBA-SOUSSE,place_with_entry,Sousse,,,0,270,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01553,KSOUR,place_with_entry,Kef,,,0,227,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01554,KSOUR-ESSAF,place_with_entry,Sousse,,,0,199,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01555,KSOUR-D'OUED-OUZAFA,place_with_entry,Mactar,,,0,1063,253,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f277.item
L1912-01564,LADJERED,place_with_entry,Tala,,,0,69,255,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f279.item
L1912-01576,LALA,place_with_entry,Gafsa,,,0,121,257,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f281.item
L1912-01581,LAMINE,place_with_entry,,,,0,307,258,https://gallica.bnf.fr/ark:/12148/bpt6k5505300s/f282.item
