entry_id,surname,forenames,community,community_group,confidence,evidence,competing_categories,birth_year,birth_place,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits,page_first
L1912-01902,NICOLAS,Louis-Emile-Lazare,european_french,european,high,birth_france,,1849,Paris,,1,0,0,6278,0,304
L1912-01903,NICOLE,Gustave,unknown,unknown,,,,1866,Havre,finance_banking,2,0,1,1025,0,305
L1912-01904,NICOLLE,Charles-Jules-Henri,unknown,unknown,,,,1861,,religion,0,0,0,230,0,306
L1912-01905,NICOUD,Henri,european_french,european,high,birth_france,,1881,Paris,education_science,1,0,0,503,0,306
L1912-01906,NIEWENGLOWSKI,Gaston-Henri,european_french,european,high,birth_france,,1871,Mont-de-Marsan,,3,0,0,2805,1,306
L1912-01907,NISARD,Sion,unknown,unknown,,,,1868,M'unis,justice_law,0,0,0,152,0,306
L1912-01909,NORO,Jean,unknown,unknown,,,,,,press_letters_arts,3,0,1,1241,0,307
L1912-01912,NOVAK,Nicolo,unknown,unknown,,,,1853,Lésina,diplomacy,3,0,1,662,0,307
L1912-01921,OLIVIER,Paul-Louis-Joseph,european_french,european,high,birth_france,,1863,Rouen,military,3,0,1,1124,0,311
L1912-01923,OMESSA,Pierre,european_french,european,high,birth_france,,1859,Corse,military,4,0,1,704,0,312
L1912-01927,ORDINAIRE,Maurice,unknown,unknown,,,,1862,Saint-Quentin,military,2,1,1,738,0,313
L1912-01930,ORLIAC,Jean,unknown,unknown,,,,1861,,military,3,1,1,489,1,314
L1912-01931,ORTONA,Cesare,european_italian,european,medium,member_of:italian_body,,1906,,medicine_health,0,0,0,206,0,314
L1912-01932,OSMAN,Mustapha,tunisian_muslim,tunisian,high,muslim_office;islamic_school,,1861,M'unis,politics_native_admin,2,0,1,686,0,314
L1912-01933,OSTROWSKI,Wladyslas-Pierre,european_other,european,high,birth_poland,,1864,Varsovie,industry_crafts,0,0,0,314,0,314
L1912-01934,OTTAVY,Octave,european_french,european,high,birth_france,,1867,Soccia,industry_crafts,3,0,1,886,0,314
L1912-01983,OUZIEL,Clément,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body,,1867,Sofia,,2,0,1,461,1,317
L1912-01985,PACE,Mario,european_italian,european,high,birth_italy,,1863,Livourne,diplomacy,1,0,1,309,0,318
L1912-01987,PACHIS,Evangelos,unknown,unknown,,,,1875,Halki,medicine_health,1,0,1,291,0,318
L1912-01989,PADOVANI,Pierre,unknown,unknown,,,,1869,Ortale,transport_maritime,0,0,0,956,0,318
L1912-01990,PAILHÉ,Jules,unknown,unknown,,,,1873,Lourdes,justice_law,1,0,1,440,0,318
L1912-01993,PAOLI,Jean,european_french,european,high,member_of:italian_body;birth_france,european_italian,1865,Orto,justice_law,3,1,1,829,0,319
L1912-01994,PARIENTE,Seintob,tunisian_jewish,tunisian,high,jewish_institution;member_of:italian_body,european_italian,1869,Pariente,administration,0,0,0,742,0,319
L1912-01995,PASCAL,,unknown,unknown,,,,,,agriculture,0,0,0,153,0,319
L1912-01996,PASQUIER,Maurice,european_french,european,high,birth_france,,1868,Benl'eld,administration,3,0,1,544,0,319
L1912-01997,PASSEZ,Arnold,european_french,european,high,member_of:french_settler_body;birth_france,,1871,Argançon,,1,0,0,388,0,319
L1912-01998,PASTORET,,unknown,unknown,,,,1852,,administration,1,0,1,209,0,319
L1912-01999,PASTOUR,,unknown,unknown,,,,,,medicine_health,0,0,0,545,0,319
L1912-02000,PATEL,Hermann,european_french,european,high,birth_france,,1853,Quingey,justice_law,1,0,1,300,0,319
L1912-02002,PATOU,Louis-Frédéric-Juies,european_french,european,high,birth_france,,1865,Le Pouzin,education_science,1,0,0,881,1,319
L1912-02003,PATRIARCHE,Albert,unknown,unknown,,,,1865,,,3,0,1,468,0,320
L1912-02004,PATRICOT,,unknown,unknown,,,,,,medicine_health,0,0,0,1106,1,320
L1912-02007,PAULIN,Félix-Gabriel,european_french,european,high,birth_france,,1873,Etrichy,,2,0,1,897,1,320
L1912-02008,PAUTHIER,Joseph-Charles-Lucien,european_french,european,high,member_of:french_settler_body;birth_france,,1865,Bolundoz,education_science,1,0,0,208,0,321
L1912-02009,PAVARD,,european_french,european,medium,birth_algeria,,1850,Alger,religion,2,0,1,231,0,321
L1912-02010,PAVILLIER,,unknown,unknown,,,,,,military,2,1,1,277,0,321
L1912-02013,PEAN,Baptiste,unknown,unknown,,,,1864,Aulaines,military,4,0,1,629,0,321
L1912-02016,PEIRON,Eugène,european_french,european,high,birth_france,,1860,Lyon,justice_law,1,0,1,635,0,322
L1912-02019,PELLET,,european_french,european,low,member_of:french_settler_body,,,,commerce,1,0,0,765,1,322
L1912-02020,PELLETIER,Louis-J.,european_french,european,low,member_of:french_settler_body,,1857,Pans,politics_native_admin,2,0,0,388,0,322
L1912-02021,PËLONI,Jean-Martin,unknown,unknown,,,,,,,2,0,1,1021,2,322
L1912-02022,PËLONI,Jean-Pierre,european_french,european,high,birth_france,,1852,Baslilica,industry_crafts,2,0,1,1261,0,323
L1912-02024,PÉPIN,Paul,european_french,european,high,birth_france,,1862,Messevsnr-Grosne,justice_law,1,0,0,445,0,323
L1912-02025,PERCIE DU SERT,Fleury,unknown,unknown,,,,1869,Annonay,industry_crafts,2,0,1,246,0,323
L1912-02026,PEREZ,Ernest,unknown,unknown,,birth_tunisia,,1861,Djerba,commerce,0,0,0,127,0,323
L1912-02027,PERGOLA,Julien,european_french,european,medium,birth_algeria,,1869,Constantine,justice_law,2,0,1,743,0,323
L1912-02028,PERNOT,Armand,unknown,unknown,,,,1865,,administration,1,0,1,230,0,323
L1912-02029,PERPETUA,Giulio,european_italian,european,high,italian_institution;member_of:italian_body;birth_italy,,1848,Livourne,,5,0,1,1406,1,323
L1912-02030,PERREAU,Louis,european_french,european,high,birth_france,,1872,Paris,administration,1,0,0,525,0,324
L1912-02031,PERRET,Jules,european_french,european,high,birth_france,,1864,Chalonsur-Saône,administration,3,0,1,622,0,324
L1912-02032,PERRIER,Fernand,unknown,unknown,,,,1854,Ancenls,medicine_health,2,0,1,924,0,324
L1912-02033,PERRIN,Antoine,european_french,european,high,birth_france,,1877,Ouilins,,0,0,0,233,0,324
L1912-02034,PERRIN,,european_french,european,high,birth_france,,1875,Montmirey-ta-Ville,justice_law,1,0,1,591,0,324
L1912-02035,PERROCHON,Henri-Auguste,european_french,european,high,birth_france,,1860,Buzançais,industry_crafts,1,0,0,638,0,324
L1912-02036,PERROUD,André,unknown,unknown,,,,1879,Allinges,administration,0,0,0,173,0,324
L1912-02037,PERRUT,Henri-Charles-Alfred,european_french,european,high,birth_france,,1859,Metz,engineering_architecture,3,0,1,552,0,324
L1912-02038,PETIT,Régis,european_french,european,high,birth_france,,1852,Lyon,industry_crafts,2,0,1,1067,0,324
L1912-02039,PETITDIDIER,Marie-Léon,european_french,european,high,birth_france,,1870,Châlons-sur-Marne,education_science,3,0,1,634,0,325
L1912-02041,PET-ITJEAN,,unknown,unknown,,,,1873,Ceysey,,1,1,0,289,0,325
L1912-02043,PEUFAILLIT,Louis,unknown,unknown,,,,1871,Caubeyres,engineering_architecture,0,0,0,146,0,325
L1912-02047,PHEMOLANT,Pierre,european_french,european,high,birth_france,,1862,Couhé-Vérac,industry_crafts,0,0,0,280,0,326
L1912-02049,PHILIPPE-THOMAS,V. Thomas.,unknown,unknown,,,,,,mining,0,0,0,657,0,326
L1912-02050,PHILIPPEAU,Simon-François,unknown,unknown,,,,1802,,,2,0,1,563,0,326
L1912-02053,PIAZZA,Henri,european_french,european,high,birth_france,,1857,Poggio d'Olella,,2,0,1,529,0,327
L1912-02054,PICARD,François,european_french,european,high,birth_france,,1867,Paris,engineering_architecture,5,1,1,3808,1,327
L1912-02056,PICUT,Louis,european_french,european,high,birth_france,,1883,Thonon-lesBains,,0,0,0,231,0,328
L1912-02057,PIERRINI,Pierre,unknown,unknown,,,,1888,Putali,commerce,0,0,0,351,0,328
L1912-02058,PIETRA,Charles,european_french,european,high,birth_france,,1882,Toulon,justice_law,0,0,0,521,0,328
L1912-02059,PIETRA,Paul-Victor,european_french,european,high,birth_france,,1853,M'oulon,justice_law,3,0,1,1058,0,328
L1912-02060,PIGNATARI,Aurelio,european_italian,european,high,italian_institution;birth_tunisia,,1866,Sousse,politics_native_admin,1,0,0,248,0,328
L1912-02062,PINARD,Jules,european_french,european,high,birth_france,,1861,Besan çon,military,1,0,1,2491,1,328
L1912-02063,PINHËDE,Paul-Benjamin,european_french,european,high,birth_france,,1876,Rennes,agriculture,1,0,1,674,0,329
L1912-02064,PIOGEY,Pierre,unknown,unknown,,,,1846,Rouvres,military,1,1,0,290,0,329
L1912-02065,PIQJJOT,Joseph,european_french,european,high,birth_france,,1861,Toulouse,,3,1,1,759,0,329
L1912-02066,PISANI,Arlhur,unknown,unknown,,birth_tunisia,,1872,Tunis,administration,1,0,1,319,0,329
L1912-02068,PLACE,Mario,european_italian,european,high,birth_italy,,1863,Livourne,diplomacy,1,0,1,400,0,330
L1912-02069,PLANCHE,,unknown,unknown,,,,,,,2,1,1,154,0,330
L1912-02072,PLATEL,Arthur-César,unknown,unknown,,,,1873,Boyaval,administration,1,0,1,642,0,330
L1912-02073,PLESSIX,,european_french,european,high,birth_france,,1881,Versailles,engineering_architecture,1,0,0,589,1,330
L1912-02075,PLOUCHART,Alphonse,european_french,european,high,birth_france,,1872,Caudrv,military,0,0,0,1350,1,330
L1912-02078,POINSSOT,Louis-François-Alberl,european_french,european,high,birth_france,,1879,Paris,administration,0,0,0,331,0,331
L1912-02079,POINT,Paul-Etienne,european_french,european,high,birth_france,,1859,Feurs,,1,0,0,319,0,331
L1912-02080,POIRSON,,unknown,unknown,,,,,,medicine_health,1,0,1,325,0,331
L1912-02081,POIRSON,Henri,unknown,unknown,,,,,,medicine_health,1,0,1,497,1,331
L1912-02082,POIVRE,Pierre,european_french,european,high,birth_france,,1861,Ouroux,,0,0,0,842,0,332
L1912-02084,POLOMENI,Spiridion,european_other,european,high,birth_greece,,1844,Zanle,religion,0,0,0,179,0,332
L1912-02092,POROT,Antonin,unknown,unknown,,,,1876,Chalon-sur-Saône,medicine_health,0,0,0,652,0,333
L1912-02093,PORTE,Pierre,european_french,european,high,birth_france,,1855,Ajaccio,administration,1,0,1,149,0,333
L1912-02094,PORTELLI,,unknown,unknown,,,,,,diplomacy,1,0,1,1248,0,333
L1912-02095,PORTELLI,Raphaël,unknown,unknown,,,,1872,Stax,diplomacy,1,0,1,198,0,333
L1912-02096,PORTERIE,Clément,unknown,unknown,,,,1862,Bonrepos,administration,1,0,1,1049,0,333
L1912-02101,POSTH,Philippe,unknown,unknown,,,,1872,Raincy,agriculture,1,0,1,206,0,334
L1912-02102,POTERIE,René-Guillot DE LA,unknown,unknown,,,,1853,Sainl-Culats,agriculture,1,0,0,566,0,334
L1912-02103,POUJADE,Raphaël,european_french,european,high,birth_france,,1877,Evisa,administration,0,0,0,513,0,334
L1912-02104,POULY,Pierre,european_french,european,high,birth_france,,1864,Gennolles,finance_banking,2,0,1,422,0,334
L1912-02105,POYET,Joannès,european_french,european,high,birth_france,,1868,SainlJusl-en-Bus,transport_maritime,0,0,0,289,0,334
L1912-02107,PRADIER,Emmanuel,european_french,european,high,birth_france,,1840,Lorient,,0,0,0,544,0,334
L1912-02112,PRËVERAUD DE VAUMAS,WilliamCharles,european_french,european,high,birth_france,,1877,Monlataire,agriculture,1,0,1,474,0,335
L1912-02116,PROST,André-Louis,unknown,unknown,,,,1869,Chauffa,administration,0,0,0,169,0,335
L1912-02119,PROUST,Paul-Eugène-Emile,unknown,unknown,,,,,,military,2,0,0,1054,0,336
L1912-02120,PROUST,Théodore-Auguste-GaspardOscar,unknown,unknown,,,,,,,5,1,1,1177,1,336
L1912-02121,PROUX,Auguste,european_french,european,high,birth_france,,1874,Paris,diplomacy,2,0,1,277,0,336
L1912-02122,PROVENCE,Henry,european_french,european,high,birth_france,,1875,Marseille,press_letters_arts,1,0,0,859,0,336
L1912-02123,PUAUX,Gabriel,european_french,european,high,birth_france,,1883,Paris,military,3,0,0,625,2,336
L1912-02124,PUCH,Elie-M'héodore-Albéric DU,unknown,unknown,,,,1839,,military,2,1,1,1196,1,337
L1912-02125,PUJAT,Frédéric,european_french,european,high,birth_france,,1848,Grenoble,military,5,1,1,1264,0,337
L1912-02127,QUEISEL,,unknown,unknown,,,,1859,,administration,1,0,1,164,0,338
L1912-02128,QUILLIÉ,Pierre-Emile,unknown,unknown,,,,1846,Clermont-VHérault,agriculture,2,0,1,356,0,338
L1912-02129,QUINEL,,unknown,unknown,,,,1874,,,0,0,0,167,0,338
L1912-02130,QUINEL,Georges-Frédéric,tunisian_jewish,tunisian,low,islamic_school;jewish_institution;birth_france,tunisian_jewish;european_french,1816,Paris,education_science,6,1,1,2718,1,338
L1912-02131,RACINE,Henry-Marie,european_french,european,high,birth_france,,1876,Marseille,industry_crafts,1,0,1,711,0,339
L1912-02132,RADET,André-Amédée-Julien,unknown,unknown,,,,1885,Ingénieur civil,engineering_architecture,0,0,0,1091,0,339
L1912-02134,RAGOUNEAU,Louis - Gaston - Maurice,unknown,unknown,,,,,,military,2,0,1,455,0,339
L1912-02135,RAIGHLEN,Louis-Jacques,european_other,european,high,birth_switzerland,,1862,Genève,finance_banking,0,0,0,926,0,339
L1912-02136,RAMONET,Joseph,unknown,unknown,,,,1864,Chelle-Spou,,2,0,1,400,0,340
L1912-02137,RANCHIN,Louis-Valère-Placide,unknown,unknown,,,,1854,Bourg-Saint-Andéo],administration,1,0,1,216,0,340
L1912-02138,RANDET,Paul-Joseph,unknown,unknown,,,,1868,,justice_law,2,0,0,866,0,340
L1912-02139,RANDON,,european_french,european,high,birth_france,,1853,Anduze,,2,0,1,350,1,340
L1912-02146,RAUCHER,Julien,unknown,unknown,,,,1868,Richebourg,finance_banking,3,0,1,726,1,340
L1912-02147,RAVEL,Adolphe-Eugène,unknown,unknown,,birth_tunisia,,1862,Tunis,education_science,1,0,0,396,0,341
L1912-02150,REBOUD,Victor,unknown,unknown,,,,,,medicine_health,2,1,0,621,0,341
L1912-02151,REBOUL,Augustin - Chartes,european_french,european,high,birth_france,,1866,Régusse,administration,1,0,1,532,0,341
L1912-02153,RECLUS,Jacques,european_french,european,high,birth_france,,1879,Paris,military,2,0,1,767,0,341
L1912-02155,REFALO,Salvator-François,unknown,unknown,,birth_tunisia,,1854,Tunis,administration,2,0,0,551,0,341
L1912-02157,REIBELL,Emile,european_french,european,high,birth_france,,1866,Strasbourg,military,3,1,0,2990,1,341
L1912-02158,REIX,Jean,european_french,european,high,birth_france,,1868,Jumilhac-leGrand,education_science,2,0,1,704,0,342
L1912-02159,REMY,Victor-Henri-Adolphe,unknown,unknown,,,,1852,,justice_law,3,1,1,770,0,342
L1912-02160,RENAULT,Jules,unknown,unknown,,,,1860,,military,2,0,1,3800,2,342
L1912-02161,RESFLANDY,Jean-Emile-Ferdinaild,european_french,european,high,member_of:french_settler_body;birth_france,,1866,Perpignan,engineering_architecture,2,0,1,727,0,343
L1912-02162,REÙBEL,Maurice,european_french,european,high,birth_france,,1861,La Fère,military,2,1,0,988,2,343
L1912-02163,REVERDIN,Joseph,european_french,european,high,birth_france,,1859,Marseille,justice_law,1,0,0,360,0,344
L1912-02164,REVERTEGAT,Paul-Henri,european_french,european,high,birth_france,,1851,Le Beausset,military,3,1,0,293,0,344
L1912-02165,RËVOGAT,Louis-Gabriel,european_french,european,high,birth_france,,1868,Bordeaux,press_letters_arts,0,0,0,358,0,344
L1912-02166,REVOL,Jean,european_french,european,high,birth_france,,1858,Lyon,,3,0,1,563,2,344
L1912-02167,REVOLON,Emile-Alexandre,european_french,european,high,birth_france,,1879,Pélussin,commerce,0,0,0,309,0,344
L1912-02168,REVOLON,Stéphane,european_french,european,high,birth_france,,1860,Pélussin,commerce,2,0,1,1364,0,344
L1912-02169,REY,Louis,european_italian,european,high,italian_institution;member_of:italian_body,,1860,M'unis,industry_crafts,3,0,1,498,1,344
L1912-02170,REY,Louis,european_french,european,medium,birth_algeria,,1872,Constantine,commerce,0,0,0,244,0,345
L1912-02171,REYMOND,I-I.-L.,european_french,european,high,birth_france,,1871,Saintilienne,military,2,0,1,620,0,345
L1912-02172,REYNAUD,Alphonse,unknown,unknown,,,,1802,Digne,industry_crafts,1,0,1,358,0,345
L1912-02175,RIBET,Jean-Pierre,european_italian,european,high,birth_italy,,1864,Pomarel,military,1,1,0,852,0,345
L1912-02176,RICHARD,Àdric-Charles-Adolphe,unknown,unknown,,,,1853,Saint-Denis,industry_crafts,1,0,0,624,0,345
L1912-02177,RICHARD-NICOLAS,Alphonse,european_french,european,high,birth_france,,1843,Metz,justice_law,0,0,0,489,0,345
L1912-02178,RICHARD-NICOLAS,Robert,unknown,unknown,,,,,,,1,0,1,236,0,345
L1912-02179,RICHARD,,unknown,unknown,,,,1874,,justice_law,0,0,0,986,0,345
L1912-02180,RICHARD,Victor,european_french,european,high,birth_france,,1859,Marseille,,3,1,0,390,0,346
L1912-02181,RICKLIN,Paul,unknown,unknown,,,,1851,Guebwiller,military,2,0,1,540,0,346
L1912-02182,RIETMANN,Edouard-Rodolphe,european_french,european,high,birth_france,,1860,Bordeaux,commerce,2,0,1,411,0,346
L1912-02185,RIOLS DE FONCLARE,Alexandre Henri,european_french,european,high,birth_france,,1869,Le Bousquet-d'Orl,military,0,0,0,577,0,346
L1912-02186,RIOU,Adolphe,european_french,european,high,birth_france,,1871,Loudiac,,2,0,1,678,0,346
L1912-02188,RITE CHAEAI,,tunisian_muslim,tunisian,high,muslim_office,,,,religion,0,0,0,360,0,346
L1912-02190,ROBAGLIA,Pascal-Nonce,european_french,european,high,birth_france,,1842,Bonifacio,military,4,1,1,1481,0,347
L1912-02191,ROBERT,Henri-Léon,european_french,european,high,birth_france,,1849,Niéclerbroun,medicine_health,4,1,1,867,1,347
L1912-02192,ROBICHON,Ludovic,unknown,unknown,,,,,,politics_native_admin,2,0,1,267,0,347
L1912-02193,ROBINET,Pierre,unknown,unknown,,,,1878,Binges,education_science,2,0,1,360,0,347
L1912-02194,ROCHES,Léon,unknown,unknown,,,,,,military,0,0,0,4195,0,347
L1912-02195,RODERIE,,european_french,european,high,birth_france,,1871,Busserolles,agriculture,0,0,0,743,0,348
L1912-02196,ROEDERER,Léon-Georges,unknown,unknown,,,,1870,Mulhouse,agriculture,2,0,1,315,0,348
L1912-02197,ROGER,Hubert-Louis,unknown,unknown,,,,1870,Chalanlre-la-Grande,,1,0,1,597,0,348
L1912-02199,ROLLAND,Georges,european_french,european,high,birth_france,,1852,Paris,engineering_architecture,4,1,1,466,0,349
L1912-02200,ROLLAND,Pierre-Louis,unknown,unknown,,,,,,education_science,2,0,0,178,0,349
L1912-02203,ROMDAN BEN ROMDAN,,tunisian_muslim,tunisian,medium,birth_tunisia;nasab_particle,,1864,Mahdia,industry_crafts,2,0,1,775,1,349
L1912-02204,RONDEAU,Wilfrid,european_french,european,high,birth_france,,1875,Nantes,commerce,1,0,1,544,0,350
L1912-02205,RONNE,Gustave,unknown,unknown,,,,,,justice_law,2,0,1,531,0,350
L1912-02206,ROQUES,Antonin-Hippolvle-Félix,european_french,european,high,birth_france,,1865,Millau,administration,1,0,1,936,1,350
L1912-02207,ROSSI,Carlo,unknown,unknown,,,,1861,Publiciste,press_letters_arts,0,0,0,117,0,350
L1912-02208,ROSSIGNOL,Henri,unknown,unknown,,,,,,,0,0,0,162,0,350
L1912-02209,ROTALIER,,european_french,european,high,birth_france,,1880,Besançon,engineering_architecture,1,0,1,329,0,350
L1912-02211,ROUDY,Athariase,european_french,european,high,birth_france,,1875,Angoulême,engineering_architecture,2,0,1,268,1,350
L1912-02213,ROUQUIE,Alexandre,european_french,european,high,birth_france,,1867,Toulouse,medicine_health,2,0,1,960,0,351
L1912-02214,ROUSSET,Emile,european_french,european,high,birth_france,,1870,Beauzac,engineering_architecture,0,0,0,501,0,351
L1912-02215,ROUSTAN,Théodore - Justin - Dominique,unknown,unknown,,,,,,military,0,0,0,1216,2,351
L1912-02217,ROUVIER,Charles,unknown,unknown,,,,1849,,military,1,1,0,746,0,352
L1912-02218,ROUX,Henri,european_french,european,high,birth_france,,1864,Compiôgne,military,4,1,1,2813,2,352
L1912-02219,ROYER,Alfred,european_french,european,high,birth_france,,1861,Sainttirons,military,3,0,1,327,0,353
L1912-02221,RUPRICH-ROBERT,Edmoïid-Alberl,european_french,european,high,birth_france,,1867,Paris,,1,0,0,592,1,353
L1912-02222,RUTILY,Adolphe-Mathieu,unknown,unknown,,,,1875,Conslanline,industry_crafts,1,0,0,681,1,353
L1912-02223,RUTILY,,european_french,european,high,birth_france,,1866,Soccia,,1,0,1,488,0,353
L1912-02224,SAADA,Albert,tunisian_jewish,tunisian,medium,member_of:jewish_body;birth_tunisia,,1872,Sousse,commerce,1,0,1,254,0,354
L1912-02225,SAADA,Jacques,unknown,unknown,,birth_tunisia,,1882,Sousse,industry_crafts,0,0,0,57,0,354
L1912-02226,SAADA,Victor,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1868,Tunis,justice_law,1,0,1,469,0,354
L1912-02227,SACGOMAN,Pierre,unknown,unknown,,birth_tunisia,,1872,Sousse,transport_maritime,0,0,0,63,0,354
L1912-02230,SADOK-BEY,Mohamed,tunisian_muslim,tunisian,medium,honorific,,1883,,,0,0,0,151,0,354
L1912-02231,SADOUN,Jacques,european_italian,european,high,italian_institution;member_of:jewish_body;member_of:italian_body;birth_tunisia,tunisian_jewish,1872,Tunis,press_letters_arts,1,0,1,1171,2,354
L1912-02246,SAINT-ROMAS,Jea.n-Eugône-Etleilne,european_french,european,high,birth_france,,1863,Paris,transport_maritime,2,1,0,709,0,356
L1912-02248,SAIZIEU,,unknown,unknown,,,,,,diplomacy,0,0,0,262,0,356
L1912-02251,SAKKA,,tunisian_muslim,tunisian,high,muslim_office;islamic_school,,,,politics_native_admin,3,0,1,815,0,356
L1912-02252,SAKKA,,tunisian_muslim,tunisian,high,muslim_office;islamic_school,,1829,,,4,0,1,1920,1,356
L1912-02253,SAKKA,,tunisian_muslim,tunisian,high,muslim_office;islamic_school;birth_tunisia,,1860,Monastir,politics_native_admin,2,1,1,709,2,357
L1912-02254,SAKKAT,Ahmed,tunisian_muslim,tunisian,high,muslim_office,,,,politics_native_admin,2,1,1,197,0,357
L1912-02255,SAKKAT,Ali,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1876,Tunis,administration,2,0,1,324,2,357
L1912-02257,SALANCOURT,Paul GRENIER DE,european_french,european,high,birth_france,,1853,Festieux,administration,2,0,0,303,0,358
L1912-02258,SALIBA,Carmel,unknown,unknown,,birth_tunisia,,1865,Tunis,commerce,2,0,1,246,0,358
L1912-02259,SALIÉGE,Henri,european_french,european,high,birth_france,,1865,Le Puy,justice_law,1,0,1,290,0,358
L1912-02260,SALIH,Mohamed,unknown,unknown,,,,1874,,,0,0,0,380,0,358
L1912-02263,SAMAMA,Alberl-Chikli,unknown,unknown,,birth_tunisia,,1872,Tunis,press_letters_arts,0,0,0,550,0,358
L1912-02264,SAMPERI,Carmeo,european_italian,european,high,member_of:italian_body;birth_italy,,1880,Troina,justice_law,0,0,0,346,0,358
L1912-02265,SANGÉS,Giuseppe,european_italian,european,high,italian_institution;member_of:italian_body;birth_tunisia,,1873,Tunis,medicine_health,1,0,1,188,0,358
L1912-02266,SANSONE,Ignace,european_italian,european,high,birth_italy,,1878,Termini,,0,0,0,401,0,358
L1912-02267,SANTILLANA,Léon,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1865,Tunis,medicine_health,1,0,1,1022,0,358
L1912-02268,SANTONI,SimonJean-Pierre,european_french,european,high,birth_france,,1880,Ajaccio,education_science,1,0,1,227,0,359
L1912-02269,SANTSCHI,Félix,unknown,unknown,,,,1872,Bex,medicine_health,0,0,0,671,1,359
L1912-02270,SARABUSI,Camille,unknown,unknown,,,,1871,,administration,1,0,1,307,0,359
L1912-02271,SAUNIER,Henri-Louis,european_french,european,medium,birth_algeria,,1856,Alger,justice_law,0,0,0,853,1,359
L1912-02272,SAURIN,Jules,european_french,european,high,birth_france,,1863,Cuen,administration,1,0,0,481,1,359
L1912-02273,SAUTEREAU,Pierre,unknown,unknown,,,,1849,Ni en!,military,0,0,0,210,0,360
L1912-02274,SAUX,Alexandre-Simon,unknown,unknown,,,,1706,,military,2,0,1,202,0,360
L1912-02275,SAVARIAU,Norbert,unknown,unknown,,,,1879,La Limouzinière,education_science,0,0,0,344,0,360
L1912-02277,SAYAH,Mohamed,tunisian_muslim,tunisian,high,muslim_office;islamic_school,,1873,,administration,3,1,1,520,1,360
L1912-02281,SBRANA,Franceseo-Toqueto-Vigilio,european_italian,european,high,birth_italy,,1865,Pise,medicine_health,2,0,1,832,0,360
L1912-02282,SBRANA,Richard,european_italian,european,high,italian_institution;birth_italy,,1854,Piso,medicine_health,3,0,1,1741,0,360
L1912-02283,SCHEMBRI,Emmanuel,unknown,unknown,,,,1878,,,2,0,1,642,1,361
L1912-02284,SCHEMBRI,Jean-Joseph,unknown,unknown,,,,1855,Palma-de-Majorque,administration,2,0,1,395,0,361
L1912-02285,SCHILLING,Rodolphe,european_french,european,medium,birth_algeria,,1870,Alger,military,3,0,1,1290,0,361
L1912-02286,SCHLUMBERGER,Raoul,european_french,european,high,birth_france,,1856,Thann,military,3,0,1,601,1,361
L1912-02287,SCHUH,François,european_french,european,medium,birth_algeria,,1873,Alger,industry_crafts,1,0,0,933,1,362
L1912-02289,SCIALOM,David-Dario,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1880,Tunis,medicine_health,1,0,1,1160,0,362
L1912-02290,SCIALOM,,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1871,Tunis,justice_law,1,0,1,736,0,362
L1912-02292,SCIPION L'AFRICAIN,,unknown,unknown,,,,,,military,0,0,0,348,0,362
L1912-02293,SCIPION,Emilien,unknown,unknown,,,,,,military,0,0,0,110,0,362
L1912-02295,SEBAG,Victor,unknown,unknown,,birth_tunisia,,1878,Tunis,justice_law,0,0,0,195,0,363
L1912-02297,SEBASTIANI,Amédée,european_italian,european,high,italian_institution;birth_tunisia,,1872,Tunis,diplomacy,0,0,0,111,0,363
L1912-02299,SÉCHERESSE,Aristide-Marcel,european_italian,european,high,italian_institution,,1874,Brizambourg,education_science,2,0,1,1817,1,363
L1912-02309,SEGUIN,Camille,european_french,european,high,birth_france,,1871,Metz,administration,2,0,1,598,0,364
L1912-02311,SELDJA,,unknown,unknown,,,,,,mining,0,0,0,1445,0,364
L1912-02318,SEPHAR,Aron,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body,,,,,2,0,1,263,0,364
L1912-02319,SÉRE,DE,unknown,unknown,,,,,,education_science,0,0,0,436,0,365
L1912-02321,SERRES,Jean-Victor,tunisian_muslim,tunisian,low,muslim_office;birth_france,tunisian_muslim;european_french,1860,Paris,religion,2,0,0,1266,1,365
L1912-02322,SERRESSÈQUE,Armand,european_french,european,high,birth_france,,1874,Gradignan,,0,0,0,309,0,365
L1912-02327,SESSELEGO,Henri,unknown,unknown,,,,1862,Cagliari,medicine_health,0,0,0,445,0,366
L1912-02328,SETBON,Clément,unknown,unknown,,birth_tunisia,,1875,Monastir,medicine_health,0,0,0,105,0,366
L1912-02330,SFAR,Béchir,tunisian_muslim,tunisian,high,muslim_office;islamic_school;birth_tunisia,,1863,Tunis,politics_native_admin,3,1,1,876,0,366
L1912-02331,SFAR,Mohamed,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1882,Mahdia,,0,0,0,142,0,366
