entry_id,surname,forenames,community,community_group,confidence,evidence,competing_categories,birth_year,birth_place,occupation_primary,n_decorations,has_legion_honneur,has_nichan_iftikhar,n_chars,n_portraits,page_first
L1912-00475,BURSAUX,,unknown,unknown,,,,1866,,military,1,1,0,224,0,79
L1912-00477,BUSACCA Eugène,,european_italian,european,medium,member_of:italian_body,,1857,SanPietro-Patti,medicine_health,0,0,0,980,1,80
L1912-00478,BUSUTTIL,Alphonse,unknown,unknown,,birth_tunisia,,1866,Tunis,commerce,0,0,0,448,1,80
L1912-00479,CABANTOUS,Jules,european_french,european,high,birth_france,,1871,Millau,religion,2,0,1,1266,0,81
L1912-00481,CACHIA,P.,unknown,unknown,,,,,,commerce,0,0,0,102,0,81
L1912-00487,CAILAR,Roger DU,european_french,european,high,birth_france,,1876,Sainte-Hlppolyte-du-Fort,administration,1,0,1,151,0,84
L1912-00488,CAILLAT,Philippe,european_french,european,high,birth_france,,1826,Grenoble,engineering_architecture,2,0,1,1801,0,84
L1912-00489,CAILLOUX,Maurice - Marie - Bernard,unknown,unknown,,,,1881,Orthez,agriculture,1,0,1,475,1,84
L1912-00492,CALAMIDA,François,european_italian,european,high,birth_italy,,1875,Cagliari,medicine_health,0,0,0,281,0,86
L1912-00493,CALECA,N.,unknown,unknown,,,,,,commerce,0,0,0,111,0,86
L1912-00494,CALO,Enrico,tunisian_jewish,tunisian,high,jewish_institution;member_of:italian_body;birth_tunisia,european_italian,1878,Tunis,medicine_health,0,0,0,333,0,86
L1912-00495,CAMBON,Pierre-Paul,unknown,unknown,,,,1843,,justice_law,1,0,0,1929,0,86
L1912-00496,CAMILLERI,,unknown,unknown,,,,1858,,,2,1,1,166,0,86
L1912-00497,CAMILLERI,Sauveur,unknown,unknown,,birth_tunisia,,1864,Tunis,military,0,0,0,821,1,86
L1912-00501,CAMPENON,Jean-Bapliste-MarieEdouard,unknown,unknown,,,,1819,,military,0,0,0,735,0,86
L1912-00502,CAMUSSI,Henri,european_french,european,high,birth_france,,1864,Ribérac,administration,2,0,1,681,0,87
L1912-00503,CANAL,Albert,european_french,european,medium,birth_algeria,,1874,Aloslaganem,,1,0,0,899,1,87
L1912-00504,CANAL,Joseph-Afarie-Ange,unknown,unknown,,,,,,military,3,1,1,1970,1,87
L1912-00505,CANAVAGGIO,Antoine,unknown,unknown,,,,1868,Oam,education_science,1,0,1,297,0,87
L1912-00506,CANI,,unknown,unknown,,,,,,,0,0,0,587,0,87
L1912-00507,CANTON,Albert,european_french,european,medium,birth_algeria,,1875,Phillppeville,,2,0,1,454,0,87
L1912-00511,CAPDEVILLE,Xavier - Jean - MarieCharles,unknown,unknown,,,,1873,,administration,0,0,0,725,0,89
L1912-00512,CAPRIATA,Victor-François,european_italian,european,low,italian_institution;birth_france,european_italian;european_french,1864,Marseille,military,2,0,0,688,1,89
L1912-00515,CARBONIÈRE,Jean - Henry,unknown,unknown,,,,1865,,,2,0,1,751,0,89
L1912-00516,CARCASONNE,Alphonse-Sylvain,european_french,european,medium,birth_algeria,,1863,Alger,,3,1,1,673,0,89
L1912-00517,CARDALIAGUET,Félix-Joseph-Alarie,unknown,unknown,,,,,,,3,0,1,336,0,89
L1912-00518,CARDOSO,David,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1852,Tunis,justice_law,0,0,0,629,1,89
L1912-00519,CARDOSO,Alaurizio,european_italian,european,high,jewish_institution;italian_institution;member_of:italian_body;birth_tunisia,tunisian_jewish,1877,Sousse,medicine_health,2,0,1,707,0,90
L1912-00520,CARME JANE DE PIERREDON,DE,unknown,unknown,,,,,,military,1,1,0,911,0,90
L1912-00521,CARNIÈRES,Victor DE,european_french,european,high,birth_france,,1849,Alaubeuge,agriculture,1,1,0,464,1,90
L1912-00524,CARRIER,Charles,european_french,european,low,member_of:french_settler_body,,1872,,agriculture,1,0,1,486,0,91
L1912-00529,CARTON,Louis,european_french,european,high,birth_france,,1861,SaintOmer,medicine_health,4,1,1,1543,1,96
L1912-00531,CASELLA,Francesco,european_italian,european,high,birth_italy,,1849,Livourne,commerce,0,0,0,310,0,97
L1912-00533,CASSAR,Jean,unknown,unknown,,birth_tunisia,,1861,Tunis,politics_native_admin,1,0,1,751,0,97
L1912-00534,CASSUTO,Emile,tunisian_jewish,tunisian,low,jewish_institution;italian_institution;birth_tunisia,tunisian_jewish;european_italian,1875,Tunis,medicine_health,2,0,1,1403,0,97
L1912-00535,CASTRO,Empédocle DE,unknown,unknown,,,,1862,,commerce,0,0,0,162,0,97
L1912-00536,CATTAN,Albert-Daniel,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1875,Tunis,medicine_health,1,0,1,1861,1,97
L1912-00537,CATTAN,Darius-David,unknown,unknown,,,,1606,,commerce,1,0,1,468,0,98
L1912-00538,CATTAN,Isaac,tunisian_muslim,tunisian,low,muslim_office;jewish_institution;birth_tunisia,tunisian_muslim;tunisian_jewish,1877,Tunis,justice_law,3,0,1,3056,1,98
L1912-00539,CATTAN,Victor,european_italian,european,high,italian_institution;birth_tunisia,,1870,Tunis,justice_law,4,0,1,394,0,98
L1912-00540,CAVALIN,Ernest-Jean-Marie,european_french,european,high,birth_france,,1851,Batz,medicine_health,4,1,1,1142,0,99
L1912-00542,CAZÈS,David-Albert-Louis,tunisian_jewish,tunisian,high,jewish_institution;member_of:jewish_body;birth_tunisia,,1850,Vint à Tunis en février 1878,,3,1,1,720,2,99
L1912-00555,Cercle Républicain,Grand,unknown,unknown,,birth_tunisia,,1905,Tunis,justice_law,0,0,0,219,0,100
L1912-00561,CES,,unknown,unknown,,,,,,administration,2,0,1,285,0,101
L1912-00562,CEZERAC,Joseph,european_french,european,high,birth_france,,1879,Isle Jourdain,education_science,0,0,0,154,0,101
L1912-00565,CHABERT,Pierre,european_italian,european,high,italian_institution;member_of:french_settler_body,,1842,,medicine_health,4,1,1,699,0,101
L1912-00570,CHAFFANJON,Philibert,european_french,european,high,birth_france,,1860,Villefranche,,2,0,1,1594,2,101
L1912-00572,CHAILLEY,Raoul,unknown,unknown,,birth_tunisia,,1874,Avocat au barreau de Tunis,justice_law,0,0,0,391,0,102
L1912-00573,CHAIX,Xavier,european_french,european,high,birth_france,,1879,Le Pouzin,administration,0,0,0,366,0,102
L1912-00574,CHALAVOUX,Louis,european_french,european,high,birth_france,,1876,Saint-Romain-d'Ay,industry_crafts,1,0,1,189,1,102
L1912-00575,CHALOM,Jacques,unknown,unknown,,birth_tunisia,,1878,Tunis,justice_law,1,0,1,691,0,102
L1912-00576,CHAMBONCEL,Edmond-Bruno,european_french,european,high,birth_france,,1869,Saulce-sur-Rliône,,3,0,1,591,0,102
L1912-00586,CHAMPAVER,François-Marie-Gustave,european_french,european,high,birth_france,,1867,Lyon,education_science,3,0,1,1064,0,105
L1912-00592,CHAPELIÉ,Alfred,unknown,unknown,,birth_tunisia,,1828,Tunis,politics_native_admin,0,0,0,2293,0,106
L1912-00595,CHARDAVOINE,R'ené-Alcide,european_french,european,high,birth_france,,1862,Saint-Jean-de-Ceyrargues,,1,0,1,365,1,107
L1912-00596,CHARLËTY,Sébastien,unknown,unknown,,,,1867,,military,3,1,1,1155,1,107
L1912-00599,CHARRIERE,Pierre - Charles - Alexandre LADREYT DE LA,european_french,european,high,birth_france,,1882,Nancy,press_letters_arts,1,0,0,572,0,108
L1912-00600,CHASSAGNY •,Antoine - Amédée - Bernard,european_french,european,medium,birth_algeria,,1869,Séiif,education_science,2,0,1,298,0,108
L1912-00603,CHASSENERIE,Jean,unknown,unknown,,,,1881,Souillac,administration,0,0,0,553,0,109
L1912-00605,CHASTANG,Camille-Victor,european_french,european,high,birth_france,,1861,Chambonnus,engineering_architecture,2,0,1,1064,0,109
L1912-00606,CHAUFFIN,Léon,european_french,european,high,birth_france,,1875,Montrevel,administration,1,0,1,516,0,109
L1912-00608,CHAVIGNY,André-Charles DE,unknown,unknown,,,,1874,Cha,administration,4,0,1,1303,0,110
L1912-00618,CHEMAMA,Vila-Sauveur,unknown,unknown,,,,1877,,justice_law,1,0,1,221,0,111
L1912-00619,CHEMILA,Ra.hmim,tunisian_muslim,tunisian,low,muslim_office;jewish_institution;birth_tunisia,tunisian_muslim;tunisian_jewish,1840,Tunis,military,1,0,1,392,0,111
L1912-00621,CHEMLA,Ange,tunisian_jewish,tunisian,high,jewish_institution,,1871,Mona,,0,0,0,282,0,112
L1912-00623,CHENAY,Louis,european_french,european,high,birth_france,,1849,Paris,,2,0,1,452,1,112
L1912-00632,CHERIF,Tahar,unknown,unknown,,birth_tunisia,,1860,Tunis,,1,0,1,184,0,113
L1912-00633,CHERVIN,Pierre,european_french,european,high,birth_france,,1873,Châtellus,,3,0,1,428,1,113
L1912-00634,CHESNE DE BELLECOURT,,unknown,unknown,,,,,,military,0,0,0,122,0,114
L1912-00636,CHEVALIER,Jacques-Cyrille,european_french,european,high,birth_france,,1855,Arrou,military,2,0,1,431,0,114
L1912-00637,CHEVALIER,Joseph,european_other,european,high,birth_spain,,1855,Algésiras,military,2,0,1,1181,0,114
L1912-00638,CHEYLUS,Victor-Marie,european_french,european,high,birth_france,,1839,Paris,engineering_architecture,1,1,0,770,0,114
L1912-00640,CHICOLI,Tolomeo,european_italian,european,high,italian_institution,,1866,Païenne,medicine_health,2,0,1,490,0,114
L1912-00641,CHIDIAC,Naja,unknown,unknown,,,,1853,MontLiban,military,3,0,1,270,0,114
L1912-00644,CHOTARD,Georges-Henri,unknown,unknown,,,,1859,Charron,administration,0,0,0,183,0,115
L1912-00650,CHURCHER,Thomas-Gillard,european_other,european,high,birth_united_kingdom,,1856,Londres,,0,0,0,224,0,115
L1912-00652,CIRIER,Fabien,european_french,european,high,birth_france,,1862,Cambrai,justice_law,2,0,1,1113,0,116
L1912-00653,CITTANOVA,Jacques,european_italian,european,high,italian_institution;member_of:italian_body;birth_tunisia,,1881,Sousse,press_letters_arts,1,0,1,983,1,116
L1912-00654,CITTANOVA,Ugo,european_italian,european,high,italian_institution;birth_tunisia,,1885,Sousse,education_science,1,0,1,631,0,116
L1912-00655,CLEMENT,César,unknown,unknown,,,,1865,Tu,administration,0,0,0,103,0,116
L1912-00656,CLÉMENT,Paul-Gustave,european_french,european,high,birth_france,,1851,Valence,military,2,1,0,2063,1,116
L1912-00657,CLERINO,Mn.rtm-François-Isidore,european_french,european,high,birth_france,,1874,Lyon,administration,1,0,1,495,0,117
L1912-00658,CLERMONT,Jean,unknown,unknown,,,,1877,Akbou,education_science,3,0,1,751,0,117
L1912-00659,CLERMONT,Paul,european_other,european,high,birth_egypt,,1875,Le Caire,,1,0,1,308,0,118
L1912-00660,CLEYET,Merle-François,european_french,european,high,birth_france,,1869,Pressins,education_science,1,0,0,244,0,118
L1912-00661,CLIDAT,Martial,european_french,european,high,birth_france,,1862,Bordeaux,,1,0,1,951,0,118
L1912-00665,COANET,Armand-Edmond,european_french,european,high,birth_france,,1877,Nancy,agriculture,3,0,1,823,0,119
L1912-00666,COEROLI,André,european_french,european,high,birth_france,,1863,Ota,administration,0,0,0,236,0,119
L1912-00667,COEYTAUX,Alfred-Henri,european_french,european,medium,birth_algeria,,1856,Coligny,military,3,0,1,359,0,119
L1912-00668,COHEN,Abraham,unknown,unknown,,birth_tunisia,,1871,Djerba,,0,0,0,93,0,119
L1912-00669,COHEN,,unknown,unknown,,birth_tunisia,,1887,Tunis,commerce,0,0,0,148,0,119
L1912-00670,COHEN-HADRIA,Joseph,unknown,unknown,,birth_tunisia,,1872,Tunis,,0,0,0,164,0,119
L1912-00671,COHEN,Jacob,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1872,Tunis,press_letters_arts,1,0,1,827,2,119
L1912-00672,COHEN,Joseph,tunisian_jewish,tunisian,high,jewish_institution;birth_tunisia,,1881,Sfax,education_science,1,0,1,1775,0,120
L1912-00673,COIGNET,Jean,unknown,unknown,,,,,,engineering_architecture,0,0,0,759,1,120
L1912-00676,COLLET,Emmanuel,european_french,european,high,birth_france,,1863,Chateaulin,,0,0,0,555,0,120
L1912-00677,COLLIN,Julien,european_french,european,high,islamic_school;birth_france,tunisian_muslim,1862,Racheoourl-s'-Marne,education_science,4,0,1,1201,0,120
L1912-00678,COLLOMP,,unknown,unknown,,,,1864,,administration,2,0,1,493,0,120
L1912-00679,COLONNA -CESARI,Jean-Paul,unknown,unknown,,birth_tunisia,,1888,Tunis,military,1,0,1,424,0,121
L1912-00680,COLONNA-CESARI,Sébastien,european_french,european,high,birth_france,,1871,Quenza,diplomacy,5,0,1,495,0,121
L1912-00681,COLRAT,Jean-Marcel-Raymond,european_french,european,high,birth_france,,1872,Muzac,press_letters_arts,4,1,1,1677,1,121
L1912-00682,COMBAZ,Alexandre-François,european_french,european,high,birth_france,,1863,Pressins,military,3,0,1,686,0,121
L1912-00683,COMBES,Barthélémy-Clément,european_french,european,high,birth_france,,1839,Marseillette,religion,0,0,0,559,0,121
L1912-00684,COMBES,DE,unknown,unknown,,,,1864,,military,2,0,1,236,0,121
L1912-00685,COMBET,Candide-Aimé,unknown,unknown,,,,1862,,education_science,2,0,1,369,1,121
L1912-00694,COMITI,Paul,european_french,european,high,birth_france,,1870,Serra,administration,1,0,0,3228,1,124
L1912-00699,COMMUNAUX,Etienne-Victor,european_french,european,high,member_of:french_settler_body;birth_france,,1849,Arnay-le-Duc,engineering_architecture,1,1,0,832,1,125
L1912-00718,COMTE,Louis-IIippolyte,unknown,unknown,,,,1852,Courcelles,commerce,1,0,0,482,0,129
L1912-00719,COMTE,Philippe-Charles,unknown,unknown,,,,1869,Sus,medicine_health,3,0,1,1534,1,129
L1912-00720,COMTE,Victor,european_french,european,high,birth_france,,1874,Avignon,medicine_health,0,0,0,278,0,129
L1912-00722,CONSTANT,Charles,unknown,unknown,,,,,,military,0,0,0,124,0,132
L1912-00731,CONVERTI,Nicolas,european_italian,european,high,birth_italy,,1858,Roselo,medicine_health,0,0,0,2416,1,134
L1912-00736,CORBES,,unknown,unknown,,,,1871,,administration,2,0,1,860,0,135
L1912-00737,CORDEIL,Paul-Baptiste,european_french,european,high,birth_france,,1866,Cnalançon,education_science,2,0,1,1002,0,136
L1912-00739,CORRAS,Etienne,european_french,european,high,birth_france,,1876,Lyon,education_science,2,0,1,850,1,136
L1912-00740,COSSANGE,,european_french,european,high,birth_france,,1862,Firminy,engineering_architecture,3,0,1,938,0,136
L1912-00741,COSSON,Ernest,european_french,european,high,birth_france,,1891,Paris,medicine_health,2,0,1,8087,2,136
L1912-00743,COUDERG,Fernand,european_french,european,medium,birth_algeria,,1887,Philippeville,,0,0,0,431,0,138
L1912-00744,COUDERC,Pierre,european_french,european,high,birth_france,,1856,Cajarc,commerce,1,0,1,238,0,138
L1912-00745,COULON,Louis,european_french,european,high,birth_france,,1865,Aix-en-Provence,justice_law,2,0,1,1212,1,138
L1912-00747,COURT,Calixte,unknown,unknown,,,,1853,Aubenas,justice_law,1,0,0,358,0,139
L1912-00748,COURT,Gustave,european_french,european,high,birth_france,,1883,Corps,,3,0,1,2442,0,139
L1912-00749,COUVE,Edmond,european_french,european,high,birth_france,,1865,Marseille,justice_law,0,0,0,423,0,139
L1912-00750,CRANCIER,Hubert,unknown,unknown,,,,1867,Melisey,administration,3,0,1,609,0,139
L1912-00752,CRETE,Maurice,european_french,european,high,birth_france,,1855,Zaulzy,,5,1,0,968,0,140
L1912-00755,CRISTOFARI,Etienne,european_french,european,high,birth_france,,1863,Rospigliani,military,2,0,0,351,0,140
L1912-00758,CROS,François,european_french,european,high,birth_france,,1876,Béziers,military,0,0,0,477,0,141
L1912-00759,CRUZET,Victor,unknown,unknown,,,,1876,,military,1,0,1,332,0,141
L1912-00760,CUBISOL,Charles,unknown,unknown,,birth_tunisia,,1865,La Goulette,administration,1,0,1,201,0,141
L1912-00761,CUBISOL,Joseph,unknown,unknown,,,,1830,,administration,1,1,0,1999,0,141
L1912-00762,CUÉNOD,Auguste,european_other,european,high,birth_switzerland,,1868,SaintLégier-sur-Vevey,medicine_health,2,0,0,1135,1,142
L1912-00765,CURTELIN,Jean-Baptiste,european_french,european,high,birth_france,,1850,Chambéry,diplomacy,3,1,1,1116,1,143
L1912-00766,CYPRIEN,Saint,unknown,unknown,,,,,,press_letters_arts,0,0,0,754,0,144
L1912-00767,DABRIGEON,Louis-Guslave-Léon-Casimir,european_french,european,high,member_of:french_settler_body;birth_france,,1869,Mayres,medicine_health,3,0,1,1709,0,145
L1912-00768,DALIOT,Léonce-Albert,european_french,european,medium,birth_algeria,,1880,Alger,military,1,0,1,351,0,145
L1912-00770,DALLARD,Louis-Paul,unknown,unknown,,,,1875,Aiguilhe,military,1,1,0,870,0,145
L1912-00771,DALLOZ,Léonce-Albert,european_french,european,high,birth_france,,1879,Saint-Claude,justice_law,0,0,0,684,1,145
L1912-00773,DANDINE,Pierre-Paul-Gaston,european_french,european,high,birth_france,,1879,Paris,,1,0,1,531,0,146
L1912-00774,DANGELZER,Charles,european_french,european,high,birth_france,,1856,Andlau,military,5,1,1,383,0,146
L1912-00775,DANGUIN,J.-M.,european_french,european,high,birth_france,,1876,Lyon,commerce,0,0,0,451,0,146
L1912-00776,DANINOS,Léon,european_french,european,medium,birth_algeria,,1863,Bône,military,1,0,0,408,0,146
L1912-00777,DANOS,Joseph,unknown,unknown,,,,1877,Auterive,,1,0,1,437,1,146
L1912-00778,DANTON,Edmond,european_french,european,high,birth_france,,1874,Sézanne,,1,0,1,670,0,146
L1912-00785,DARGHOUT,Chadli,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1867,Tunis,commerce,0,0,0,628,0,147
L1912-00786,DARMON,,unknown,unknown,,birth_tunisia,,1885,La Goulelte,justice_law,1,0,1,1854,0,147
L1912-00787,DARMONY,V.,unknown,unknown,,birth_tunisia,,1875,Tunis,,1,0,0,228,0,147
L1912-00788,DASCONAGUERRE,Ferdinand,unknown,unknown,,,,1851,,justice_law,3,0,1,456,0,147
L1912-00790,DAVER,François-Joseph-Paul,european_french,european,high,birth_france,,1861,Toulon-sur-Mer,military,2,0,1,1031,1,148
L1912-00791,DAVID,Paul,european_french,european,low,member_of:french_settler_body,,,,engineering_architecture,1,0,1,1556,0,148
L1912-00792,DAVOUX,Augusle-Honoré,european_french,european,high,birth_france,,1870,Louvigné-du-Désert,military,0,0,0,846,0,148
L1912-00795,DEBON,Séraphin-Victorin,unknown,unknown,,,,1864,,justice_law,3,0,1,428,0,149
L1912-00801,DECKER-DAVID,Paul-Henry,unknown,unknown,,,,1865,,engineering_architecture,3,0,1,1235,0,149
L1912-00804,DEFRANCHI,Joseph,european_french,european,high,birth_france,,1855,Soccia,education_science,1,0,1,783,0,150
L1912-00807,DEGOMMIER,Albert,european_french,european,high,birth_france,,1870,Lardy,justice_law,1,0,1,230,1,150
L1912-00808,DËGRËAUX,Charles-Honoré,european_french,european,high,birth_france,,1850,Toulon,administration,2,0,0,222,0,150
L1912-00809,DËGUT,Joseph,european_french,european,high,birth_france,,1871,Marseille,justice_law,1,0,1,196,0,150
L1912-00810,DEHENNAULT,René,european_french,european,high,birth_france,,1880,Douai,,0,0,0,624,0,150
L1912-00811,DEJEAN,Vicomte,unknown,unknown,,,,,,military,1,0,1,155,0,150
L1912-00812,DEJEANNE,Guillaume-Cyprioil,unknown,unknown,,,,1845,Asie,administration,2,1,1,552,1,150
L1912-00813,DELAPONT,Albert,unknown,unknown,,,,,,,0,0,0,180,0,151
L1912-00814,DELARUE,René-Joseph,european_french,european,high,birth_france,,1850,Pontoise,military,3,1,0,656,1,151
L1912-00816,DELEBECQUE,Alplionse-Charles,unknown,unknown,,,,1824,Douai,military,1,1,0,428,0,151
L1912-00817,DELHUMEAU,,unknown,unknown,,,,1863,,military,0,0,0,152,0,151
L1912-00818,DELIEUX,Joseph - Etienne - Bernard,european_french,european,high,birth_france,,1868,Toulouse,,1,0,0,326,1,151
L1912-00819,DELMAS,Joseph-Frédéric,european_french,european,high,birth_france,,1867,Montereau,justice_law,2,1,0,902,1,151
L1912-00820,DELMAS,,tunisian_muslim,tunisian,medium,islamic_school,,1854,,education_science,2,1,0,217,0,151
L1912-00821,DELMOLINO,Alfred,unknown,unknown,,,,1861,Roy an,,3,0,1,324,0,151
L1912-00822,DELMON,Pierre-Louis,european_french,european,high,birth_france,,1866,Castillon-sur-Dordogne,religion,1,0,1,585,0,151
L1912-00823,DELORD,Jean-Camille,european_french,european,high,birth_france,,1853,Montagnac-Lacrempse,administration,1,0,1,602,0,152
L1912-00824,DEMARCQ,Henri-Clément,unknown,unknown,,,,1869,,industry_crafts,1,0,0,489,0,152
L1912-00825,DEMAY,Jules-Joseph-Pierre,european_french,european,medium,birth_algeria,,1876,Philippeville,administration,1,0,1,329,0,152
L1912-00826,DEMELLE,André,unknown,unknown,,,,1706,,medicine_health,0,0,0,692,0,152
L1912-00827,DEMOULIN,René-Lucien,european_french,european,high,birth_france,,1879,Paris,,1,0,1,1071,1,152
L1912-00828,DENCAUSE,Jean,european_french,european,low,member_of:french_settler_body,,1850,Soueich,military,2,1,1,740,0,152
L1912-00829,DENJEAN-NAVAILLES,Maurice,european_french,european,high,birth_france,,1866,Espondeilhan,,1,0,0,2101,1,152
L1912-00830,DEPIENNE,Pierre-Marie,unknown,unknown,,,,,,administration,1,1,0,7974,0,153
L1912-00832,DEPLANCHE,Pierre,european_french,european,high,birth_france,,1838,Secaux,commerce,1,0,1,499,0,154
L1912-00834,DERIVAUX,Charles-Hubert,european_french,european,high,birth_france,,1845,Kaltenhausen,military,4,1,1,794,0,155
L1912-00835,DESANTI,Dominique-François,european_french,european,high,birth_france,,1866,Crislinacce,education_science,0,0,0,177,0,155
L1912-00836,DESFONTAINE,Renô-Louicbe,unknown,unknown,,,,,,education_science,1,0,0,400,0,155
L1912-00837,DESTRÉES,Albert-Charles-Ferdinand,tunisian_muslim,tunisian,low,islamic_school;birth_algeria,tunisian_muslim;european_french,1852,Oran,education_science,2,0,1,1745,1,155
L1912-00838,DESTREES,Auguste - Albert - Emile,european_french,european,medium,birth_algeria,,1875,Moslaganem,justice_law,3,0,0,1646,2,155
L1912-00839,DEVAUX,Jules-Jean,unknown,unknown,,,,1859,,,0,0,0,167,0,156
L1912-00840,DEVOIZE,Jacques-Philippe,unknown,unknown,,,,,,military,0,0,0,805,1,156
L1912-00841,DHAINE,Henri-Désire-Michel,european_french,european,high,birth_france,,1867,"Paris IX"" arr",administration,3,0,1,1889,0,156
L1912-00842,DIACONO,Albin - Herménégilde,unknown,unknown,,birth_tunisia,,1883,Monastier,medicine_health,0,0,0,479,1,156
L1912-00843,DIACONO,Carmelo,unknown,unknown,,,,1884,Monaslier,commerce,0,0,0,192,0,157
L1912-00844,DIACONO,Paolo,unknown,unknown,,,,1867,Malle,commerce,0,0,0,68,0,157
L1912-00845,DIACONO,Salvalore,european_maltese,european,high,birth_malta,,1858,Cospiecca,industry_crafts,0,0,0,202,0,157
L1912-00846,DIANOUS,Paul DE,european_french,european,high,birth_france,,1859,Paris,administration,3,1,1,406,0,157
L1912-00847,DINGUIZLI,Moustapha,tunisian_muslim,tunisian,high,muslim_office;islamic_school;birth_tunisia,,1865,Tunis,politics_native_admin,4,1,1,757,1,157
L1912-00856,DIRSSINE,,tunisian_muslim,tunisian,high,muslim_office;islamic_school;member_of:muslim_body,,,,justice_law,0,0,0,251,0,158
L1912-00857,DISEGNI,A.,european_italian,european,high,italian_institution;member_of:italian_body;birth_tunisia,,1863,Tunis,administration,5,0,1,582,0,158
L1912-00862,DJAIBI,Mohamed,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1878,Tunis,press_letters_arts,0,0,0,229,0,158
L1912-00863,DJAIT,Youcef,unknown,unknown,,,,,,politics_native_admin,2,1,1,142,0,158
L1912-00865,DJAMAL,Ahmed,tunisian_muslim,tunisian,medium,islamic_school;birth_tunisia,,1853,Tunis,commerce,1,0,1,325,1,158
L1912-00866,DJAMAL,Salah,unknown,unknown,,birth_tunisia,,1886,Tunis,,1,0,0,162,0,158
L1912-00902,DJEHANE,,tunisian_muslim,tunisian,medium,islamic_school;member_of:muslim_body;birth_tunisia,,1870,Tunis,education_science,3,0,1,289,0,160
L1912-00907,DJELLOULI,Sadok,tunisian_muslim,tunisian,high,muslim_office,,,,politics_native_admin,4,1,1,280,0,160
L1912-00908,DJELLOULI,Taïeb,tunisian_muslim,tunisian,medium,islamic_school,,,,politics_native_admin,3,1,1,218,0,160
L1912-00925,DJILANI,I-Iadi,tunisian_muslim,tunisian,high,muslim_office,,1890,,politics_native_admin,2,0,0,967,0,162
L1912-00928,DOLCEMASCOLO,Giacomo,european_italian,european,high,birth_italy,,1880,Palerme,medicine_health,0,0,0,298,0,162
L1912-00929,DOLLIN DU FRESNEL,Frôdéric-Jules-Ernest,european_other,european,high,birth_belgium,,1855,Ixelles,administration,4,0,1,1334,1,162
L1912-00930,DOLOT,,european_french,european,high,birth_france,,1847,Premery,military,3,1,1,836,1,162
L1912-00931,DOMELA,Théodore,unknown,unknown,,,,1872,,medicine_health,0,0,0,1004,0,163
L1912-00936,DOUBLEDENT,Félix,european_french,european,high,birth_france,,1881,Paris,engineering_architecture,0,0,0,503,0,163
L1912-00940,DOUGNAC,François-Jean,european_french,european,high,birth_france,,1869,Saint-Vincent-de-Pertignes,,3,0,1,594,0,164
L1912-00945,DOZEVILLE,Elisée-Emile,european_french,european,high,birth_france,,1862,La Carneille,administration,2,0,1,402,0,165
L1912-00946,DRAGUT,,unknown,unknown,,,,,,military,0,0,0,419,0,165
L1912-00947,DRAMARD,Pierre-Marie,european_french,european,high,birth_france,,1860,Evreux,justice_law,2,0,1,554,0,165
L1912-00951,DRIB,Salah,tunisian_muslim,tunisian,medium,member_of:muslim_body,,,,justice_law,0,0,0,174,0,165
L1912-00956,DROUILLARD,Françoîs-Alexis-Prosper- Marcel,unknown,unknown,,,,1872,Vénérand,medicine_health,0,0,0,929,0,165
L1912-00957,DUBOS,Henri,european_french,european,low,member_of:french_settler_body,,1829,,engineering_architecture,3,1,1,940,0,166
L1912-00959,DUBOURDIEU,Gaslon-Louis-CharlesClément,unknown,unknown,,,,1854,,military,4,0,1,680,1,166
L1912-00960,DUBOURDIEU,Lucien,european_french,european,medium,birth_algeria,,1860,Mostaganem,administration,3,1,1,553,0,166
L1912-00961,DUCLOS,Bibiano,unknown,unknown,,,,1855,Brésil,engineering_architecture,0,0,0,505,0,166
L1912-00962,DUCROQUET,P,unknown,unknown,,,,,,military,3,1,1,205,0,166
L1912-00963,DUCROQUET,Louis-Paul-Marie,european_french,european,high,birth_france,,1870,Corbic,justice_law,0,0,0,433,0,166
L1912-00964,DUFFAU,Augustin,european_french,european,high,birth_france,,1864,Montde-Marsan,administration,2,0,1,291,0,166
L1912-00965,DUFFO,Louis,unknown,unknown,,,,1853,,military,2,0,0,360,1,166
L1912-00966,DUFRÊNE,César-Elisêe-Marc,european_french,european,high,birth_france,,1869,Puget-sur-Argens,education_science,1,0,1,717,0,167
L1912-00967,DUGLIN,William-Louis-Emile,european_french,european,high,birth_france,,1868,Montoise-sur-Loire,education_science,1,0,0,332,0,167
L1912-00968,DULIMON,Charles-Gaston,european_french,european,high,birth_france,,1869,Amiens,administration,0,0,0,171,0,167
L1912-00969,DUMAS,Paul-Antoine-Marcel,european_french,european,low,member_of:french_settler_body,,,,justice_law,2,0,1,1146,0,167
L1912-00970,DUMERGUE,,unknown,unknown,,,,1840,Aix-enProvence,industry_crafts,3,1,1,357,0,167
L1912-00971,DUMONT,Ernest,european_french,european,high,birth_france,,1861,Chablis,education_science,0,0,0,676,0,167
L1912-00972,DUMONT,Pierre-Henri,european_french,european,high,birth_france,,1881,Lyon-Villeurbanne,administration,0,0,0,339,0,167
