entry_id,surname,forenames,gender,gender_confidence,gender_evidence,community,community_group,birth_year,occupation_primary,n_decorations,n_chars,n_portraits,page_first
L1912-00494,CALO,Enrico,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1878,medicine_health,0,333,0,86
L1912-00495,CAMBON,Pierre-Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1843,justice_law,1,1929,0,86
L1912-00496,CAMILLERI,,UNKNOWN,,,unknown,unknown,1858,,2,166,0,86
L1912-00497,CAMILLERI,Sauveur,MALE,medium,masculine_forename,unknown,unknown,1864,military,0,821,1,86
L1912-00501,CAMPENON,Jean-Bapliste-MarieEdouard,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1819,military,0,735,0,86
L1912-00502,CAMUSSI,Henri,MALE,medium,masculine_forename,european_french,european,1864,administration,2,681,0,87
L1912-00503,CANAL,Albert,MALE,medium,masculine_forename,european_french,european,1874,,1,899,1,87
L1912-00504,CANAL,Joseph-Afarie-Ange,MALE,medium,masculine_forename,unknown,unknown,,military,3,1970,1,87
L1912-00505,CANAVAGGIO,Antoine,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,education_science,1,297,0,87
L1912-00506,CANI,,UNKNOWN,,,unknown,unknown,,,0,587,0,87
L1912-00507,CANTON,Albert,MALE,medium,masculine_forename,european_french,european,1875,,2,454,0,87
L1912-00511,CAPDEVILLE,Xavier - Jean - MarieCharles,MALE,medium,masculine_forename,unknown,unknown,1873,administration,0,725,0,89
L1912-00512,CAPRIATA,Victor-François,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1864,military,2,688,1,89
L1912-00515,CARBONIÈRE,Jean - Henry,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1865,,2,751,0,89
L1912-00516,CARCASONNE,Alphonse-Sylvain,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,,3,673,0,89
L1912-00517,CARDALIAGUET,Félix-Joseph-Alarie,MALE,medium,masculine_forename,unknown,unknown,,,3,336,0,89
L1912-00518,CARDOSO,David,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1852,justice_law,0,629,1,89
L1912-00519,CARDOSO,Alaurizio,UNKNOWN,,,european_italian,european,1877,medicine_health,2,707,0,90
L1912-00520,CARME JANE DE PIERREDON,DE,MALE,medium,masculine_occupation,unknown,unknown,,military,1,911,0,90
L1912-00521,CARNIÈRES,Victor DE,MALE,medium,masculine_forename,european_french,european,1849,agriculture,1,464,1,90
L1912-00524,CARRIER,Charles,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1872,agriculture,1,486,0,91
L1912-00529,CARTON,Louis,MALE,medium,masculine_forename,european_french,european,1861,medicine_health,4,1543,1,96
L1912-00531,CASELLA,Francesco,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1849,commerce,0,310,0,97
L1912-00533,CASSAR,Jean,MALE,medium,masculine_forename,unknown,unknown,1861,politics_native_admin,1,751,0,97
L1912-00534,CASSUTO,Emile,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1875,medicine_health,2,1403,0,97
L1912-00535,CASTRO,Empédocle DE,UNKNOWN,,,unknown,unknown,1862,commerce,0,162,0,97
L1912-00536,CATTAN,Albert-Daniel,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1875,medicine_health,1,1861,1,97
L1912-00537,CATTAN,Darius-David,MALE,medium,masculine_forename,unknown,unknown,1606,commerce,1,468,0,98
L1912-00538,CATTAN,Isaac,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1877,justice_law,3,3056,1,98
L1912-00539,CATTAN,Victor,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1870,justice_law,4,394,0,98
L1912-00540,CAVALIN,Ernest-Jean-Marie,MALE,medium,masculine_forename,european_french,european,1851,medicine_health,4,1142,0,99
L1912-00542,CAZÈS,David-Albert-Louis,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1850,,3,720,2,99
L1912-00555,Cercle Républicain,Grand,MALE,medium,masculine_occupation,unknown,unknown,1905,justice_law,0,219,0,100
L1912-00561,CES,,UNKNOWN,,,unknown,unknown,,administration,2,285,0,101
L1912-00562,CEZERAC,Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1879,education_science,0,154,0,101
L1912-00565,CHABERT,Pierre,MALE,medium,masculine_forename,european_italian,european,1842,medicine_health,4,699,0,101
L1912-00570,CHAFFANJON,Philibert,MALE,medium,masculine_forename,european_french,european,1860,,2,1594,2,101
L1912-00572,CHAILLEY,Raoul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1874,justice_law,0,391,0,102
L1912-00573,CHAIX,Xavier,MALE,medium,masculine_forename,european_french,european,1879,administration,0,366,0,102
L1912-00574,CHALAVOUX,Louis,MALE,medium,masculine_forename,european_french,european,1876,industry_crafts,1,189,1,102
L1912-00575,CHALOM,Jacques,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1878,justice_law,1,691,0,102
L1912-00576,CHAMBONCEL,Edmond-Bruno,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1869,,3,591,0,102
L1912-00586,CHAMPAVER,François-Marie-Gustave,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1867,education_science,3,1064,0,105
L1912-00592,CHAPELIÉ,Alfred,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1828,politics_native_admin,0,2293,0,106
L1912-00595,CHARDAVOINE,R'ené-Alcide,MALE,medium,masculine_forename,european_french,european,1862,,1,365,1,107
L1912-00596,CHARLËTY,Sébastien,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1867,military,3,1155,1,107
L1912-00599,CHARRIERE,Pierre - Charles - Alexandre LADREYT DE LA,MALE,medium,masculine_forename,european_french,european,1882,press_letters_arts,1,572,0,108
L1912-00600,CHASSAGNY •,Antoine - Amédée - Bernard,MALE,medium,masculine_forename,european_french,european,1869,education_science,2,298,0,108
L1912-00603,CHASSENERIE,Jean,MALE,medium,masculine_forename,unknown,unknown,1881,administration,0,553,0,109
L1912-00605,CHASTANG,Camille-Victor,MALE,medium,masculine_forename,european_french,european,1861,engineering_architecture,2,1064,0,109
L1912-00606,CHAUFFIN,Léon,MALE,medium,masculine_forename,european_french,european,1875,administration,1,516,0,109
L1912-00608,CHAVIGNY,André-Charles DE,MALE,medium,masculine_forename,unknown,unknown,1874,administration,4,1303,0,110
L1912-00618,CHEMAMA,Vila-Sauveur,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1877,justice_law,1,221,0,111
L1912-00619,CHEMILA,Ra.hmim,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1840,military,1,392,0,111
L1912-00621,CHEMLA,Ange,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1871,,0,282,0,112
L1912-00623,CHENAY,Louis,MALE,medium,masculine_forename,european_french,european,1849,,2,452,1,112
L1912-00632,CHERIF,Tahar,MALE,medium,masculine_forename,unknown,unknown,1860,,1,184,0,113
L1912-00633,CHERVIN,Pierre,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1873,,3,428,1,113
L1912-00634,CHESNE DE BELLECOURT,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,122,0,114
L1912-00636,CHEVALIER,Jacques-Cyrille,MALE,medium,masculine_forename,european_french,european,1855,military,2,431,0,114
L1912-00637,CHEVALIER,Joseph,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1855,military,2,1181,0,114
L1912-00638,CHEYLUS,Victor-Marie,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1839,engineering_architecture,1,770,0,114
L1912-00640,CHICOLI,Tolomeo,MALE,medium,masculine_forename,european_italian,european,1866,medicine_health,2,490,0,114
L1912-00641,CHIDIAC,Naja,UNKNOWN,,,unknown,unknown,1853,military,3,270,0,114
L1912-00644,CHOTARD,Georges-Henri,MALE,medium,masculine_forename,unknown,unknown,1859,administration,0,183,0,115
L1912-00650,CHURCHER,Thomas-Gillard,MALE,medium,masculine_forename,european_other,european,1856,,0,224,0,115
L1912-00652,CIRIER,Fabien,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1862,justice_law,2,1113,0,116
L1912-00653,CITTANOVA,Jacques,MALE,medium,masculine_forename,european_italian,european,1881,press_letters_arts,1,983,1,116
L1912-00654,CITTANOVA,Ugo,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1885,education_science,1,631,0,116
L1912-00655,CLEMENT,César,MALE,medium,masculine_forename,unknown,unknown,1865,administration,0,103,0,116
L1912-00656,CLÉMENT,Paul-Gustave,MALE,medium,masculine_forename,european_french,european,1851,military,2,2063,1,116
L1912-00657,CLERINO,Mn.rtm-François-Isidore,MALE,medium,masculine_forename,european_french,european,1874,administration,1,495,0,117
L1912-00658,CLERMONT,Jean,MALE,medium,masculine_forename,unknown,unknown,1877,education_science,3,751,0,117
L1912-00659,CLERMONT,Paul,MALE,medium,masculine_forename,european_other,european,1875,,1,308,0,118
L1912-00660,CLEYET,Merle-François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1869,education_science,1,244,0,118
L1912-00661,CLIDAT,Martial,MALE,medium,masculine_forename,european_french,european,1862,,1,951,0,118
L1912-00665,COANET,Armand-Edmond,MALE,medium,masculine_forename,european_french,european,1877,agriculture,3,823,0,119
L1912-00666,COEROLI,André,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,administration,0,236,0,119
L1912-00667,COEYTAUX,Alfred-Henri,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1856,military,3,359,0,119
L1912-00668,COHEN,Abraham,MALE,medium,masculine_forename,unknown,unknown,1871,,0,93,0,119
L1912-00669,COHEN,,UNKNOWN,,,unknown,unknown,1887,commerce,0,148,0,119
L1912-00670,COHEN-HADRIA,Joseph,MALE,medium,masculine_forename,unknown,unknown,1872,,0,164,0,119
L1912-00671,COHEN,Jacob,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1872,press_letters_arts,1,827,2,119
L1912-00672,COHEN,Joseph,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1881,education_science,1,1775,0,120
L1912-00673,COIGNET,Jean,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,engineering_architecture,0,759,1,120
L1912-00676,COLLET,Emmanuel,MALE,medium,masculine_forename,european_french,european,1863,,0,555,0,120
L1912-00677,COLLIN,Julien,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1862,education_science,4,1201,0,120
L1912-00678,COLLOMP,,UNKNOWN,,,unknown,unknown,1864,administration,2,493,0,120
L1912-00679,COLONNA -CESARI,Jean-Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1888,military,1,424,0,121
L1912-00680,COLONNA-CESARI,Sébastien,MALE,medium,masculine_forename,european_french,european,1871,diplomacy,5,495,0,121
L1912-00681,COLRAT,Jean-Marcel-Raymond,MALE,medium,masculine_forename,european_french,european,1872,press_letters_arts,4,1677,1,121
L1912-00682,COMBAZ,Alexandre-François,MALE,medium,masculine_forename,european_french,european,1863,military,3,686,0,121
L1912-00683,COMBES,Barthélémy-Clément,MALE,medium,masculine_forename,european_french,european,1839,religion,0,559,0,121
L1912-00684,COMBES,DE,UNKNOWN,,,unknown,unknown,1864,military,2,236,0,121
L1912-00685,COMBET,Candide-Aimé,MALE,medium,masculine_forename,unknown,unknown,1862,education_science,2,369,1,121
L1912-00694,COMITI,Paul,MALE,medium,masculine_forename,european_french,european,1870,administration,1,3228,1,124
L1912-00699,COMMUNAUX,Etienne-Victor,MALE,medium,masculine_forename,european_french,european,1849,engineering_architecture,1,832,1,125
L1912-00718,COMTE,Louis-IIippolyte,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1852,commerce,1,482,0,129
L1912-00719,COMTE,Philippe-Charles,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1869,medicine_health,3,1534,1,129
L1912-00720,COMTE,Victor,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1874,medicine_health,0,278,0,129
L1912-00722,CONSTANT,Charles,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,0,124,0,132
L1912-00731,CONVERTI,Nicolas,MALE,medium,masculine_forename,european_italian,european,1858,medicine_health,0,2416,1,134
L1912-00736,CORBES,,UNKNOWN,,,unknown,unknown,1871,administration,2,860,0,135
L1912-00737,CORDEIL,Paul-Baptiste,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1866,education_science,2,1002,0,136
L1912-00739,CORRAS,Etienne,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1876,education_science,2,850,1,136
L1912-00740,COSSANGE,,MALE,medium,masculine_occupation,european_french,european,1862,engineering_architecture,3,938,0,136
L1912-00741,COSSON,Ernest,MALE,medium,masculine_forename,european_french,european,1891,medicine_health,2,8087,2,136
L1912-00743,COUDERG,Fernand,MALE,medium,masculine_forename,european_french,european,1887,,0,431,0,138
L1912-00744,COUDERC,Pierre,MALE,medium,masculine_forename,european_french,european,1856,commerce,1,238,0,138
L1912-00745,COULON,Louis,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1865,justice_law,2,1212,1,138
L1912-00747,COURT,Calixte,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1853,justice_law,1,358,0,139
L1912-00748,COURT,Gustave,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1883,,3,2442,0,139
L1912-00749,COUVE,Edmond,MALE,medium,masculine_forename,european_french,european,1865,justice_law,0,423,0,139
L1912-00750,CRANCIER,Hubert,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1867,administration,3,609,0,139
L1912-00752,CRETE,Maurice,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1855,,5,968,0,140
L1912-00755,CRISTOFARI,Etienne,MALE,medium,masculine_forename,european_french,european,1863,military,2,351,0,140
L1912-00758,CROS,François,MALE,medium,masculine_forename,european_french,european,1876,military,0,477,0,141
L1912-00759,CRUZET,Victor,MALE,medium,masculine_forename,unknown,unknown,1876,military,1,332,0,141
L1912-00760,CUBISOL,Charles,MALE,medium,masculine_forename,unknown,unknown,1865,administration,1,201,0,141
L1912-00761,CUBISOL,Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1830,administration,1,1999,0,141
L1912-00762,CUÉNOD,Auguste,MALE,medium,masculine_forename,european_other,european,1868,medicine_health,2,1135,1,142
L1912-00765,CURTELIN,Jean-Baptiste,MALE,medium,masculine_forename,european_french,european,1850,diplomacy,3,1116,1,143
L1912-00766,CYPRIEN,Saint,UNKNOWN,,,unknown,unknown,,press_letters_arts,0,754,0,144
L1912-00767,DABRIGEON,Louis-Guslave-Léon-Casimir,MALE,medium,masculine_forename,european_french,european,1869,medicine_health,3,1709,0,145
L1912-00768,DALIOT,Léonce-Albert,MALE,medium,masculine_forename,european_french,european,1880,military,1,351,0,145
L1912-00770,DALLARD,Louis-Paul,MALE,medium,masculine_forename,unknown,unknown,1875,military,1,870,0,145
L1912-00771,DALLOZ,Léonce-Albert,MALE,medium,masculine_forename,european_french,european,1879,justice_law,0,684,1,145
L1912-00773,DANDINE,Pierre-Paul-Gaston,MALE,medium,masculine_forename,european_french,european,1879,,1,531,0,146
L1912-00774,DANGELZER,Charles,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1856,military,5,383,0,146
L1912-00775,DANGUIN,J.-M.,UNKNOWN,,,european_french,european,1876,commerce,0,451,0,146
L1912-00776,DANINOS,Léon,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,military,1,408,0,146
L1912-00777,DANOS,Joseph,MALE,medium,masculine_forename,unknown,unknown,1877,,1,437,1,146
L1912-00778,DANTON,Edmond,MALE,medium,masculine_forename,european_french,european,1874,,1,670,0,146
L1912-00785,DARGHOUT,Chadli,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1867,commerce,0,628,0,147
L1912-00786,DARMON,,MALE,medium,masculine_occupation,unknown,unknown,1885,justice_law,1,1854,0,147
L1912-00787,DARMONY,V.,UNKNOWN,,,tunisian_muslim,tunisian,1875,,1,228,0,147
L1912-00788,DASCONAGUERRE,Ferdinand,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1851,justice_law,3,456,0,147
L1912-00790,DAVER,François-Joseph-Paul,MALE,medium,masculine_forename,european_french,european,1861,military,2,1031,1,148
L1912-00791,DAVID,Paul,MALE,medium,masculine_occupation;masculine_forename,european_french,european,,engineering_architecture,1,1556,0,148
L1912-00792,DAVOUX,Augusle-Honoré,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1870,military,0,846,0,148
L1912-00795,DEBON,Séraphin-Victorin,MALE,medium,masculine_forename,unknown,unknown,1864,justice_law,3,428,0,149
L1912-00801,DECKER-DAVID,Paul-Henry,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1865,engineering_architecture,3,1235,0,149
L1912-00804,DEFRANCHI,Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1855,education_science,1,783,0,150
L1912-00807,DEGOMMIER,Albert,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1870,justice_law,1,230,1,150
L1912-00808,DËGRËAUX,Charles-Honoré,MALE,medium,masculine_forename,european_french,european,1850,administration,2,222,0,150
L1912-00809,DËGUT,Joseph,MALE,medium,masculine_forename,european_french,european,1871,justice_law,1,196,0,150
L1912-00810,DEHENNAULT,René,MALE,medium,masculine_forename,european_french,european,1880,,0,624,0,150
L1912-00811,DEJEAN,Vicomte,UNKNOWN,,,unknown,unknown,,military,1,155,0,150
L1912-00812,DEJEANNE,Guillaume-Cyprioil,MALE,medium,masculine_forename,unknown,unknown,1845,administration,2,552,1,150
L1912-00813,DELAPONT,Albert,MALE,medium,masculine_forename,unknown,unknown,,,0,180,0,151
L1912-00814,DELARUE,René-Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1850,military,3,656,1,151
L1912-00816,DELEBECQUE,Alplionse-Charles,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1824,military,1,428,0,151
L1912-00817,DELHUMEAU,,UNKNOWN,,,unknown,unknown,1863,military,0,152,0,151
L1912-00818,DELIEUX,Joseph - Etienne - Bernard,MALE,medium,masculine_forename,european_french,european,1868,,1,326,1,151
L1912-00819,DELMAS,Joseph-Frédéric,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1867,justice_law,2,902,1,151
L1912-00820,DELMAS,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1854,education_science,2,217,0,151
L1912-00821,DELMOLINO,Alfred,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1861,,3,324,0,151
L1912-00822,DELMON,Pierre-Louis,MALE,medium,masculine_forename,european_french,european,1866,religion,1,585,0,151
L1912-00823,DELORD,Jean-Camille,MALE,medium,masculine_forename,european_french,european,1853,administration,1,602,0,152
L1912-00824,DEMARCQ,Henri-Clément,MALE,medium,masculine_forename,unknown,unknown,1869,industry_crafts,1,489,0,152
L1912-00825,DEMAY,Jules-Joseph-Pierre,MALE,medium,masculine_forename,european_french,european,1876,administration,1,329,0,152
L1912-00826,DEMELLE,André,MALE,medium,masculine_forename,unknown,unknown,1706,medicine_health,0,692,0,152
L1912-00827,DEMOULIN,René-Lucien,MALE,medium,masculine_forename,european_french,european,1879,,1,1071,1,152
L1912-00828,DENCAUSE,Jean,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1850,military,2,740,0,152
L1912-00829,DENJEAN-NAVAILLES,Maurice,MALE,medium,masculine_forename,european_french,european,1866,,1,2101,1,152
L1912-00830,DEPIENNE,Pierre-Marie,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,administration,1,7974,0,153
L1912-00832,DEPLANCHE,Pierre,MALE,medium,masculine_forename,european_french,european,1838,commerce,1,499,0,154
L1912-00834,DERIVAUX,Charles-Hubert,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1845,military,4,794,0,155
L1912-00835,DESANTI,Dominique-François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1866,education_science,0,177,0,155
L1912-00836,DESFONTAINE,Renô-Louicbe,UNKNOWN,,,unknown,unknown,,education_science,1,400,0,155
L1912-00837,DESTRÉES,Albert-Charles-Ferdinand,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1852,education_science,2,1745,1,155
L1912-00838,DESTREES,Auguste - Albert - Emile,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1875,justice_law,3,1646,2,155
L1912-00839,DEVAUX,Jules-Jean,MALE,medium,masculine_forename,unknown,unknown,1859,,0,167,0,156
L1912-00840,DEVOIZE,Jacques-Philippe,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,0,805,1,156
L1912-00841,DHAINE,Henri-Désire-Michel,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1867,administration,3,1889,0,156
L1912-00842,DIACONO,Albin - Herménégilde,MALE,medium,masculine_forename,unknown,unknown,1883,medicine_health,0,479,1,156
L1912-00843,DIACONO,Carmelo,MALE,medium,masculine_forename,unknown,unknown,1884,commerce,0,192,0,157
L1912-00844,DIACONO,Paolo,MALE,medium,masculine_forename,unknown,unknown,1867,commerce,0,68,0,157
L1912-00845,DIACONO,Salvalore,UNKNOWN,,,european_maltese,european,1858,industry_crafts,0,202,0,157
L1912-00846,DIANOUS,Paul DE,MALE,medium,masculine_forename,european_french,european,1859,administration,3,406,0,157
L1912-00847,DINGUIZLI,Moustapha,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1865,politics_native_admin,4,757,1,157
L1912-00856,DIRSSINE,,UNKNOWN,,,tunisian_muslim,tunisian,,justice_law,0,251,0,158
L1912-00857,DISEGNI,A.,UNKNOWN,,,european_italian,european,1863,administration,5,582,0,158
L1912-00862,DJAIBI,Mohamed,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1878,press_letters_arts,0,229,0,158
L1912-00863,DJAIT,Youcef,MALE,medium,masculine_forename,unknown,unknown,,politics_native_admin,2,142,0,158
L1912-00865,DJAMAL,Ahmed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1853,commerce,1,325,1,158
L1912-00866,DJAMAL,Salah,MALE,medium,masculine_forename,unknown,unknown,1886,,1,162,0,158
L1912-00902,DJEHANE,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1870,education_science,3,289,0,160
L1912-00907,DJELLOULI,Sadok,MALE,medium,masculine_forename,tunisian_muslim,tunisian,,politics_native_admin,4,280,0,160
L1912-00908,DJELLOULI,Taïeb,MALE,medium,masculine_forename,tunisian_muslim,tunisian,,politics_native_admin,3,218,0,160
L1912-00925,DJILANI,I-Iadi,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1890,politics_native_admin,2,967,0,162
L1912-00928,DOLCEMASCOLO,Giacomo,MALE,medium,masculine_forename,european_italian,european,1880,medicine_health,0,298,0,162
L1912-00929,DOLLIN DU FRESNEL,Frôdéric-Jules-Ernest,MALE,medium,masculine_forename,european_other,european,1855,administration,4,1334,1,162
L1912-00930,DOLOT,,UNKNOWN,,,european_french,european,1847,military,3,836,1,162
L1912-00931,DOMELA,Théodore,MALE,medium,masculine_forename,unknown,unknown,1872,medicine_health,0,1004,0,163
L1912-00936,DOUBLEDENT,Félix,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1881,engineering_architecture,0,503,0,163
L1912-00940,DOUGNAC,François-Jean,MALE,medium,masculine_forename,european_french,european,1869,,3,594,0,164
L1912-00945,DOZEVILLE,Elisée-Emile,MALE,medium,masculine_forename,european_french,european,1862,administration,2,402,0,165
L1912-00946,DRAGUT,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,419,0,165
L1912-00947,DRAMARD,Pierre-Marie,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1860,justice_law,2,554,0,165
L1912-00951,DRIB,Salah,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,,justice_law,0,174,0,165
L1912-00956,DROUILLARD,Françoîs-Alexis-Prosper- Marcel,MALE,medium,masculine_forename,unknown,unknown,1872,medicine_health,0,929,0,165
L1912-00957,DUBOS,Henri,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1829,engineering_architecture,3,940,0,166
L1912-00959,DUBOURDIEU,Gaslon-Louis-CharlesClément,MALE,medium,masculine_forename,unknown,unknown,1854,military,4,680,1,166
L1912-00960,DUBOURDIEU,Lucien,MALE,medium,masculine_forename,european_french,european,1860,administration,3,553,0,166
L1912-00961,DUCLOS,Bibiano,MALE,medium,masculine_occupation,unknown,unknown,1855,engineering_architecture,0,505,0,166
L1912-00962,DUCROQUET,P,MALE,medium,masculine_occupation,unknown,unknown,,military,3,205,0,166
L1912-00963,DUCROQUET,Louis-Paul-Marie,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1870,justice_law,0,433,0,166
L1912-00964,DUFFAU,Augustin,MALE,medium,masculine_forename,european_french,european,1864,administration,2,291,0,166
L1912-00965,DUFFO,Louis,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1853,military,2,360,1,166
L1912-00966,DUFRÊNE,César-Elisêe-Marc,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1869,education_science,1,717,0,167
L1912-00967,DUGLIN,William-Louis-Emile,MALE,medium,masculine_forename,european_french,european,1868,education_science,1,332,0,167
L1912-00968,DULIMON,Charles-Gaston,MALE,medium,masculine_forename,european_french,european,1869,administration,0,171,0,167
L1912-00969,DUMAS,Paul-Antoine-Marcel,MALE,medium,masculine_occupation;masculine_forename,european_french,european,,justice_law,2,1146,0,167
L1912-00970,DUMERGUE,,UNKNOWN,,,unknown,unknown,1840,industry_crafts,3,357,0,167
L1912-00971,DUMONT,Ernest,MALE,medium,masculine_forename,european_french,european,1861,education_science,0,676,0,167
L1912-00972,DUMONT,Pierre-Henri,MALE,medium,masculine_forename,european_french,european,1881,administration,0,339,0,167
L1912-00973,DUPLA,Jean,MALE,medium,masculine_forename,unknown,unknown,1878,justice_law,0,960,1,167
L1912-00974,DUPLAV,Jacques-Louis,MALE,medium,masculine_forename,european_french,european,1840,engineering_architecture,2,668,0,168
L1912-00975,DUPONT,Pierre,MALE,medium,masculine_forename,european_french,european,1862,,0,263,0,168
L1912-00976,DUPOUX,,UNKNOWN,,,european_french,european,1865,industry_crafts,3,619,0,168
L1912-00977,DUPRÊ,Emile,MALE,medium,masculine_forename,unknown,unknown,1835,administration,3,711,1,168
L1912-00978,DURAN,André,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1877,justice_law,3,707,1,168
L1912-00979,DURAN,Vincent,MALE,medium,masculine_forename,unknown,unknown,1865,commerce,0,105,1,168
L1912-00980,DUREL,Alphonse,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1856,military,3,302,0,169
L1912-00981,DUREL,Auguste,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1851,military,1,226,0,169
L1912-00982,DUREL,Joachim-Cliristian,MALE,medium,masculine_forename,european_french,european,1878,education_science,3,255,0,169
L1912-00983,DURIEUX,Eugène,MALE,medium,masculine_forename,european_french,european,1859,industry_crafts,0,129,0,169
L1912-00984,DURMEYER,Georges-Jacques,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1827,religion,1,232,0,169
L1912-00985,DURMEYER,Louis-Gustavc-Alexis,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1876,education_science,0,229,0,169
L1912-00986,DURMEYER,,UNKNOWN,,,european_french,european,1866,justice_law,1,403,0,169
L1912-00987,DUSSOUILLEZ,Ferdinand-VictorLouis,MALE,medium,masculine_forename,european_french,european,1878,,1,1110,1,169
L1912-00988,DUVAL,Joseph,MALE,medium,masculine_forename,european_french,european,1860,education_science,3,320,0,169
