entry_id,surname,forenames,gender,gender_confidence,gender_evidence,community,community_group,birth_year,occupation_primary,n_decorations,n_chars,n_portraits,page_first
L1912-02004,PATRICOT,,UNKNOWN,,,unknown,unknown,,medicine_health,0,1106,1,320
L1912-02007,PAULIN,Félix-Gabriel,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1873,,2,897,1,320
L1912-02008,PAUTHIER,Joseph-Charles-Lucien,MALE,medium,masculine_forename,european_french,european,1865,education_science,1,208,0,321
L1912-02009,PAVARD,,UNKNOWN,,,european_french,european,1850,religion,2,231,0,321
L1912-02010,PAVILLIER,,MALE,medium,masculine_occupation,unknown,unknown,,military,2,277,0,321
L1912-02013,PEAN,Baptiste,MALE,medium,masculine_forename,unknown,unknown,1864,military,4,629,0,321
L1912-02016,PEIRON,Eugène,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1860,justice_law,1,635,0,322
L1912-02019,PELLET,,UNKNOWN,,,european_french,european,,commerce,1,765,1,322
L1912-02020,PELLETIER,Louis-J.,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1857,politics_native_admin,2,388,0,322
L1912-02021,PËLONI,Jean-Martin,MALE,medium,masculine_forename,unknown,unknown,,,2,1021,2,322
L1912-02022,PËLONI,Jean-Pierre,MALE,medium,masculine_forename,european_french,european,1852,industry_crafts,2,1261,0,323
L1912-02024,PÉPIN,Paul,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1862,justice_law,1,445,0,323
L1912-02025,PERCIE DU SERT,Fleury,MALE,medium,masculine_occupation,unknown,unknown,1869,industry_crafts,2,246,0,323
L1912-02026,PEREZ,Ernest,MALE,medium,masculine_forename,unknown,unknown,1861,commerce,0,127,0,323
L1912-02027,PERGOLA,Julien,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1869,justice_law,2,743,0,323
L1912-02028,PERNOT,Armand,MALE,medium,masculine_forename,unknown,unknown,1865,administration,1,230,0,323
L1912-02029,PERPETUA,Giulio,MALE,medium,masculine_forename,european_italian,european,1848,,5,1406,1,323
L1912-02030,PERREAU,Louis,MALE,medium,masculine_forename,european_french,european,1872,administration,1,525,0,324
L1912-02031,PERRET,Jules,MALE,medium,masculine_forename,european_french,european,1864,administration,3,622,0,324
L1912-02032,PERRIER,Fernand,MALE,medium,masculine_forename,unknown,unknown,1854,medicine_health,2,924,0,324
L1912-02033,PERRIN,Antoine,MALE,medium,masculine_forename,european_french,european,1877,,0,233,0,324
L1912-02034,PERRIN,,MALE,medium,masculine_occupation,european_french,european,1875,justice_law,1,591,0,324
L1912-02035,PERROCHON,Henri-Auguste,MALE,medium,masculine_forename,european_french,european,1860,industry_crafts,1,638,0,324
L1912-02036,PERROUD,André,MALE,medium,masculine_forename,unknown,unknown,1879,administration,0,173,0,324
L1912-02037,PERRUT,Henri-Charles-Alfred,MALE,medium,masculine_forename,european_french,european,1859,engineering_architecture,3,552,0,324
L1912-02038,PETIT,Régis,MALE,medium,masculine_forename,european_french,european,1852,industry_crafts,2,1067,0,324
L1912-02039,PETITDIDIER,Marie-Léon,MALE,medium,masculine_forename,european_french,european,1870,education_science,3,634,0,325
L1912-02041,PET-ITJEAN,,UNKNOWN,,,unknown,unknown,1873,,1,289,0,325
L1912-02043,PEUFAILLIT,Louis,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1871,engineering_architecture,0,146,0,325
L1912-02047,PHEMOLANT,Pierre,MALE,medium,masculine_forename,european_french,european,1862,industry_crafts,0,280,0,326
L1912-02049,PHILIPPE-THOMAS,V. Thomas.,MALE,medium,masculine_forename,unknown,unknown,,mining,0,657,0,326
L1912-02050,PHILIPPEAU,Simon-François,MALE,medium,masculine_forename,unknown,unknown,1802,,2,563,0,326
L1912-02053,PIAZZA,Henri,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1857,,2,529,0,327
L1912-02054,PICARD,François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1867,engineering_architecture,5,3808,1,327
L1912-02056,PICUT,Louis,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1883,,0,231,0,328
L1912-02057,PIERRINI,Pierre,MALE,medium,masculine_forename,unknown,unknown,1888,commerce,0,351,0,328
L1912-02058,PIETRA,Charles,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1882,justice_law,0,521,0,328
L1912-02059,PIETRA,Paul-Victor,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1853,justice_law,3,1058,0,328
L1912-02060,PIGNATARI,Aurelio,UNKNOWN,,,european_italian,european,1866,politics_native_admin,1,248,0,328
L1912-02062,PINARD,Jules,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1861,military,1,2491,1,328
L1912-02063,PINHËDE,Paul-Benjamin,MALE,medium,masculine_forename,european_french,european,1876,agriculture,1,674,0,329
L1912-02064,PIOGEY,Pierre,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1846,military,1,290,0,329
L1912-02065,PIQJJOT,Joseph,MALE,medium,masculine_forename,european_french,european,1861,,3,759,0,329
L1912-02066,PISANI,Arlhur,UNKNOWN,,,unknown,unknown,1872,administration,1,319,0,329
L1912-02068,PLACE,Mario,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1863,diplomacy,1,400,0,330
L1912-02069,PLANCHE,,MALE,medium,masculine_occupation,unknown,unknown,,,2,154,0,330
L1912-02072,PLATEL,Arthur-César,MALE,medium,masculine_forename,unknown,unknown,1873,administration,1,642,0,330
L1912-02073,PLESSIX,,MALE,medium,masculine_occupation,european_french,european,1881,engineering_architecture,1,589,1,330
L1912-02075,PLOUCHART,Alphonse,MALE,medium,masculine_forename,european_french,european,1872,military,0,1350,1,330
L1912-02078,POINSSOT,Louis-François-Alberl,MALE,medium,masculine_forename,european_french,european,1879,administration,0,331,0,331
L1912-02079,POINT,Paul-Etienne,MALE,medium,masculine_forename,european_french,european,1859,,1,319,0,331
L1912-02080,POIRSON,,UNKNOWN,,,unknown,unknown,,medicine_health,1,325,0,331
L1912-02081,POIRSON,Henri,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,1,497,1,331
L1912-02082,POIVRE,Pierre,MALE,medium,masculine_forename,european_french,european,1861,,0,842,0,332
L1912-02084,POLOMENI,Spiridion,MALE,medium,masculine_forename,european_other,european,1844,religion,0,179,0,332
L1912-02092,POROT,Antonin,MALE,medium,masculine_forename,unknown,unknown,1876,medicine_health,0,652,0,333
L1912-02093,PORTE,Pierre,MALE,medium,masculine_forename,european_french,european,1855,administration,1,149,0,333
L1912-02094,PORTELLI,,UNKNOWN,,,unknown,unknown,,diplomacy,1,1248,0,333
L1912-02095,PORTELLI,Raphaël,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1872,diplomacy,1,198,0,333
L1912-02096,PORTERIE,Clément,MALE,medium,masculine_forename,unknown,unknown,1862,administration,1,1049,0,333
L1912-02101,POSTH,Philippe,MALE,medium,masculine_forename,unknown,unknown,1872,agriculture,1,206,0,334
L1912-02102,POTERIE,René-Guillot DE LA,MALE,medium,masculine_forename,unknown,unknown,1853,agriculture,1,566,0,334
L1912-02103,POUJADE,Raphaël,MALE,medium,masculine_forename,european_french,european,1877,administration,0,513,0,334
L1912-02104,POULY,Pierre,MALE,medium,masculine_forename,european_french,european,1864,finance_banking,2,422,0,334
L1912-02105,POYET,Joannès,UNKNOWN,,,european_french,european,1868,transport_maritime,0,289,0,334
L1912-02107,PRADIER,Emmanuel,MALE,medium,masculine_forename,european_french,european,1840,,0,544,0,334
L1912-02112,PRËVERAUD DE VAUMAS,WilliamCharles,UNKNOWN,,,european_french,european,1877,agriculture,1,474,0,335
L1912-02116,PROST,André-Louis,MALE,medium,masculine_forename,unknown,unknown,1869,administration,0,169,0,335
L1912-02119,PROUST,Paul-Eugène-Emile,MALE,medium,masculine_forename,unknown,unknown,,military,2,1054,0,336
L1912-02120,PROUST,Théodore-Auguste-GaspardOscar,MALE,medium,masculine_forename,unknown,unknown,,,5,1177,1,336
L1912-02121,PROUX,Auguste,MALE,medium,masculine_forename,european_french,european,1874,diplomacy,2,277,0,336
L1912-02122,PROVENCE,Henry,MALE,medium,masculine_forename,european_french,european,1875,press_letters_arts,1,859,0,336
L1912-02123,PUAUX,Gabriel,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1883,military,3,625,2,336
L1912-02124,PUCH,Elie-M'héodore-Albéric DU,MALE,medium,masculine_forename,unknown,unknown,1839,military,2,1196,1,337
L1912-02125,PUJAT,Frédéric,MALE,medium,masculine_forename,european_french,european,1848,military,5,1264,0,337
L1912-02127,QUEISEL,,UNKNOWN,,,unknown,unknown,1859,administration,1,164,0,338
L1912-02128,QUILLIÉ,Pierre-Emile,MALE,medium,masculine_forename,unknown,unknown,1846,agriculture,2,356,0,338
L1912-02129,QUINEL,,MALE,medium,masculine_occupation,unknown,unknown,1874,,0,167,0,338
L1912-02130,QUINEL,Georges-Frédéric,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1816,education_science,6,2718,1,338
L1912-02131,RACINE,Henry-Marie,MALE,medium,masculine_forename,european_french,european,1876,industry_crafts,1,711,0,339
L1912-02132,RADET,André-Amédée-Julien,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1885,engineering_architecture,0,1091,0,339
L1912-02134,RAGOUNEAU,Louis - Gaston - Maurice,MALE,medium,masculine_forename,unknown,unknown,,military,2,455,0,339
L1912-02135,RAIGHLEN,Louis-Jacques,MALE,medium,masculine_occupation;masculine_forename,european_other,european,1862,finance_banking,0,926,0,339
L1912-02136,RAMONET,Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1864,,2,400,0,340
L1912-02137,RANCHIN,Louis-Valère-Placide,MALE,medium,masculine_forename,unknown,unknown,1854,administration,1,216,0,340
L1912-02138,RANDET,Paul-Joseph,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1868,justice_law,2,866,0,340
L1912-02139,RANDON,,MALE,medium,masculine_occupation,european_french,european,1853,,2,350,1,340
L1912-02146,RAUCHER,Julien,MALE,medium,masculine_forename,unknown,unknown,1868,finance_banking,3,726,1,340
L1912-02147,RAVEL,Adolphe-Eugène,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1862,education_science,1,396,0,341
L1912-02150,REBOUD,Victor,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,2,621,0,341
L1912-02151,REBOUL,Augustin - Chartes,MALE,medium,masculine_forename,european_french,european,1866,administration,1,532,0,341
L1912-02153,RECLUS,Jacques,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1879,military,2,767,0,341
L1912-02155,REFALO,Salvator-François,MALE,medium,masculine_forename,unknown,unknown,1854,administration,2,551,0,341
L1912-02157,REIBELL,Emile,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1866,military,3,2990,1,341
L1912-02158,REIX,Jean,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1868,education_science,2,704,0,342
L1912-02159,REMY,Victor-Henri-Adolphe,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1852,justice_law,3,770,0,342
L1912-02160,RENAULT,Jules,MALE,medium,masculine_forename,unknown,unknown,1860,military,2,3800,2,342
L1912-02161,RESFLANDY,Jean-Emile-Ferdinaild,MALE,medium,masculine_forename,european_french,european,1866,engineering_architecture,2,727,0,343
L1912-02162,REÙBEL,Maurice,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1861,military,2,988,2,343
L1912-02163,REVERDIN,Joseph,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1859,justice_law,1,360,0,344
L1912-02164,REVERTEGAT,Paul-Henri,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1851,military,3,293,0,344
L1912-02165,RËVOGAT,Louis-Gabriel,MALE,medium,masculine_forename,european_french,european,1868,press_letters_arts,0,358,0,344
L1912-02166,REVOL,Jean,MALE,medium,masculine_forename,european_french,european,1858,,3,563,2,344
L1912-02167,REVOLON,Emile-Alexandre,MALE,medium,masculine_forename,european_french,european,1879,commerce,0,309,0,344
L1912-02168,REVOLON,Stéphane,MALE,medium,masculine_forename,european_french,european,1860,commerce,2,1364,0,344
L1912-02169,REY,Louis,MALE,medium,masculine_forename,european_italian,european,1860,industry_crafts,3,498,1,344
L1912-02170,REY,Louis,MALE,medium,masculine_forename,european_french,european,1872,commerce,0,244,0,345
L1912-02171,REYMOND,I-I.-L.,UNKNOWN,,,european_french,european,1871,military,2,620,0,345
L1912-02172,REYNAUD,Alphonse,MALE,medium,masculine_forename,unknown,unknown,1802,industry_crafts,1,358,0,345
L1912-02175,RIBET,Jean-Pierre,MALE,medium,masculine_forename,european_italian,european,1864,military,1,852,0,345
L1912-02176,RICHARD,Àdric-Charles-Adolphe,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1853,industry_crafts,1,624,0,345
L1912-02177,RICHARD-NICOLAS,Alphonse,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1843,justice_law,0,489,0,345
L1912-02178,RICHARD-NICOLAS,Robert,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,,1,236,0,345
L1912-02179,RICHARD,,MALE,medium,masculine_occupation,unknown,unknown,1874,justice_law,0,986,0,345
L1912-02180,RICHARD,Victor,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1859,,3,390,0,346
L1912-02181,RICKLIN,Paul,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1851,military,2,540,0,346
L1912-02182,RIETMANN,Edouard-Rodolphe,MALE,medium,masculine_forename,european_french,european,1860,commerce,2,411,0,346
L1912-02185,RIOLS DE FONCLARE,Alexandre Henri,MALE,medium,masculine_forename,european_french,european,1869,military,0,577,0,346
L1912-02186,RIOU,Adolphe,MALE,medium,masculine_forename,european_french,european,1871,,2,678,0,346
L1912-02188,RITE CHAEAI,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,,religion,0,360,0,346
L1912-02190,ROBAGLIA,Pascal-Nonce,MALE,medium,masculine_forename,european_french,european,1842,military,4,1481,0,347
L1912-02191,ROBERT,Henri-Léon,MALE,medium,masculine_forename,european_french,european,1849,medicine_health,4,867,1,347
L1912-02192,ROBICHON,Ludovic,MALE,medium,masculine_forename,unknown,unknown,,politics_native_admin,2,267,0,347
L1912-02193,ROBINET,Pierre,MALE,medium,masculine_forename,unknown,unknown,1878,education_science,2,360,0,347
L1912-02194,ROCHES,Léon,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,,military,0,4195,0,347
L1912-02195,RODERIE,,UNKNOWN,,,european_french,european,1871,agriculture,0,743,0,348
L1912-02196,ROEDERER,Léon-Georges,MALE,medium,masculine_forename,unknown,unknown,1870,agriculture,2,315,0,348
L1912-02197,ROGER,Hubert-Louis,MALE,medium,masculine_forename,unknown,unknown,1870,,1,597,0,348
L1912-02199,ROLLAND,Georges,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1852,engineering_architecture,4,466,0,349
L1912-02200,ROLLAND,Pierre-Louis,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,education_science,2,178,0,349
L1912-02203,ROMDAN BEN ROMDAN,,UNKNOWN,,,tunisian_muslim,tunisian,1864,industry_crafts,2,775,1,349
L1912-02204,RONDEAU,Wilfrid,MALE,medium,masculine_forename,european_french,european,1875,commerce,1,544,0,350
L1912-02205,RONNE,Gustave,MALE,medium,masculine_forename,unknown,unknown,,justice_law,2,531,0,350
L1912-02206,ROQUES,Antonin-Hippolvle-Félix,MALE,medium,masculine_forename,european_french,european,1865,administration,1,936,1,350
L1912-02207,ROSSI,Carlo,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1861,press_letters_arts,0,117,0,350
L1912-02208,ROSSIGNOL,Henri,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,,0,162,0,350
L1912-02209,ROTALIER,,MALE,medium,masculine_occupation,european_french,european,1880,engineering_architecture,1,329,0,350
L1912-02211,ROUDY,Athariase,MALE,medium,masculine_occupation,european_french,european,1875,engineering_architecture,2,268,1,350
L1912-02213,ROUQUIE,Alexandre,MALE,medium,masculine_forename,european_french,european,1867,medicine_health,2,960,0,351
L1912-02214,ROUSSET,Emile,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1870,engineering_architecture,0,501,0,351
L1912-02215,ROUSTAN,Théodore - Justin - Dominique,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,0,1216,2,351
L1912-02217,ROUVIER,Charles,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1849,military,1,746,0,352
L1912-02218,ROUX,Henri,MALE,medium,masculine_forename,european_french,european,1864,military,4,2813,2,352
L1912-02219,ROYER,Alfred,MALE,medium,masculine_forename,european_french,european,1861,military,3,327,0,353
L1912-02221,RUPRICH-ROBERT,Edmoïid-Alberl,UNKNOWN,,,european_french,european,1867,,1,592,1,353
L1912-02222,RUTILY,Adolphe-Mathieu,MALE,medium,masculine_forename,unknown,unknown,1875,industry_crafts,1,681,1,353
L1912-02223,RUTILY,,UNKNOWN,,,european_french,european,1866,,1,488,0,353
L1912-02224,SAADA,Albert,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1872,commerce,1,254,0,354
L1912-02225,SAADA,Jacques,MALE,medium,masculine_forename,unknown,unknown,1882,industry_crafts,0,57,0,354
L1912-02226,SAADA,Victor,MALE,medium,masculine_occupation;masculine_forename,tunisian_jewish,tunisian,1868,justice_law,1,469,0,354
L1912-02227,SACGOMAN,Pierre,MALE,medium,masculine_forename,unknown,unknown,1872,transport_maritime,0,63,0,354
L1912-02230,SADOK-BEY,Mohamed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1883,,0,151,0,354
L1912-02231,SADOUN,Jacques,MALE,medium,masculine_forename,european_italian,european,1872,press_letters_arts,1,1171,2,354
L1912-02246,SAINT-ROMAS,Jea.n-Eugône-Etleilne,UNKNOWN,,,european_french,european,1863,transport_maritime,2,709,0,356
L1912-02248,SAIZIEU,,MALE,medium,masculine_occupation,unknown,unknown,,diplomacy,0,262,0,356
L1912-02251,SAKKA,,UNKNOWN,,,tunisian_muslim,tunisian,,politics_native_admin,3,815,0,356
L1912-02252,SAKKA,,UNKNOWN,,,tunisian_muslim,tunisian,1829,,4,1920,1,356
L1912-02253,SAKKA,,MALE,medium,masculine_occupation,tunisian_muslim,tunisian,1860,politics_native_admin,2,709,2,357
L1912-02254,SAKKAT,Ahmed,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,,politics_native_admin,2,197,0,357
L1912-02255,SAKKAT,Ali,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1876,administration,2,324,2,357
L1912-02257,SALANCOURT,Paul GRENIER DE,MALE,medium,masculine_forename,european_french,european,1853,administration,2,303,0,358
L1912-02258,SALIBA,Carmel,MALE,medium,masculine_forename,unknown,unknown,1865,commerce,2,246,0,358
L1912-02259,SALIÉGE,Henri,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1865,justice_law,1,290,0,358
L1912-02260,SALIH,Mohamed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1874,,0,380,0,358
L1912-02263,SAMAMA,Alberl-Chikli,UNKNOWN,,,unknown,unknown,1872,press_letters_arts,0,550,0,358
L1912-02264,SAMPERI,Carmeo,MALE,medium,masculine_occupation,european_italian,european,1880,justice_law,0,346,0,358
L1912-02265,SANGÉS,Giuseppe,MALE,medium,masculine_forename,european_italian,european,1873,medicine_health,1,188,0,358
L1912-02266,SANSONE,Ignace,MALE,medium,masculine_occupation;masculine_forename,european_italian,european,1878,,0,401,0,358
L1912-02267,SANTILLANA,Léon,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1865,medicine_health,1,1022,0,358
L1912-02268,SANTONI,SimonJean-Pierre,MALE,medium,masculine_forename,european_french,european,1880,education_science,1,227,0,359
L1912-02269,SANTSCHI,Félix,MALE,medium,masculine_forename,unknown,unknown,1872,medicine_health,0,671,1,359
L1912-02270,SARABUSI,Camille,MALE,medium,masculine_forename,unknown,unknown,1871,administration,1,307,0,359
L1912-02271,SAUNIER,Henri-Louis,MALE,medium,masculine_forename,european_french,european,1856,justice_law,0,853,1,359
L1912-02272,SAURIN,Jules,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1863,administration,1,481,1,359
L1912-02273,SAUTEREAU,Pierre,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1849,military,0,210,0,360
L1912-02274,SAUX,Alexandre-Simon,MALE,medium,masculine_forename,unknown,unknown,1706,military,2,202,0,360
L1912-02275,SAVARIAU,Norbert,MALE,medium,masculine_forename,unknown,unknown,1879,education_science,0,344,0,360
L1912-02277,SAYAH,Mohamed,MALE,medium,masculine_forename,tunisian_muslim,tunisian,1873,administration,3,520,1,360
L1912-02281,SBRANA,Franceseo-Toqueto-Vigilio,UNKNOWN,,,european_italian,european,1865,medicine_health,2,832,0,360
L1912-02282,SBRANA,Richard,MALE,medium,masculine_forename,european_italian,european,1854,medicine_health,3,1741,0,360
L1912-02283,SCHEMBRI,Emmanuel,MALE,medium,masculine_forename,unknown,unknown,1878,,2,642,1,361
L1912-02284,SCHEMBRI,Jean-Joseph,MALE,medium,masculine_forename,unknown,unknown,1855,administration,2,395,0,361
L1912-02285,SCHILLING,Rodolphe,MALE,medium,masculine_forename,european_french,european,1870,military,3,1290,0,361
L1912-02286,SCHLUMBERGER,Raoul,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1856,military,3,601,1,361
L1912-02287,SCHUH,François,MALE,medium,masculine_forename,european_french,european,1873,industry_crafts,1,933,1,362
L1912-02289,SCIALOM,David-Dario,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1880,medicine_health,1,1160,0,362
L1912-02290,SCIALOM,,MALE,medium,masculine_occupation,tunisian_jewish,tunisian,1871,justice_law,1,736,0,362
L1912-02292,SCIPION L'AFRICAIN,,MALE,medium,masculine_occupation,unknown,unknown,,military,0,348,0,362
L1912-02293,SCIPION,Emilien,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,,military,0,110,0,362
L1912-02295,SEBAG,Victor,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1878,justice_law,0,195,0,363
L1912-02297,SEBASTIANI,Amédée,MALE,medium,masculine_forename,european_italian,european,1872,diplomacy,0,111,0,363
L1912-02299,SÉCHERESSE,Aristide-Marcel,MALE,medium,masculine_forename,european_italian,european,1874,education_science,2,1817,1,363
L1912-02309,SEGUIN,Camille,MALE,medium,masculine_forename,european_french,european,1871,administration,2,598,0,364
L1912-02311,SELDJA,,UNKNOWN,,,unknown,unknown,,mining,0,1445,0,364
L1912-02318,SEPHAR,Aron,MALE,medium,masculine_forename,tunisian_jewish,tunisian,,,2,263,0,364
L1912-02319,SÉRE,DE,UNKNOWN,,,unknown,unknown,,education_science,0,436,0,365
L1912-02321,SERRES,Jean-Victor,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1860,religion,2,1266,1,365
L1912-02322,SERRESSÈQUE,Armand,MALE,medium,masculine_forename,european_french,european,1874,,0,309,0,365
L1912-02327,SESSELEGO,Henri,MALE,medium,masculine_forename,unknown,unknown,1862,medicine_health,0,445,0,366
L1912-02328,SETBON,Clément,MALE,medium,masculine_forename,unknown,unknown,1875,medicine_health,0,105,0,366
L1912-02330,SFAR,Béchir,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1863,politics_native_admin,3,876,0,366
L1912-02331,SFAR,Mohamed,MALE,medium,masculine_occupation;masculine_forename,tunisian_muslim,tunisian,1882,,0,142,0,366
L1912-02334,SGARRINI,,UNKNOWN,,,european_italian,european,1878,medicine_health,1,94,0,369
L1912-02335,SICARD,François - Pascal - Fortuné,MALE,medium,masculine_forename,unknown,unknown,1842,administration,2,293,0,369
L1912-02336,SICAULT,Firmin,MALE,medium,masculine_forename,european_french,european,1875,education_science,2,693,0,369
L1912-02337,SICRE DE FONTBRUNE,Alphonse,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1838,,0,283,0,369
L1912-02338,SICRE DE FONTBRUNE,Pierre,MALE,medium,masculine_forename,unknown,unknown,1869,justice_law,0,275,0,369
L1912-02385,SIGNORETTY,Gustave,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1846,military,1,386,0,372
L1912-02387,SILVE,Léon,MALE,medium,masculine_forename,unknown,unknown,1871,transport_maritime,0,448,0,372
L1912-02388,SIMIER,Joseph-Pierre,MALE,medium,masculine_forename,unknown,unknown,1869,industry_crafts,1,696,0,372
L1912-02389,SIMONNET,Alfred-Louis-Alexandre,MALE,medium,masculine_forename,unknown,unknown,1864,diplomacy,2,1257,1,372
L1912-02390,SINIGAGLIA,J.-R.,UNKNOWN,,,unknown,unknown,1845,medicine_health,1,240,0,373
L1912-02391,SITBON,Moïse,MALE,medium,masculine_forename,tunisian_jewish,tunisian,1873,commerce,1,598,1,373
L1912-02392,SIVAN,Edouard-Paul,MALE,medium,masculine_forename,european_french,european,1878,military,2,358,0,373
L1912-02397,SMADJA,Isaac,MALE,medium,masculine_forename,unknown,unknown,1873,administration,3,276,0,373
L1912-02398,SMAJA,Isaac,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1882,justice_law,0,208,0,373
L1912-02443,SOF,,UNKNOWN,,,unknown,unknown,,politics_native_admin,1,235,0,381
L1912-02444,SOGNO,Eugène,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1863,engineering_architecture,0,583,0,381
L1912-02445,SOLAL,Eugène,MALE,medium,masculine_forename,european_french,european,1880,administration,0,217,0,381
L1912-02452,SOTJBRANE,Antoine-Marie,MALE,medium,masculine_forename,unknown,unknown,1872,administration,2,265,0,381
L1912-02453,SOUCIET,M.-A.-Joseph,MALE,medium,masculine_forename,unknown,unknown,1864,agriculture,2,564,0,381
L1912-02454,SOUILHAG,Jules,MALE,medium,masculine_forename,unknown,unknown,1856,press_letters_arts,1,578,0,382
L1912-02461,SOULIER,Charles-François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1852,military,2,488,0,383
L1912-02462,SOULIVET,Auguste-Flaviers,MALE,medium,masculine_forename,unknown,unknown,1847,agriculture,2,775,0,383
L1912-02464,SOUTEYRAN,Albert-Henri,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1858,administration,1,397,0,384
L1912-02467,SPECIALE,Ernest,MALE,medium,masculine_forename,unknown,unknown,,medicine_health,1,106,0,384
L1912-02468,SPEZZAFUMO,U.,UNKNOWN,,,unknown,unknown,1873,medicine_health,1,215,1,384
L1912-02469,SPIRE,Maurice,MALE,medium,masculine_occupation;masculine_forename,unknown,unknown,1855,justice_law,3,496,0,385
L1912-02470,SPITZ,,MALE,medium,masculine_occupation,unknown,unknown,1853,administration,2,279,0,385
L1912-02473,STAITY,S.,UNKNOWN,,,unknown,unknown,1866,industry_crafts,1,206,0,385
L1912-02474,STALIO,,UNKNOWN,,,unknown,unknown,,,0,123,0,385
L1912-02475,STALLA-BOURDILLON,Camille-Laurent-Gustave-Léon,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1879,justice_law,1,504,0,385
L1912-02476,STEFANINI,Giuseppe,MALE,medium,masculine_forename,european_italian,european,1862,,0,348,0,385
L1912-02477,STELLA-COSTA,,FEMALE,high,civil_title;nee_participle;feminine_occupation,unknown,unknown,1876,press_letters_arts,0,545,3,385
L1912-02478,STOFATI,Jacques-François,MALE,medium,masculine_occupation;masculine_forename,european_french,european,1857,religion,0,206,0,386
L1912-02479,STOLL,Jacques-Marie-Alphonse,MALE,medium,masculine_forename,unknown,unknown,1880,administration,1,440,1,386
L1912-02480,STRESINO,Aureliû,UNKNOWN,,,unknown,unknown,1879,medicine_health,0,213,0,386
L1912-02481,STRESINO,Charles-Pascal,MALE,medium,masculine_forename,european_italian,european,1843,medicine_health,2,659,0,386
